Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,麻省理工学院Massachusetts Institute of Technology,United States,90.7,95.4,94.9,97.6,93.8,免费评估
2,斯坦福大学Stanford University,United States,87.9,93.5,100.0,100.0,93.2,免费评估
3,牛津大学University of Oxford,United Kingdom,92.4,99.9,91.1,79.2,92.5,免费评估
4,哈佛大学Harvard University,United States,89.0,98.5,96.4,85.2,92.4,免费评估
5,卡内基梅隆大学Carnegie Mellon University,United States,100.0,79.2,92.5,92.0,91.4,免费评估
6,剑桥大学University of Cambridge,United Kingdom,83.5,100.0,91.8,84.4,89.8,免费评估
7,"University of California, Berkeley (UCB)",United States,85.5,87.7,99.8,92.9,89.4,免费评估
8,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,80.8,87.0,93.3,92.6,86.3,免费评估
9,National University of Singapore (NUS),Singapore,79.0,92.8,88.7,87.4,85.9,免费评估
10,普林斯顿大学Princeton University,United States,82.7,80.1,99.1,90.8,85.6,免费评估
11,多伦多大学University of Toronto,Canada,80.7,79.8,95.0,88.8,83.8,免费评估
12,帝国理工学院Imperial College London,United Kingdom,78.6,87.5,89.3,81.4,83.3,免费评估
13,墨尔本大学The University of Melbourne,Australia,74.2,92.4,91.3,80.1,83.1,免费评估
14,"Nanyang Technological University, Singapore (NTU)",Singapore,73.2,88.4,90.7,89.8,82.9,免费评估
14,The Hong Kong University of Science and Technology,Hong Kong,75.4,88.3,92.3,82.7,82.9,免费评估
16,"University of California, Los Angeles (UCLA)",United States,76.9,84.3,93.7,84.4,82.8,免费评估
17,Tsinghua University,China,74.3,89.2,83.7,91.4,82.7,免费评估
18,Ecole Polytechnique Fédérale de Lausanne (EPFL),Switzerland,80.3,82.4,88.8,82.7,82.6,免费评估
19,The University of Hong Kong,Hong Kong,73.8,91.6,89.6,77.7,82.1,免费评估
20,爱丁堡大学The University of Edinburgh,United Kingdom,85.3,74.5,91.0,78.2,81.9,免费评估
21,The University of Tokyo,Japan,77.9,89.5,79.0,79.6,81.8,免费评估
22,The Chinese University of Hong Kong (CUHK),Hong Kong,74.4,86.0,90.8,83.2,81.7,免费评估
23,Peking University,China,74.8,90.5,81.1,78.2,81.0,免费评估
24,英属哥伦比亚大学University of British Columbia,Canada,71.6,82.0,94.4,88.1,80.6,免费评估
25,佐治亚理工学院Georgia Institute of Technology,United States,74.3,77.9,90.5,92.3,80.5,免费评估
26,康奈尔大学Cornell University,United States,78.1,74.8,94.7,83.2,80.4,免费评估
26,滑铁卢大学University of Waterloo,Canada,76.9,77.0,91.1,85.5,80.4,免费评估
28,加利福尼亚理工学院California Institute of Technology,United States,78.6,78.7,90.5,77.7,80.3,免费评估
28,University of Washington,United States,81.3,64.8,97.7,91.4,80.3,免费评估
30,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,United States,76.3,69.9,95.4,92.0,79.6,免费评估
31,澳大利亚国立大学The Australian National University,Australia,72.8,86.2,87.9,75.6,79.5,免费评估
31,哥伦比亚大学Columbia University,United States,73.7,80.0,91.6,81.9,79.5,免费评估
33,伦敦大学学院University College London,United Kingdom,74.0,76.9,91.4,86.3,79.3,免费评估
34,University of Texas at Austin,United States,72.3,73.9,96.0,91.7,79.2,免费评估
35,新南威尔士大学The University of New South Wales,Australia,68.0,87.7,85.3,77.7,78.0,免费评估
36,KAIST - Korea Advanced Institute of Science & Technology,South Korea,73.2,79.9,84.7,79.6,77.9,免费评估
36,Technische Universität München,Germany,72.8,79.7,83.8,81.9,77.9,免费评估
38,耶鲁大学Yale University,United States,72.7,81.4,90.1,71.0,77.7,免费评估
39,宾夕法尼亚大学University of Pennsylvania,United States,70.2,78.3,92.5,78.2,77.2,免费评估
40,Seoul National University,South Korea,68.8,83.1,85.4,77.7,76.9,免费评估
40,悉尼大学The University of Sydney,Australia,66.7,88.1,84.9,74.0,76.9,免费评估
42,New York University (NYU),United States,70.2,74.3,95.4,80.6,76.8,免费评估
43,Politecnico di Milano,Italy,66.6,84.1,82.7,80.1,76.3,免费评估
44,Shanghai Jiao Tong University,China,63.2,86.4,82.8,84.0,76.2,免费评估
44,"University of California, San Diego (UCSD)",United States,70.3,67.6,96.1,89.1,76.2,免费评估
46,National Taiwan University (NTU),Taiwan,67.6,82.7,87.9,73.4,76.0,免费评估
47,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",United States,65.2,75.6,90.0,85.5,75.1,免费评估
48,芝加哥大学The University of Chicago,United States,67.8,78.4,91.6,69.7,74.8,免费评估
49,The Hong Kong Polytechnic University,Hong Kong,59.1,78.8,94.3,84.8,74.1,免费评估
49,City University of Hong Kong,Hong Kong,60.7,75.6,93.6,87.4,74.1,免费评估
