Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,华威大学The University of Warwick,86.8,70.0,469.0,56.9,100.0,免费评估
2,埃克塞特大学University of Exeter,88.0,45.2,435.0,64.1,95.7,免费评估
3,兰卡斯特大学Lancaster University,88.6,43.3,,66.7,94.9,免费评估
4,谢菲尔德大学The University of Sheffield,84.9,21.7,439.0,81.7,94.6,免费评估
5,Cardiff University,82.6,55.0,403.0,63.9,93.3,免费评估
6,南安普顿大学University of Southampton,94.7,38.3,399.0,54.0,92.9,免费评估
7,伦敦国王学院King's College London,82.5,55.0,459.0,52.2,92.8,免费评估
8,纽卡斯尔大学Newcastle University,92.7,23.3,438.0,60.0,92.6,免费评估
9,拉夫堡大学Loughborough University,83.9,31.7,379.0,75.2,91.1,免费评估
10,东英吉利大学University of East Anglia,81.0,63.3,423.0,48.5,90.8,免费评估
11,莱斯特大学University of Leicester,81.1,46.3,376.0,63.0,89.0,免费评估
12,威斯敏斯特大学University of Westminster,78.1,70.0,344.0,56.4,88.8,免费评估
13,伦敦大学皇家霍洛威学院Royal Holloway University of London,84.6,38.3,390.0,59.0,88.7,免费评估
14,利兹大学University of Leeds,83.2,26.7,397.0,68.3,88.6,免费评估
15,伦敦大学玛丽女王学院Queen Mary University of London,83.3,40.0,407.0,53.7,87.8,免费评估
16,University of Lincoln,84.8,33.3,346.0,66.3,87.6,免费评估
17,伦敦大学金史密斯学院Goldsmiths University of London,75.2,56.7,383.0,46.0,83.6,免费评估
18,肯特大学University of Kent,73.8,,425.0,80.0,83.3,免费评估
19,Coventry University,89.7,23.3,300.0,57.0,82.9,免费评估
20,诺丁汉特伦特大学Nottingham Trent University,82.5,40.0,326.0,52.0,82.6,免费评估
21,思克莱德大学University of Strathclyde,76.2,,474.0,62.5,82.0,免费评估
21,利物浦大学The University of Liverpool,84.7,,406.0,60.0,82.0,免费评估
23,萨里大学University of Surrey,77.0,13.3,388.0,66.9,81.9,免费评估
24,斯旺西大学Swansea University,84.4,18.3,345.0,57.6,81.7,免费评估
25,斯特林大学University of Stirling,75.4,30.0,410.0,50.5,81.0,免费评估
26,埃塞克斯大学University of Essex,75.8,35.0,382.0,50.4,80.7,免费评估
27,伯明翰城市大学Birmingham City University,78.3,40.0,317.0,54.2,80.6,免费评估
28,伯恩茅斯大学Bournemouth University,74.2,26.7,363.0,61.7,80.3,免费评估
29,中央兰开夏大学University of Central Lancashire,80.0,21.7,306.0,62.9,79.7,免费评估
30,德蒙福特大学De Montfort University,81.3,36.7,291.0,52.0,79.5,免费评估
31,西英格兰大学University of the West of England,79.7,30.0,333.0,47.5,78.2,免费评估
32,牛津布鲁克斯大学Oxford Brookes University,85.3,,340.0,56.7,77.8,免费评估
33,罗伯特高登大学The Robert Gordon University,79.5,,364.0,62.1,77.7,免费评估
