Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
34,基尔大学Keele University,83.3,,350.0,56.3,77.2,免费评估
35,布鲁内尔大学Brunel University,83.7,18.3,347.0,40.6,76.6,免费评估
36,朴茨茅斯大学University of Portsmouth,84.8,17.4,285.0,48.7,76.0,免费评估
37,诺桑比亚大学Northumbria University,77.6,23.8,348.0,44.6,75.7,免费评估
38,哈德斯菲尔德大学University of Huddersfield,83.1,0.0,303.0,58.9,75.4,免费评估
39,谢菲尔德哈莱姆大学Sheffield Hallam University,84.9,16.7,296.0,42.7,74.8,免费评估
40,利兹贝克特大学Leeds Beckett University,77.0,28.3,266.0,53.7,74.7,免费评估
41,罗汉普顿大学Roehampton University,83.6,15.0,264.0,48.8,73.8,免费评估
42,赫尔大学The University of Hull,80.6,25.0,296.0,40.7,73.7,免费评估
42,巴斯斯巴大学Bath Spa University,80.8,13.3,328.0,42.9,73.7,免费评估
44,龙比亚大学Napier University,77.6,,389.0,46.0,73.4,免费评估
45,阿尔斯特大学University of Ulster,79.1,31.7,297.0,37.0,73.2,免费评估
45,伦敦城市大学City University London,66.3,,394.0,64.4,73.2,免费评估
47,格林多大学Glyndwr University,76.5,,284.0,64.6,72.7,免费评估
47,西苏格兰大学University of the West of Scotland,78.1,16.7,322.0,42.7,72.7,免费评估
49,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,69.4,15.0,395.0,45.3,72.5,免费评估
49,切斯特大学University of Chester,83.7,,266.0,54.4,72.5,免费评估
51,蒂赛德大学Teesside University,83.9,,270.0,52.9,72.4,免费评估
51,班戈大学Bangor University,82.5,,288.0,52.4,72.4,免费评估
53,格罗斯特大学University of Gloucestershire,84.0,0.0,291.0,48.6,72.2,免费评估
53,桑德兰大学University of Sunderland,75.5,31.7,304.0,38.4,72.2,免费评估
55,玛格丽特女王大学Queen Margaret University,78.7,20.0,335.0,33.3,71.6,免费评估
56,英国女王大学Queen's University Belfast,82.6,,365.0,34.9,71.5,免费评估
57,奇切斯特大学University of Chichester,90.5,,252.0,40.9,71.3,免费评估
57,布拉德福德大学University of Bradford,75.5,10.0,286.0,54.0,71.3,免费评估
59,布莱顿大学University of Brighton,76.4,15.0,302.0,43.2,70.5,免费评估
60,温切斯特大学University of Winchester,76.1,15.0,312.0,40.9,70.2,免费评估
61,米德塞斯大学Middlesex University,76.1,15.0,278.0,46.6,70.1,免费评估
61,利物浦约翰摩尔斯大学Liverpool John Moores University,76.1,,324.0,49.0,70.1,免费评估
63,德比大学University of Derby,80.7,30.0,274.0,28.1,70.0,免费评估
64,法尔茅斯大学Falmouth University,79.2,,255.0,54.4,69.6,免费评估
65,南安普顿索伦特大学Southampton Solent University,74.1,,340.0,47.6,69.5,免费评估
65,金斯顿大学Kingston University,74.5,10.0,296.0,47.5,69.5,免费评估
67,斯塔福德郡大学Staffordshire University,75.4,11.7,263.0,50.5,69.4,免费评估
67,北安普顿大学The University of Northampton,80.0,,252.0,53.0,69.4,免费评估
69,"特威克南圣玛丽大学St Mary's, Twickenham",78.4,,270.0,52.2,69.3,免费评估
70,东伦敦大学University of East London,71.7,40.0,249.0,38.9,69.2,免费评估
71,约克圣约翰大学York St John University,78.6,,292.0,47.1,69.1,免费评估
72,伍斯特大学University of Worcester,77.9,,271.0,50.6,68.7,免费评估
72,利兹圣三一大学Leeds Trinity University,80.7,,262.0,47.3,68.7,免费评估
74,"圣马克与圣约翰大学University of St Mark & St John, Plymouth",78.0,,275.0,48.4,68.3,免费评估
75,Manchester Metropolitan University,72.7,13.3,330.0,37.4,68.1,免费评估
76,剑桥安鲁大学Anglia Ruskin University,86.7,,246.0,37.3,68.0,免费评估
77,贝德福德大学University of Bedfordshire,78.5,23.3,209.0,40.1,67.5,免费评估
78,伦敦都市大学London Metropolitan University,72.4,23.3,239.0,43.9,67.1,免费评估
78,坎特伯雷大学Canterbury Christ Church University,74.0,,270.0,52.3,67.1,免费评估
80,索尔福德大学University of Salford,62.5,26.7,351.0,37.8,66.9,免费评估
81,南威尔士大学The University of South Wales,71.8,16.7,318.0,32.7,66.3,免费评估
82,格林威治大学The University of Greenwich,79.1,3.3,284.0,34.0,65.9,免费评估
83,伦敦艺术大学University of the Arts London,65.9,,278.0,58.4,65.1,免费评估
84,创意艺术大学University for the Creative Arts,67.2,,269.0,55.0,64.4,免费评估
84,亚伯大学Aberystwyth University,73.1,,304.0,38.2,64.4,免费评估
86,艾芝西尔大学Edge Hill University,74.6,,291.0,33.8,63.2,免费评估
87,泰晤士河谷大学Thames Valley University,60.0,6.7,227.0,61.3,61.7,免费评估
88,伦敦南岸大学London South Bank University,72.9,23.3,223.0,22.1,60.2,免费评估
89,哥比亚大学University of Cumbria,82.3,,226.0,19.3,59.5,免费评估
90,白金汉大学The University of Buckingham,57.4,,248.0,43.0,54.8,免费评估
