Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,剑桥大学University of Cambridge,United Kingdom,93.4,93.0,99.2,98.8,69.7,96.2,免费评估
2,Harvard University,United States,92.6,77.8,98.7,99.6,91.0,95.6,免费评估
3,牛津大学University of Oxford,United Kingdom,92.0,90.5,99.7,97.4,66.4,95.3,免费评估
4,Massachusetts Institute of Technology,United States,96.0,79.4,90.4,100.0,60.5,93.7,免费评估
5,Stanford University,United States,93.3,65.6,93.6,99.9,83.3,93.4,免费评估
6,California Institute of Technology,United States,91.2,71.5,91.5,100.0,99.9,93.1,免费评估
7,Johns Hopkins University,United States,90.1,73.1,97.6,93.9,95.5,92.4,免费评估
8,Princeton University,United States,91.5,72.5,89.3,100.0,82.9,92.2,免费评估
9,Yale University,United States,87.5,65.7,98.5,94.7,99.8,91.7,免费评估
10,伦敦大学学院University College London,United Kingdom,84.7,95.9,93.3,94.8,30.5,90.1,免费评估
11,"University of California, San Diego",United States,81.2,47.5,96.2,97.3,100.0,88.9,免费评估
11,ETH Zurich,Switzerland,83.9,97.9,87.2,95.2,48.8,88.9,免费评估
13,University of Chicago,United States,81.9,73.4,88.7,99.4,54.5,88.6,免费评估
14,"University of California, Berkeley",United States,84.6,60.6,88.7,99.6,37.9,88.0,免费评估
15,Tsinghua University,China,87.9,41.5,89.3,96.8,73.2,87.6,免费评估
16,帝国理工学院Imperial College London,United Kingdom,76.1,97.5,90.6,94.4,35.2,87.1,免费评估
17,Cornell University,United States,85.3,65.8,88.8,95.1,33.8,86.9,免费评估
18,Columbia University,United States,85.1,75.9,78.4,98.9,40.2,86.3,免费评估
19,University of Pennsylvania,United States,82.8,55.3,87.7,96.6,55.8,86.2,免费评估
20,Wageningen University & Research,Netherlands,78.2,81.5,86.8,91.5,100.0,86.0,免费评估
21,Peking University,China,90.0,31.3,93.7,85.4,89.2,85.0,免费评估
22,"University of California, Los Angeles",United States,76.2,54.6,92.2,95.4,33.7,84.7,免费评估
23,Duke University,United States,76.0,65.1,78.9,96.7,97.3,83.8,免费评估
24,University of Toronto,Canada,74.8,80.3,86.6,89.7,60.7,83.3,免费评估
25,Karolinska Institute,Sweden,63.9,82.2,88.5,90.6,76.3,81.7,免费评估
26,爱丁堡大学The University of Edinburgh,United Kingdom,72.2,89.7,74.7,95.6,34.3,81.5,免费评估
27,University of British Columbia,Canada,70.8,91.9,77.6,89.9,33.4,80.0,免费评估
27,"University of California, Davis",United States,80.7,61.7,90.0,75.9,75.4,80.0,免费评估
29,National University of Singapore,Singapore,78.1,93.2,80.9,79.5,50.6,79.8,免费评估
30,University of Michigan-Ann Arbor,United States,67.8,60.9,78.1,95.1,52.4,79.3,免费评估
31,LMU Munich,Germany,71.4,66.0,73.3,88.0,96.4,78.0,免费评估
32,New York University,United States,57.5,76.0,76.1,94.8,84.7,77.7,免费评估
33,École Polytechnique Fédérale de Lausanne,Switzerland,61.3,98.2,64.2,95.4,92.4,77.6,免费评估
33,Washington University in St Louis,United States,64.7,46.4,74.7,98.8,49.5,77.6,免费评估
35,伦敦国王学院King's College London,United Kingdom,55.0,94.0,68.6,93.8,51.4,75.2,免费评估
36,Uppsala University,Sweden,67.5,81.8,68.2,82.8,99.3,74.9,免费评估
37,Heidelberg University,Germany,71.0,68.6,69.4,85.5,30.4,74.5,免费评估
38,The University of Tokyo,Japan,89.5,35.6,87.1,57.4,73.4,73.2,免费评估
39,Kyoto University,Japan,83.6,32.7,85.9,62.3,74.5,72.8,免费评估
40,University of Wisconsin-Madison,United States,70.6,40.1,72.8,82.4,50.2,72.6,免费评估
41,University of Melbourne,Australia,59.9,88.1,62.2,87.1,69.8,72.4,免费评估
42,The University of Queensland,Australia,53.4,90.8,58.7,91.0,96.8,71.9,免费评估
43,McGill University,Canada,66.0,87.6,69.3,77.2,27.8,71.5,免费评估
44,Paris Sciences et Lettres – PSL Research University Paris,France,63.3,78.1,55.0,87.3,99.4,71.4,免费评估
45,Sorbonne University,France,72.6,67.9,54.6,84.7,36.8,70.7,免费评估
46,University of Hong Kong,Hong Kong,66.4,97.7,65.4,73.6,49.9,70.6,免费评估
47,Australian National University,Australia,48.5,92.8,51.8,94.1,68.5,69.2,免费评估
48,Northwestern University,United States,50.4,60.8,56.7,92.0,51.6,67.5,免费评估
49,Utrecht University,Netherlands,52.1,57.0,55.3,91.7,49.9,67.2,免费评估
50,"Nanyang Technological University, Singapore",Singapore,44.3,93.0,50.6,90.1,99.1,67.1,免费评估
51,Ghent University,Belgium,52.6,72.4,59.2,80.8,98.4,66.9,免费评估
52,KU Leuven,Belgium,49.9,70.1,55.2,86.2,100.0,66.8,免费评估
52,University of Science and Technology of China,China,54.3,35.3,47.3,96.2,100.0,66.8,免费评估
54,University of North Carolina at Chapel Hill,United States,44.3,40.5,58.5,97.1,43.2,66.4,免费评估
55,Monash University,Australia,54.5,77.9,58.9,76.5,100.0,66.3,免费评估
56,University of Göttingen,Germany,58.2,62.9,53.3,85.4,29.2,66.0,免费评估
57,University of Sydney,Australia,55.6,82.0,52.2,78.8,92.8,65.7,免费评估
57,University of Texas at Austin,United States,50.9,35.1,53.6,94.5,48.4,65.7,免费评估
59,Technical University of Munich,Germany,51.9,63.1,52.1,84.8,99.0,65.5,免费评估
59,University of Zurich,Switzerland,46.1,98.0,46.2,89.9,50.2,65.5,免费评估
61,University of Freiburg,Germany,47.8,82.7,47.7,86.6,100.0,65.3,免费评估
62,Michigan State University,United States,65.7,52.4,56.3,75.9,33.6,64.9,免费评估
63,曼彻斯特大学The University of Manchester,United Kingdom,47.4,82.6,48.7,88.2,50.3,64.7,免费评估
64,Lund University,Sweden,48.5,86.6,52.8,78.1,84.6,63.8,免费评估
65,University of Geneva,Switzerland,36.5,98.5,39.0,94.1,92.6,63.4,免费评估
66,University of Minnesota,United States,47.1,33.7,53.1,87.7,91.5,63.1,免费评估
67,阿伯丁大学University of Aberdeen,United Kingdom,35.3,93.3,39.9,95.5,73.1,62.9,免费评估
67,University of Tübingen,Germany,44.5,62.3,57.3,82.0,59.2,62.9,免费评估
69,Montpellier University,France,53.8,62.0,54.7,78.3,29.7,62.6,免费评估
70,Technical University of Denmark,Denmark,33.1,94.7,43.5,92.6,77.1,62.5,免费评估
71,University of Helsinki,Finland,45.3,58.1,53.7,85.8,30.6,62.4,免费评估
71,University of Illinois at Urbana-Champaign,United States,49.7,44.5,59.7,79.4,47.8,62.4,免费评估
71,Trinity College Dublin,Ireland,37.9,95.5,34.4,98.3,39.0,62.4,免费评估
74,"University of California, Santa Barbara",United States,34.9,53.7,43.3,98.0,99.5,62.3,免费评估
75,Boston University,United States,43.6,60.1,40.6,95.1,44.5,62.1,免费评估
76,格拉斯哥大学University of Glasgow,United Kingdom,42.2,89.3,36.6,93.5,31.2,61.9,免费评估
77,Seoul National University,South Korea,76.1,27.9,73.7,46.6,81.8,61.6,免费评估
78,The University of Western Australia,Australia,34.3,94.0,44.1,89.6,61.9,61.5,免费评估
79,Stockholm University,Sweden,42.6,94.5,31.5,93.8,32.7,61.1,免费评估
80,Penn State (Main campus),United States,50.2,39.1,57.3,78.0,45.6,60.9,免费评估
80,Swedish University of Agricultural Sciences,Sweden,49.9,49.0,48.9,83.0,42.5,60.9,免费评估
80,UNSW Sydney,Australia,34.0,90.8,48.7,84.6,67.2,60.9,免费评估
83,Humboldt University of Berlin,Germany,51.6,64.6,45.7,79.8,36.9,60.5,免费评估
84,University of Groningen,Netherlands,36.8,76.1,47.8,85.3,63.7,60.4,免费评估
84,University of Vienna,Austria,40.5,91.3,43.4,84.8,32.2,60.4,免费评估
86,Aarhus University,Denmark,41.3,73.3,50.4,78.3,83.2,60.2,免费评估
86,University of Bonn,Germany,41.1,60.5,39.6,91.6,58.3,60.2,免费评估
86,Pohang University of Science and Technology (POSTECH),South Korea,35.9,37.2,42.2,95.6,100.0,60.2,免费评估
86,Zhejiang University,China,54.6,50.5,63.8,62.7,77.5,60.2,免费评估
90,University of Southern California,United States,39.5,64.9,35.9,95.2,42.4,60.0,免费评估
91,The Hong Kong University of Science and Technology,Hong Kong,37.4,96.8,36.4,84.3,93.8,59.4,免费评估
92,University of Basel,Switzerland,41.7,98.5,29.8,84.5,100.0,59.1,免费评估
92,Osaka University,Japan,58.7,35.4,67.8,55.0,97.5,59.1,免费评估
94,Vanderbilt University,United States,42.7,48.9,39.3,90.9,34.3,58.9,免费评估
95,埃克塞特大学University of Exeter,United Kingdom,31.2,70.0,34.9,97.8,46.1,58.8,免费评估
96,Emory University,United States,40.2,56.2,39.8,89.4,48.1,58.7,免费评估
97,利兹大学University of Leeds,United Kingdom,35.2,80.8,34.5,92.8,37.9,58.6,免费评估
98,University of Arizona,United States,36.0,32.1,55.1,84.4,56.3,58.4,免费评估
98,University of Würzburg,Germany,36.3,75.7,35.1,91.5,42.5,58.4,免费评估
100,Brown University,United States,50.1,53.1,38.9,82.8,35.0,58.3,免费评估
100,Fudan University,China,58.1,38.5,58.9,63.1,45.5,58.3,免费评估
