Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,"加州大学伯克利分校University of California,Berkeley",UnitedStates,76.8,90.0,70.2,100.0,73.3,354.2,免费评估
2,斯坦福大学Stanford University,UnitedStates,61.0,100.0,71.5,80.3,94.1,349.7,免费评估
3,麻省理工学院Massachusetts Institute of Technology,UnitedStates,72.0,89.7,70.4,85.1,79.8,340.7,免费评估
4,哈佛大学Harvard University,UnitedStates,59.5,86.0,73.6,78.2,78.3,316.7,免费评估
5,加利福尼亚理工学院California Institute of Technology,UnitedStates,46.8,87.2,62.9,69.0,100.0,315.5,免费评估
6,西北大学Northwestern University,UnitedStates,62.6,88.7,66.7,88.6,49.2,302.5,免费评估
7,Swiss Federal Institute of Technology Zurich,Switzerland,69.7,74.1,79.2,74.8,46.5,280.9,免费评估
8,剑桥大学University of Cambridge,UnitedKingdom,66.1,80.1,84.8,76.5,36.9,276.6,免费评估
9,芝加哥大学The University of Chicago,UnitedStates,69.5,80.1,65.7,78.7,32.6,274.1,免费评估
10,Kyoto University,Japan,86.6,64.5,51.0,95.3,15.1,271.7,免费评估
11,德克萨斯大学奥斯汀分校The University of Texas at Austin,UnitedStates,59.3,84.7,61.6,67.2,45.2,268.7,免费评估
12,Nanyang Technological University,Singapore,84.0,93.9,80.9,71.5,0.0,265.6,免费评估
13,佐治亚理工学院Georgia Institute of Technology,UnitedStates,62.8,88.9,76.3,53.4,42.6,263.0,免费评估
14,牛津大学University of Oxford,UnitedKingdom,66.7,80.8,79.0,73.3,15.1,251.7,免费评估
15,The University of Tokyo,Japan,80.1,67.1,51.1,90.3,0.0,247.7,免费评估
16,University of Science and Technology of China,China,85.5,81.7,49.4,70.3,0.0,247.5,免费评估
17,哥伦比亚大学Columbia University,UnitedStates,41.8,82.7,68.4,55.5,53.7,247.3,免费评估
18,德克萨斯A&M大学Texas A & M University,UnitedStates,51.4,72.6,67.0,57.3,52.2,246.9,免费评估
19,Peking University,China,87.2,76.2,49.5,70.9,0.0,244.1,免费评估
20,"加州大学洛杉矶分校University of California,Los Angeles",UnitedStates,50.1,91.4,71.9,67.1,19.5,242.4,免费评估
21,Tsinghua University,China,93.5,78.6,48.1,59.1,0.0,240.8,免费评估
22,Swiss Federal Institute of Technology Lausanne,Switzerland,60.5,94.1,85.8,63.0,0.0,234.7,免费评估
23,"加利福尼亚大学圣地亚哥分校University of California,San Diego",UnitedStates,49.2,80.3,65.1,60.7,30.2,233.4,免费评估
24,"加利福尼亚大学圣塔芭芭拉分校University of California, Santa Barbara",UnitedStates,45.8,86.9,73.0,58.0,27.5,232.9,免费评估
25,National University of Singapore,Singapore,74.0,83.8,76.8,58.0,0.0,231.2,免费评估
26,北卡罗来纳州大学教堂山分校University of North Carolina at Chapel Hill,UnitedStates,41.9,81.7,61.0,56.1,38.9,230.8,免费评估
27,Zhejiang University,China,99.1,72.0,47.9,48.7,0.0,229.5,免费评估
28,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,UnitedStates,56.2,77.7,62.8,69.6,12.3,228.3,免费评估
29,Fudan University,China,78.2,77.7,50.8,58.9,0.0,225.0,免费评估
30,莱斯大学Rice University,UnitedStates,41.4,92.9,71.5,35.7,38.9,223.1,免费评估
31,多伦多大学University of Toronto,Canada,57.2,74.1,69.3,58.1,19.5,222.8,免费评估
32,康奈尔大学Cornell University,UnitedStates,48.5,77.2,68.2,56.5,26.1,221.9,免费评估
33,Nanjing University,China,86.3,74.6,45.4,50.6,0.0,220.6,免费评估
34,Osaka University,Japan,73.9,61.8,55.5,72.7,0.0,219.5,免费评估
35,南加州大学University of Southern California,UnitedStates,36.2,77.2,64.5,39.4,53.7,219.3,免费评估
36,犹他大学University of Utah,UnitedStates,40.9,70.7,62.8,42.8,52.2,219.2,免费评估
36,Jilin University,China,100.0,65.1,42.6,45.6,0.0,219.2,免费评估
38,宾夕法尼亚大学University of Pennsylvania,UnitedStates,48.0,84.0,61.2,56.4,17.4,218.1,免费评估
39,University of Strasbourg,France,55.5,67.7,79.9,46.4,31.4,216.9,免费评估
40,帝国理工学院Imperial College London,UnitedKingdom,60.7,76.7,80.4,48.1,15.1,216.6,免费评估
41,普渡大学Purdue University,UnitedStates,53.8,73.9,58.4,46.1,30.2,215.6,免费评估
42,Nagoya University,Japan,53.5,62.4,54.3,59.2,28.2,214.2,免费评估
43,"明尼苏达大学双城校区University of Minnesota,Twin Cities",UnitedStates,54.4,74.6,61.8,49.5,21.3,212.2,免费评估
44,Nankai University,China,76.6,77.2,37.9,50.3,0.0,211.6,免费评估
45,King Abdulaziz University,SaudiArabia,65.9,81.7,99.6,43.3,0.0,210.8,免费评估
46,卡内基梅隆大学Carnegie Mellon University,UnitedStates,35.9,83.1,66.7,38.2,38.9,209.5,免费评估
47,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",UnitedStates,56.7,77.9,63.8,60.9,0.0,208.2,免费评估
48,威斯康星大学-麦迪逊分校University of Wisconsin-Madison,UnitedStates,54.3,79.6,63.5,61.1,0.0,207.7,免费评估
49,Xiamen University,China,68.6,75.7,54.7,51.2,0.0,206.4,免费评估
50,Korea Advanced Institute of Science and Technology,SouthKorea,63.0,78.4,53.8,53.4,0.0,205.5,免费评估
