Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,The Queen's,80%,3.2/9,386.0,94.00%,100.0,免费评估
2,巴斯大学University of Bath,75%,4.6/9,,95.00%,99.7,免费评估
3,约克大学The University of York,79%,3.8/9,354.0,91.00%,98.6,免费评估
4,萨塞克斯大学University of Sussex,87%,3.1/9,,93.00%,97.8,免费评估
5,谢菲尔德大学The University of Sheffield,80%,3.5/9,353.0,90.00%,97.6,免费评估
6,兰卡斯特大学Lancaster University,79%,3.4/9,333.0,96.00%,97.0,免费评估
7,肯特大学University of Kent,88%,4.2/9,243.0,90.00%,96.8,免费评估
8,爱丁堡大学The University of Edinburgh,69%,4.0/9,358.0,91.00%,95.2,免费评估
9,利兹大学University of Leeds,78%,4.4/9,347.0,73.00%,95.1,免费评估
10,基尔大学Keele University,75%,3.2/9,316.0,93.00%,92.4,免费评估
11,伯明翰大学University of Birmingham,74%,3.1/9,386.0,74.00%,90.7,免费评估
12,东英吉利大学University of East Anglia,81%,2.6/9,279.0,,90.1,免费评估
13,雷丁大学University of Reading,77%,2.3/9,294.0,96.00%,89.0,免费评估
14,斯特林大学University of Stirling,77%,2.7/9,,89.00%,88.3,免费评估
15,格拉摩根大学University of Glamorgan,74%,2.2/9,285.0,100.00%,87.8,免费评估
16,布里斯托大学University of Bristol,68%,3.3/9,364.0,71.00%,87.2,免费评估
17,思克莱德大学University of Strathclyde,73%,2.0/9,341.0,89.00%,87.1,免费评估
18,曼彻斯特大学The University of Manchester,66%,2.8/9,344.0,,87.0,免费评估
19,伦敦大学金史密斯学院Goldsmiths University of London,79%,2.1/9,,87.00%,85.8,免费评估
20,布拉德福德大学University of Bradford,71%,2.6/9,283.0,91.00%,85.6,免费评估
21,切斯特大学University of Chester,78%,0.9/9,284.0,100.00%,84.6,免费评估
22,赫尔大学The University of Hull,72%,2.3/9,269.0,92.00%,84.0,免费评估
23,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,84%,,319.0,92.00%,83.4,免费评估
24,邓迪大学University of Dundee,65%,1.9/9,293.0,100.00%,83.1,免费评估
25,诺桑比亚大学Northumbria University,78%,1.8/9,264.0,86.00%,82.9,免费评估
26,米德塞斯大学Middlesex University,72%,2.2/9,,88.00%,82.5,免费评估
27,阿尔斯特大学University of Ulster,67%,2.8/9,269.0,84.00%,82.1,免费评估
28,西英格兰大学University of the West of England,76%,1.3/9,252.0,95.00%,81.7,免费评估
29,罗伯特高登大学The Robert Gordon University,85%,,288.0,89.00%,81.3,免费评估
30,伦敦南岸大学London South Bank University,67%,3.1/9,,80.00%,81.1,免费评估
31,诺丁汉特伦特大学Nottingham Trent University,67%,3.1/9,210.0,90.00%,80.9,免费评估
32,林肯大学University of Lincoln,76%,1.9/9,234.0,86.00%,80.8,免费评估
33,德蒙福特大学De Montfort University,71%,1.7/9,232.0,97.00%,80.5,免费评估
34,考文垂大学Coventry University,77%,1.7/9,244.0,84.00%,80.2,免费评估
35,哈德斯菲尔德大学University of Huddersfield,75%,2.4/9,249.0,75.00%,80.0,免费评估
36,斯旺西大学Swansea University,54%,2.7/9,,100.00%,78.8,免费评估
37,牛津布鲁克斯大学Oxford Brookes University,83%,,288.0,82.00%,78.6,免费评估
38,"Cardiff, UWIC",84%,,224.0,94.00%,78.0,免费评估
39,剑桥安鲁大学Anglia Ruskin University,69%,1.8/9,251.0,82.00%,77.2,免费评估
40,Central Lancs,66%,2.2/9,221.0,89.00%,77.1,免费评估
41,伯恩茅斯大学Bournemouth University,71%,,300.0,93.00%,76.8,免费评估
42,纽波特大学University of Wales Newport,75%,2.0/9,183.0,84.00%,76.6,免费评估
43,金斯顿大学Kingston University,77%,,265.0,86.00%,75.7,免费评估
44,普利茅斯大学University of Plymouth,65%,2.4/9,237.0,79.00%,75.6,免费评估
45,格罗斯特大学University of Gloucestershire,71%,0.7/9,276.0,84.00%,75.4,免费评估
46,斯塔福德郡大学Staffordshire University,69%,,290.0,93.00%,75.3,免费评估
47,贝德福德大学University of Bedfordshire,79%,2.3/9,132.0,80.00%,75.2,免费评估
48,Soton Solent,77%,,220.0,95.00%,75.1,免费评估
49,蒂赛德大学Teesside University,84%,,273.0,69.00%,74.4,免费评估
50,索尔福德大学University of Salford,61%,2.2/9,250.0,79.00%,74.1,免费评估
51,赫特福德大学University of Hertfordshire,67%,1.0/9,209.0,95.00%,73.8,免费评估
52,谢菲尔德哈莱姆大学Sheffield Hallam University,63%,1.9/9,229.0,80.00%,73.1,免费评估
53,朴茨茅斯大学University of Portsmouth,66%,,270.0,88.00%,71.5,免费评估
54,伯明翰城市大学Birmingham City University,56%,1.6/9,236.0,89.00%,71.4,免费评估
55,University College Plymouth St Mark and St John Marjon,82%,,192.0,80.00%,71.2,免费评估
56,格林威治大学The University of Greenwich,70%,,261.0,82.00%,70.8,免费评估
57,新白金汉大学Buckinghamshire New University,73%,,154.0,97.00%,69.5,免费评估
58,曼彻斯特城市大学Manchester Metropolitan University,66%,1.4/9,196.0,77.00%,69.1,免费评估
59,奇切斯特大学University of Chichester,77%,,252.0,63.00%,68.4,免费评估
60,桑德兰大学University of Sunderland,78%,,203.0,72.00%,68.1,免费评估
61,格林多大学Glyndwr University,68%,1.0/9,212.0,70.00%,67.4,免费评估
62,北安普顿大学The University of Northampton,66%,,209.0,86.00%,66.9,免费评估
63,伦敦大学皇家霍洛威学院Royal Holloway University of London,44%,2.4/9,,87.00%,66.5,免费评估
64,Leeds Met,69%,,234.0,73.00%,66.0,免费评估
65,东伦敦大学University of East London,64%,1.5/9,143.0,77.00%,65.0,免费评估
66,班戈大学Bangor University,59%,1.8/9,220.0,59.00%,63.9,免费评估
67,Canterbury CC,67%,,244.0,66.00%,63.7,免费评估
68,布鲁内尔大学Brunel University,51%,1.8/9,,76.00%,63.2,免费评估
69,哥比亚大学University of Cumbria,70%,,216.0,61.00%,62.3,免费评估
70,温切斯特大学University of Winchester,,,274.0,54.00%,61.4,免费评估
71,利物浦约翰摩尔斯大学Liverpool John Moores University,71%,,202.0,59.00%,61.2,免费评估
72,艾芝西尔大学Edge Hill University,77%,0.8/9,208.0,32.00%,59.7,免费评估
73,德比大学University of Derby,67%,,186.0,63.00%,59.4,免费评估
74,罗汉普顿大学Roehampton University,74%,,206.0,47.00%,59.3,免费评估
