Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,89.0,1.0,565.0,78,100.0,免费评估
2,萨里大学University of Surrey,84.0,1.2,380.0,72,89.7,免费评估
3,巴斯大学University of Bath,81.0,1.5,392.0,67,89.3,免费评估
4,华威大学The University of Warwick,81.0,1.2,422.0,62,87.3,免费评估
5,伦敦政治经济学院The London School of Economics and Political Science,78.0,0.9,415.0,77,86.9,免费评估
6,杜伦大学Durham University,80.0,0.9,415.0,71,86.7,免费评估
7,格拉斯哥大学University of Glasgow,83.0,0.6,454.0,61,85.3,免费评估
8,萨塞克斯大学University of Sussex,82.0,1.1,374.0,57,84.1,免费评估
9,埃克塞特大学University of Exeter,83.0,1.0,407.0,52,84.0,免费评估
10,兰卡斯特大学Lancaster University,80.0,1.3,359.0,55,83.7,免费评估
11,莱斯特大学University of Leicester,88.0,0.5,,57,82.3,免费评估
12,南安普顿大学University of Southampton,79.0,1.4,393.0,41,81.9,免费评估
13,阿伯丁大学University of Aberdeen,84.0,0.9,372.0,50,81.8,免费评估
13,埃塞克斯大学University of Essex,81.0,1.3,336.0,49,81.8,免费评估
15,谢菲尔德大学The University of Sheffield,79.0,1.1,367.0,57,81.6,免费评估
16,约克大学The University of York,79.0,1.2,374.0,47,81.2,免费评估
17,思克莱德大学University of Strathclyde,86.0,0.2,411.0,54,80.5,免费评估
18,基尔大学Keele University,80.0,1.0,325.0,58,80.4,免费评估
19,肯特大学University of Kent,79.0,1.3,301.0,54,80.3,免费评估
20,利兹大学University of Leeds,75.0,1.4,359.0,51,80.1,免费评估
21,爱丁堡大学The University of Edinburgh,75.0,1.2,416.0,47,80.0,免费评估
22,布里斯托大学University of Bristol,77.0,0.7,410.0,57,79.9,免费评估
23,卡迪夫大学Cardiff University,77.0,1.1,384.0,49,79.8,免费评估
24,朴茨茅斯大学University of Portsmouth,79.0,0.8,294.0,69,79.3,免费评估
25,纽卡斯尔大学Newcastle University,80.0,0.8,349.0,50,78.0,免费评估
26,拉夫堡大学Loughborough University,78.0,1.0,356.0,47,77.8,免费评估
27,伦敦大学金史密斯学院Goldsmiths University of London,75.0,1.3,320.0,50,77.7,免费评估
28,曼彻斯特大学The University of Manchester,67.0,1.4,384.0,49,76.4,免费评估
28,斯特林大学University of Stirling,82.0,0.8,336.0,43,76.4,免费评估
30,阿斯顿大学Aston University,79.0,0.3,371.0,56,76.2,免费评估
31,诺丁汉大学University of Nottingham,74.0,0.7,356.0,57,76.0,免费评估
32,哈德斯菲尔德大学University of Huddersfield,81.0,0.3,240.0,73,75.8,免费评估
33,罗伯特高登大学The Robert Gordon University,87.0,0.2,286.0,53,75.5,免费评估
