Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,圣安德鲁斯大学University of St Andrews,100.0,96.0,98.0,88.6,9.7,7.0,188.0,7.0,84.0,免费评估
2,牛津大学University of Oxford,96.6,96.0,96.0,79.4,12.5,10.0,208.0,6.0,77.0,免费评估
3,杜伦大学Durham University,96.1,93.0,94.8,83.4,11.2,8.0,210.0,7.0,79.0,免费评估
4,伦敦大学学院University College London,93.3,92.4,95.4,80.9,11.9,8.0,196.0,7.0,80.0,免费评估
5,剑桥大学University of Cambridge,88.5,91.0,92.3,66.3,15.0,10.0,210.0,7.0,81.0,免费评估
6,伯明翰大学University of Birmingham,86.9,94.1,96.8,83.5,12.5,9.0,164.0,6.0,77.0,免费评估
7,肯特大学University of Kent,84.9,94.2,95.0,82.2,9.1,5.0,134.0,9.0,76.0,免费评估
8,布鲁内尔大学Brunel University,84.5,89.5,94.6,83.7,9.9,,129.0,8.0,66.0,免费评估
9,华威大学The University of Warwick,84.1,91.3,95.5,70.9,11.1,9.0,181.0,7.0,71.0,免费评估
10,萨里大学University of Surrey,83.1,95.3,96.9,76.0,11.9,9.0,155.0,8.0,68.0,免费评估
11,埃克塞特大学University of Exeter,80.6,96.0,97.7,86.3,18.8,4.0,181.0,7.0,77.0,免费评估
12,拉夫堡大学Loughborough University,80.4,89.0,94.8,86.1,15.9,7.0,147.0,8.0,78.0,免费评估
13,萨塞克斯大学University of Sussex,79.0,94.9,94.0,77.4,15.1,7.0,145.0,7.0,88.0,免费评估
14,兰卡斯特大学Lancaster University,78.5,91.3,90.5,73.3,13.9,8.0,161.0,7.0,81.0,免费评估
15,伦敦大学玛丽女王学院Queen Mary University of London,78.3,91.1,93.8,73.3,10.5,9.0,149.0,6.0,71.0,免费评估
16,King's College London,77.4,89.9,96.6,72.9,13.6,6.0,178.0,7.0,78.0,免费评估
17,雷丁大学University of Reading,75.7,91.8,94.1,76.0,8.9,9.0,136.0,6.0,60.0,免费评估
18,格拉斯哥大学University of Glasgow,75.1,93.4,95.5,75.3,13.7,7.0,181.0,6.0,65.0,免费评估
19,波尔顿大学University of Bolton,74.0,90.3,95.2,88.7,12.3,2.0,82.0,9.0,,免费评估
20,邓迪大学University of Dundee,73.9,95.5,98.4,81.4,17.5,3.0,149.0,8.0,60.0,免费评估
21,白金汉大学The University of Buckingham,73.1,100.0,94.0,90.6,7.8,6.0,90.0,2.0,,免费评估
22,诺丁汉大学University of Nottingham,72.8,93.2,95.1,79.2,18.0,7.0,161.0,7.0,74.0,免费评估
23,曼彻斯特大学The University of Manchester,72.7,86.7,89.8,72.0,13.6,8.0,160.0,7.0,77.0,免费评估
24,斯特林大学University of Stirling,72.2,99.0,94.5,81.8,15.3,3.0,169.0,5.0,85.0,免费评估
25,南安普顿大学University of Southampton,71.9,88.0,92.3,76.0,,9.0,146.0,7.0,70.0,免费评估
26,纽卡斯尔大学Newcastle University,71.2,90.5,93.2,77.6,15.2,5.0,162.0,6.0,76.0,免费评估
27,格罗斯特大学University of Gloucestershire,70.5,89.7,96.8,89.9,17.0,4.0,122.0,8.0,46.0,免费评估
28,南安普顿索伦特大学Southampton Solent University,70.3,85.8,89.8,82.1,15.4,8.0,93.0,10.0,,免费评估
29,爱丁堡大学The University of Edinburgh,70.0,86.6,92.4,62.5,17.3,10.0,187.0,7.0,62.0,免费评估
30,利兹大学University of Leeds,69.7,89.9,94.5,75.0,17.4,7.0,170.0,6.0,75.0,免费评估
31,布里斯托大学University of Bristol,67.6,79.8,91.5,67.7,19.2,4.0,191.0,8.0,74.0,免费评估
32,阿斯顿大学Aston University,67.3,92.0,91.7,69.2,12.7,8.0,128.0,6.0,73.0,免费评估
33,蒂赛德大学Teesside University,66.8,96.0,95.0,91.4,19.5,3.0,98.0,8.0,63.0,免费评估
34,金斯顿大学Kingston University,66.1,89.7,91.9,77.5,11.6,10.0,107.0,7.0,50.0,免费评估
35,谢菲尔德大学The University of Sheffield,65.9,90.1,92.0,70.5,17.2,4.0,154.0,7.0,76.0,免费评估
36,贝德福德大学University of Bedfordshire,65.4,96.9,98.0,88.5,14.6,8.0,85.0,4.0,54.0,免费评估
37,朴茨茅斯大学University of Portsmouth,65.0,90.6,93.7,75.3,13.4,8.0,118.0,5.0,72.0,免费评估
38,利物浦大学The University of Liverpool,64.6,92.0,94.5,71.4,16.0,7.0,147.0,7.0,64.0,免费评估
38,思克莱德大学University of Strathclyde,64.6,89.0,92.8,74.5,12.0,2.0,196.0,3.0,,免费评估
38,阿伯丁大学University of Aberdeen,64.6,91.7,94.7,75.2,17.0,3.0,148.0,8.0,58.0,免费评估
41,牛津布鲁克斯大学Oxford Brookes University,64.2,92.0,93.0,78.4,14.6,8.0,126.0,6.0,58.0,免费评估
42,德蒙福特大学De Montfort University,64.1,96.0,95.8,91.6,18.0,4.0,106.0,4.0,68.0,免费评估
42,伦敦大学皇家霍洛威学院Royal Holloway University of London,64.1,92.5,94.7,74.7,15.7,4.0,150.0,7.0,58.0,免费评估
44,班戈大学Bangor University,63.7,97.0,96.1,89.6,12.7,4.0,128.0,4.0,44.0,免费评估
45,约克大学The University of York,63.4,87.0,94.2,66.7,19.9,5.0,168.0,7.0,73.0,免费评估
46,基尔大学Keele University,63.0,95.0,94.2,78.6,13.9,4.0,131.0,5.0,56.0,免费评估
47,斯旺西大学Swansea University,62.7,89.0,87.0,78.7,15.5,5.0,111.0,4.0,85.0,免费评估
47,东英吉利大学University of East Anglia,62.7,87.3,93.0,67.6,15.7,4.0,165.0,7.0,58.0,免费评估
49,德比大学University of Derby,62.2,92.1,96.7,82.9,11.0,7.0,107.0,4.0,48.0,免费评估
50,诺桑比亚大学Northumbria University,62.1,87.9,87.2,81.6,11.5,4.0,139.0,5.0,65.0,免费评估
50,西英格兰大学University of the West of England,62.1,90.5,92.8,82.0,14.9,4.0,116.0,9.0,42.0,免费评估
52,龙比亚大学Napier University,61.8,89.5,94.9,81.8,17.8,6.0,162.0,5.0,54.0,免费评估
53,"伦敦大学伯克贝克学院Birkbeck, University Of London",61.3,96.5,96.5,82.3,12.2,5.0,103.0,1.0,,免费评估
