Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,埃克塞特大学University of Exeter,93%,2.7/9,405,81.00%,100.0,免费评估
1,华威大学The University of Warwick,79%,4.0/9,473,87.00%,100.0,免费评估
3,思克莱德大学University of Strathclyde,82%,3.8/9,438,81.00%,98.6,免费评估
4,伦敦政治经济学院The London School of Economics and Political Science,74%,4.2/9,482,87.00%,98.4,免费评估
5,拉夫堡大学Loughborough University,84%,3.1/9,412,84.00%,97.2,免费评估
6,兰卡斯特大学Lancaster University,80%,4.0/9,385,83.00%,96.3,免费评估
7,巴斯大学University of Bath,74%,4.2/9,452,,95.5,免费评估
7,卡迪夫大学Cardiff University,81%,4.5/9,399,65.00%,95.5,免费评估
9,格拉斯哥大学University of Glasgow,84%,2.3/9,440,82.00%,94.9,免费评估
10,伦敦城市大学City University London,84%,2.9/9,414,78.00%,94.7,免费评估
11,雷丁大学University of Reading,80%,2.5/9,386,93.00%,93.6,免费评估
12,利兹大学University of Leeds,74%,3.6/9,426,84.00%,93.4,免费评估
13,曼彻斯特大学The University of Manchester,75%,3.8/9,439,72.00%,92.5,免费评估
13,纽卡斯尔大学Newcastle University,82%,2.5/9,413,79.00%,92.5,免费评估
15,诺丁汉大学University of Nottingham,78%,3.6/9,406,74.00%,92.4,免费评估
16,爱丁堡大学The University of Edinburgh,77%,2.5/9,423,90.00%,92.3,免费评估
16,南安普顿大学University of Southampton,78%,2.9/9,425,81.00%,92.3,免费评估
18,The Queen's,77%,3.0/9,401,84.00%,91.9,免费评估
19,肯特大学University of Kent,82%,2.8/9,328,82.00%,91.3,免费评估
19,罗伯特高登大学The Robert Gordon University,85%,1.4/9,329,96.00%,91.3,免费评估
21,杜伦大学Durham University,78%,3.0/9,384,77.00%,90.0,免费评估
22,利物浦大学The University of Liverpool,81%,2.5/9,377,74.00%,89.6,免费评估
23,伯明翰大学University of Birmingham,76%,3.2/9,391,73.00%,89.2,免费评估
24,班戈大学Bangor University,85%,3.2/9,269,66.00%,88.3,免费评估
24,东英吉利大学University of East Anglia,82%,2.4/9,329,77.00%,88.3,免费评估
26,布里斯托大学University of Bristol,71%,2.6/9,430,85.00%,88.2,免费评估
27,诺桑比亚大学Northumbria University,88%,1.1/9,300,83.00%,87.8,免费评估
28,谢菲尔德大学The University of Sheffield,77%,3.1/9,357,72.00%,87.7,免费评估
29,阿伯丁大学University of Aberdeen,81%,2.2/9,324,76.00%,87.0,免费评估
30,朴茨茅斯大学University of Portsmouth,89%,1.7/9,284,61.00%,85.1,免费评估
31,赫瑞瓦特大学Heriot Watt University,78%,2.4/9,328,73.00%,84.8,免费评估
32,阿尔斯特大学University of Ulster,82%,1.9/9,301,73.00%,84.6,免费评估
33,德蒙福特大学De Montfort University,84%,2.1/9,259,70.00%,84.5,免费评估
34,斯特林大学University of Stirling,80%,1.8/9,335,72.00%,84.4,免费评估
35,伦敦大学玛丽女王学院Queen Mary University of London,75%,2.9/9,340,64.00%,83.9,免费评估
36,赫尔大学The University of Hull,80%,2.1/9,268,78.00%,83.7,免费评估
37,邓迪大学University of Dundee,77%,1.9/9,336,72.00%,82.7,免费评估
38,伯恩茅斯大学Bournemouth University,81%,1.6/9,301,70.00%,82.4,免费评估
39,萨里大学University of Surrey,74%,2.5/9,353,,82.3,免费评估
40,西英格兰大学University of the West of England,80%,2.2/9,259,70.00%,82.2,免费评估
41,牛津布鲁克斯大学Oxford Brookes University,89%,,306,71.00%,82.0,免费评估
42,林肯大学University of Lincoln,92%,,258,68.00%,81.6,免费评估
42,诺丁汉特伦特大学Nottingham Trent University,78%,1.7/9,248,83.00%,81.6,免费评估
44,谢菲尔德哈莱姆大学Sheffield Hallam University,80%,1.5/9,263,70.00%,79.6,免费评估
45,埃塞克斯大学University of Essex,72%,2.7/9,293,67.00%,79.5,免费评估
45,基尔大学Keele University,73%,2.3/9,272,72.00%,79.5,免费评估
47,布拉德福德大学University of Bradford,74%,2.7/9,306,58.00%,79.4,免费评估
48,索尔福德大学University of Salford,85%,1.6/9,283,47.00%,78.9,免费评估
49,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,79%,1.0/9,327,63.00%,78.5,免费评估
50,布莱顿大学University of Brighton,76%,2.8/9,253,54.00%,78.4,免费评估
51,亚伯大学Aberystwyth University,80%,1.6/9,284,57.00%,78.0,免费评估
52,格拉摩根大学University of Glamorgan,82%,1.3/9,270,57.00%,77.5,免费评估
53,哈德斯菲尔德大学University of Huddersfield,84%,1.4/9,270,47.00%,77.3,免费评估
54,曼彻斯特城市大学Manchester Metropolitan University,76%,1.8/9,263,62.00%,77.0,免费评估
55,格林威治大学The University of Greenwich,84%,1.3/9,249,45.00%,75.6,免费评估
56,Central Lancs,75%,1.6/9,271,57.00%,74.9,免费评估
57,伯明翰城市大学Birmingham City University,77%,1.3/9,212,68.00%,74.7,免费评估
58,Leeds Met,86%,,251,54.00%,74.6,免费评估
59,普利茅斯大学University of Plymouth,75%,1.7/9,273,47.00%,73.0,免费评估
60,赫特福德大学University of Hertfordshire,76%,1.8/9,221,49.00%,72.6,免费评估
61,格罗斯特大学University of Gloucestershire,73%,,274,77.00%,72.4,免费评估
62,Edin Napier,72%,0.9/9,251,69.00%,72.3,免费评估
62,金斯顿大学Kingston University,81%,,253,57.00%,72.3,免费评估
64,北安普顿大学The University of Northampton,83%,,203,60.00%,72.1,免费评估
65,Thames Valley,85%,,209,45.00%,70.3,免费评估
66,德比大学University of Derby,76%,,219,62.00%,68.7,免费评估
67,利物浦约翰摩尔斯大学Liverpool John Moores University,79%,0.6/9,239,42.00%,68.6,免费评估
68,"Cardiff, UWIC",78%,,255,48.00%,68.3,免费评估
69,考文垂大学Coventry University,70%,,260,62.00%,66.7,免费评估
69,斯塔福德郡大学Staffordshire University,73%,,178,68.00%,66.7,免费评估
71,东伦敦大学University of East London,86%,,188,29.00%,66.5,免费评估
72,米德塞斯大学Middlesex University,75%,,172,57.00%,65.1,免费评估
73,剑桥安鲁大学Anglia Ruskin University,66%,,199,68.00%,63.1,免费评估
74,贝德福德大学University of Bedfordshire,82%,,135,34.00%,62.8,免费评估
75,伦敦南岸大学London South Bank University,73%,1.2/9,171,29.00%,61.8,免费评估
76,Soton Solent,69%,,220,47.00%,60.9,免费评估
