Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Harvard University,United States,100.0,43.5,65.7,100.0,,256.7,免费评估
2,Johns Hopkins University,United States,79.1,43.6,65.9,74.5,,210.4,免费评估
3,University of Washington,United States,67.0,45.2,59.9,64.0,,188.2,免费评估
4,"University of California, San Francisco",United States,65.6,44.6,60.3,64.8,,187.1,免费评估
5,University of Toronto,Canada,70.5,39.7,67.6,61.1,,184.8,免费评估
6,London School of Hygiene & Tropical Medicine,United Kingdom,62.0,46.6,89.6,56.6,,183.1,免费评估
7,伦敦大学学院University College London,United Kingdom,60.8,45.4,75.4,57.2,,178.6,免费评估
8,University of North Carolina at Chapel Hill,United States,64.2,40.1,56.8,62.5,,178.2,免费评估
9,Columbia University,United States,60.7,43.7,59.9,60.3,,176.7,免费评估
10,牛津大学University of Oxford,United Kingdom,52.5,49.8,85.1,48.4,,167.7,免费评估
11,Karolinska Institute,Sweden,57.4,42.9,81.0,50.5,,166.9,免费评估
12,University of Michigan-Ann Arbor,United States,59.6,37.9,48.4,58.1,,165.3,免费评估
13,"University of California, Los Angeles",United States,58.3,38.5,54.2,57.3,,164.9,免费评估
14,Yale University,United States,52.6,45.1,56.1,53.2,,162.2,免费评估
15,Emory University,United States,53.2,46.8,59.8,49.7,,161.6,免费评估
16,"The Imperial College of Science, Technology and Medicine",United Kingdom,50.5,47.5,81.7,47.0,,161.4,免费评估
17,University of Pennsylvania,United States,54.4,43.5,47.0,51.6,,158.9,免费评估
18,University of Sydney,Australia,57.4,40.9,64.6,45.4,,156.7,免费评估
19,University of Copenhagen,Denmark,51.5,43.5,75.6,45.2,,155.3,免费评估
20,Erasmus University,Netherlands,47.3,46.8,72.5,45.7,,154.3,免费评估
21,The University of Melbourne,Australia,50.8,46.1,67.2,43.1,,153.4,免费评估
22,The University of Queensland,Australia,50.5,45.5,68.0,42.3,,151.9,免费评估
23,University of British Columbia,Canada,51.1,42.9,66.9,43.8,,151.1,免费评估
24,"University of Minnesota, Twin Cities",United States,53.0,36.6,49.3,51.2,,150.7,免费评估
25,"University of California, San Diego",United States,44.8,48.3,58.9,44.4,,149.2,免费评估
26,Boston University,United States,47.2,44.3,57.7,45.9,,148.9,免费评估
27,Duke University,United States,48.5,43.2,57.5,45.4,,148.6,免费评估
28,剑桥大学University of Cambridge,United Kingdom,41.1,52.2,74.6,40.3,,148.5,免费评估
29,Monash University,Australia,50.4,43.0,64.5,41.5,,147.7,免费评估
30,University of Barcelona,Spain,48.3,42.7,67.8,43.0,,147.6,免费评估
31,The University of New South Wales,Australia,50.5,42.0,64.8,41.7,,147.1,免费评估
32,Utrecht University,Netherlands,45.5,41.5,74.6,45.0,,147.0,免费评估
33,Stanford University,United States,43.5,46.3,57.4,43.7,,144.9,免费评估
34,"University of Pittsburgh, Pittsburgh Campus",United States,48.3,38.0,46.4,46.3,,142.0,免费评估
35,King's College London,United Kingdom,43.9,43.2,67.6,39.9,,140.5,免费评估
35,Vanderbilt University,United States,40.2,50.2,58.7,38.3,,140.5,免费评估
37,Brown University,United States,43.5,42.5,50.6,43.8,,140.0,免费评估
37,布里斯托大学University of Bristol,United Kingdom,36.3,54.0,68.3,36.0,,140.0,免费评估
39,McGill University,Canada,46.8,36.0,72.0,42.6,,139.8,免费评估
40,University of Cape Town,South Africa,38.2,50.7,87.6,32.1,,138.5,免费评估
41,利物浦大学The University of Liverpool,United Kingdom,39.5,48.8,83.5,33.0,,138.0,免费评估
42,University of Amsterdam,Netherlands,46.0,35.0,74.9,41.2,,137.2,免费评估
43,University of Alabama at Birmingham,United States,41.3,47.4,51.3,37.3,,136.1,免费评估
44,Maastricht University,Netherlands,43.8,39.6,73.4,37.6,,135.7,免费评估
44,Northwestern University,United States,40.1,48.3,46.0,38.1,,135.7,免费评估
46,"University of California, Berkeley",United States,38.1,45.9,60.4,39.3,,135.3,免费评估
47,New York University,United States,40.7,46.1,51.0,37.8,,134.7,免费评估
48,Brandeis University,United States,14.8,95.2,51.8,14.1,,134.5,免费评估
49,爱丁堡大学The University of Edinburgh,United Kingdom,34.0,54.5,70.7,30.5,,133.2,免费评估
50,The University of Texas at San Antonio,United States,12.5,100.0,56.4,9.0,,132.8,免费评估
