Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Massachusetts Institute of Technology (MIT),United States,100.0,100.0,93.1,96.2,98.4,免费评估
2,Stanford University,United States,96.5,95.4,94.5,93.5,95.4,免费评估
3,"University of California, Berkeley (UCB)",United States,94.7,89.3,94.6,95.6,93.2,免费评估
4,剑桥大学University of Cambridge,United Kingdom,92.0,97.3,90.6,82.5,92.0,免费评估
5,帝国理工学院Imperial College London,United Kingdom,89.0,89.9,93.0,93.1,90.5,免费评估
6,Harvard University,United States,86.2,98.5,94.1,81.2,90.3,免费评估
7,牛津大学University of Oxford,United Kingdom,86.8,96.1,93.9,80.2,89.7,免费评估
8,Tsinghua University,China,84.7,92.3,87.3,99.0,89.5,免费评估
9,"University of California, Los Angeles (UCLA)",United States,93.7,82.6,91.7,88.6,89.3,免费评估
10,National University of Singapore (NUS),Singapore,85.6,88.5,93.9,95.2,89.2,免费评估
11,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,89.9,83.3,92.9,92.4,88.7,免费评估
12,"Nanyang Technological University, Singapore (NTU)",Singapore,83.8,86.2,93.5,99.3,88.3,免费评估
13,California Institute of Technology (Caltech),United States,91.3,85.5,87.8,83.5,87.9,免费评估
13,The University of Tokyo,Japan,88.1,95.7,79.2,80.5,87.9,免费评估
15,Georgia Institute of Technology,United States,85.8,85.1,91.0,95.2,87.8,免费评估
16,Ecole Polytechnique Fédérale de Lausanne (EPFL),Switzerland,91.2,77.8,93.0,88.8,87.1,免费评估
17,KAIST - Korea Advanced Institute of Science & Technology,South Korea,83.7,87.1,88.7,91.7,86.7,免费评估
18,Carnegie Mellon University,United States,84.1,84.9,90.4,82.2,85.0,免费评估
19,Seoul National University,South Korea,79.7,89.6,88.1,86.4,84.9,免费评估
20,Tokyo Institute of Technology,Japan,83.7,88.8,82.6,82.2,84.8,免费评估
21,Peking University,China,78.8,91.3,85.6,85.9,84.6,免费评估
22,University of Illinois at Urbana-Champaign,United States,85.6,77.7,91.4,87.5,84.4,免费评估
23,The Hong Kong University of Science and Technology,Hong Kong,80.8,86.0,90.2,83.2,84.1,免费评估
24,University of Toronto,Canada,81.3,82.9,91.1,85.6,83.9,免费评估
25,National Taiwan University (NTU),Taiwan,78.1,90.3,85.6,83.8,83.7,免费评估
25,University of Texas at Austin,United States,81.0,77.5,93.8,93.3,83.7,免费评估
27,University of Michigan,United States,81.6,81.0,89.7,87.8,83.6,免费评估
28,KTH Royal Institute of Technology,Sweden,84.5,76.4,88.6,88.3,83.3,免费评估
28,Princeton University,United States,82.5,81.0,91.0,82.5,83.3,免费评估
30,Universiti Malaya (UM),Malaysia,71.3,82.0,100.0,100.0,83.1,免费评估
31,Shanghai Jiao Tong University,China,76.9,85.5,85.8,90.6,82.9,免费评估
32,Delft University of Technology,Netherlands,82.0,77.5,87.3,91.0,82.8,免费评估
32,The University of Hong Kong,Hong Kong,76.0,86.3,92.5,84.4,82.8,免费评估
34,The University of Melbourne,Australia,78.6,87.0,89.5,76.8,82.5,免费评估
35,Politecnico di Milano,Italy,73.7,91.8,84.8,82.2,82.1,免费评估
36,The University of New South Wales (UNSW Sydney),Australia,74.7,84.4,91.7,86.7,82.0,免费评估
37,Technical University of Munich,Germany,82.1,79.3,84.8,82.2,81.7,免费评估
38,The Chinese University of Hong Kong (CUHK),Hong Kong,79.4,81.2,89.9,79.8,81.6,免费评估
39,Cornell University,United States,80.2,78.2,91.7,79.8,81.3,免费评估
40,Aalborg University,Denmark,77.4,70.4,96.7,97.0,81.1,免费评估
41,Columbia University,United States,79.3,76.1,93.2,82.9,81.0,免费评估
42,Purdue University,United States,78.4,78.4,86.8,86.2,80.8,免费评估
43,曼彻斯特大学The University of Manchester,United Kingdom,78.5,79.8,88.1,80.9,80.7,免费评估
44,National Chiao Tung University,Taiwan,71.5,89.2,83.3,83.5,80.4,免费评估
45,National Tsing Hua University,Taiwan,70.5,88.6,86.6,83.8,80.3,免费评估
45,RWTH Aachen University,Germany,76.3,79.7,89.2,83.5,80.3,免费评估
45,University of British Columbia,Canada,74.9,77.8,92.0,87.8,80.3,免费评估
48,"University of California, San Diego (UCSD)",United States,83.6,68.1,89.7,85.6,80.2,免费评估
49,Zhejiang University,China,68.8,81.9,88.7,97.5,80.0,免费评估
50,Politecnico di Torino,Italy,73.0,86.5,84.3,79.8,79.8,免费评估
