Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,圣安德鲁斯大学University of St Andrews,225,4.47,3.33,91.0,100.0,免费评估
2,牛津大学University of Oxford,228,4.04,3.34,90.0,98.9,免费评估
3,剑桥大学University of Cambridge,240,4.19,3.29,84.0,98.6,免费评估
4,杜伦大学Durham University,221,4.04,3.27,89.0,98.2,免费评估
5,伯明翰大学University of Birmingham,201,4.19,3.05,92.0,97.5,免费评估
6,兰卡斯特大学Lancaster University,175,4.43,3.04,89.0,96.7,免费评估
7,帝国理工学院Imperial College London,217,3.43,3.26,88.0,96.5,免费评估
8,诺丁汉大学University of Nottingham,172,4.43,3.33,84.0,96.3,免费评估
9,华威大学The University of Warwick,187,4.19,3.23,84.0,96.2,免费评估
10,曼彻斯特大学The University of Manchester,205,4.05,3.29,82.0,96.1,免费评估
11,伦敦大学学院University College London,183,3.81,3.12,88.0,95.9,免费评估
12,格拉斯哥大学University of Glasgow,203,3.98,3.1,83.0,95.9,免费评估
13,南安普顿大学University of Southampton,169,4.24,3.25,85.0,95.8,免费评估
14,巴斯大学University of Bath,184,4.01,3.16,85.0,95.5,免费评估
15,利兹大学University of Leeds,160,4.28,3.16,85.0,95.3,免费评估
16,埃克塞特大学University of Exeter,192,4.13,3.12,80.0,95.2,免费评估
17,布里斯托大学University of Bristol,178,3.98,3.08,84.0,95.2,免费评估
18,爱丁堡大学The University of Edinburgh,203,3.99,3.33,77.0,95.1,免费评估
19,萨里大学University of Surrey,162,4.17,3.09,84.0,94.7,免费评估
20,伦敦大学皇家霍洛威学院Royal Holloway University of London,157,4.13,3.0,86.0,94.5,免费评估
21,约克大学The University of York,166,4.13,2.93,84.0,94.4,免费评估
22,赫瑞瓦特大学Heriot Watt University,178,4.44,3.15,73.0,94.0,免费评估
23,卡迪夫大学Cardiff University,161,4.15,3.3,80.0,93.9,免费评估
24,邓迪大学University of Dundee,152,4.21,3.31,,93.9,免费评估
25,纽卡斯尔大学Newcastle University,167,4.0,3.09,,93.8,免费评估
26,阿伯丁大学University of Aberdeen,174,3.85,2.9,83.0,93.8,免费评估
27,利物浦大学The University of Liverpool,147,4.17,3.06,82.0,93.4,免费评估
28,思克莱德大学University of Strathclyde,192,4.27,3.35,68.0,93.3,免费评估
29,斯旺西大学Swansea University,124,4.5,2.89,82.0,93.3,免费评估
30,伦敦国王学院King's College London,165,3.93,3.01,80.0,93.3,免费评估
31,拉夫堡大学Loughborough University,151,4.23,2.52,84.0,93.0,免费评估
32,莱斯特大学University of Leicester,140,4.12,3.01,79.0,92.8,免费评估
33,谢菲尔德大学The University of Sheffield,156,4.11,3.12,76.0,92.7,免费评估
34,英国女王大学Queen's University Belfast,155,4.03,3.11,74.0,92.4,免费评估
35,萨塞克斯大学University of Sussex,146,4.08,2.92,79.0,91.9,免费评估
36,伦敦大学玛丽女王学院Queen Mary University of London,127,3.93,3.07,80.0,91.4,免费评估
37,赫特福德大学University of Hertfordshire,118,4.07,2.7,83.0,91.2,免费评估
38,肯特大学University of Kent,125,4.15,3.02,75.0,90.8,免费评估
39,朴茨茅斯大学University of Portsmouth,111,3.94,3.06,77.0,90.6,免费评估
40,诺丁汉特伦特大学Nottingham Trent University,115,4.35,3.09,75.0,90.5,免费评估
41,西苏格兰大学University of the West of Scotland,129,4.1,2.51,,90.3,免费评估
42,基尔大学Keele University,108,4.2,2.67,77.0,90.3,免费评估
43,亚伯大学Aberystwyth University,108,4.23,2.42,80.0,89.8,免费评估
44,诺桑比亚大学Northumbria University,134,4.19,2.8,61.0,88.5,免费评估
45,索尔福德大学University of Salford,135,4.33,2.49,73.0,88.5,免费评估
46,赫尔大学The University of Hull,121,3.86,2.91,69.0,88.4,免费评估
47,德蒙福特大学De Montfort University,105,3.86,2.29,,87.7,免费评估
48,中央兰开夏大学University of Central Lancashire,128,3.78,2.59,64.0,86.9,免费评估
49,林肯大学University of Lincoln,120,4.37,,,86.5,免费评估
50,"特威克南圣玛丽大学St Mary's, Twickenham",95,3.83,,,83.6,免费评估
