Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,牛津大学University of Oxford,100.0,88,90,68,9.4,,596,7,,免费评估
2,华威大学The University of Warwick,93.6,90,87,61,17.4,10.0,509,8,80.0,免费评估
3,巴斯大学University of Bath,88.6,94,90,71,19.4,8.0,487,7,87.0,免费评估
4,伦敦城市大学City University London,86.8,89,81,66,22.6,10.0,450,8,77.0,免费评估
5,伦敦大学学院University College London,85.7,89,82,61,14.2,10.0,474,7,,免费评估
6,伦敦政治经济学院The London School of Economics and Political Science,85.5,83,79,73,13.2,9.0,515,5,82.0,免费评估
7,圣安德鲁斯大学University of St Andrews,84.9,89,90,65,18.9,6.0,582,8,,免费评估
8,布里斯托大学University of Bristol,83.1,82,81,64,,9.0,458,7,88.0,免费评估
9,思克莱德大学University of Strathclyde,82.8,93,90,72,24.8,9.0,471,8,70.0,免费评估
10,莱斯特大学University of Leicester,81.9,85,83,67,13.8,10.0,376,6,71.0,免费评估
11,考文垂大学Coventry University,80.0,91,89,79,14.3,5.0,278,9,69.0,免费评估
11,拉夫堡大学Loughborough University,80.0,94,88,72,24.1,7.0,438,7,82.0,免费评估
13,利兹大学University of Leeds,79.3,91,87,70,23.5,10.0,446,8,72.0,免费评估
14,伯明翰大学University of Birmingham,78.5,86,84,58,20.8,10.0,421,8,82.0,免费评估
15,兰卡斯特大学Lancaster University,77.9,92,88,71,20.3,7.0,419,5,80.0,免费评估
16,格拉斯哥大学University of Glasgow,77.7,90,87,71,30.2,6.0,484,8,86.0,免费评估
17,雷丁大学University of Reading,77.4,87,85,57,16.6,,399,8,80.0,免费评估
18,卡迪夫大学Cardiff University,76.6,91,85,70,16.7,8.0,424,6,71.0,免费评估
19,杜伦大学Durham University,74.1,85,84,77,25.6,8.0,410,4,81.0,免费评估
