Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,245,4.25,3.29,85.0,100.0,免费评估
2,牛津大学University of Oxford,241,4.04,3.34,88.0,99.6,免费评估
3,杜伦大学Durham University,227,4.16,3.27,88.0,99.2,免费评估
4,圣安德鲁斯大学University of St Andrews,224,4.47,3.33,82.0,99.1,免费评估
5,帝国理工学院Imperial College London,231,3.68,3.26,86.0,97.7,免费评估
6,伯明翰大学University of Birmingham,195,4.18,3.05,89.0,97.1,免费评估
7,华威大学The University of Warwick,198,4.23,3.23,82.0,97.0,免费评估
8,曼彻斯特大学The University of Manchester,205,4.05,3.29,83.0,96.9,免费评估
9,兰卡斯特大学Lancaster University,178,4.4,3.04,85.0,96.5,免费评估
10,伦敦大学学院University College London,198,3.7,3.12,88.0,96.5,免费评估
11,诺丁汉大学University of Nottingham,174,4.44,3.33,79.0,96.3,免费评估
12,巴斯大学University of Bath,197,4.13,3.16,81.0,96.1,免费评估
13,布里斯托大学University of Bristol,183,4.08,3.08,83.0,95.9,免费评估
14,爱丁堡大学The University of Edinburgh,211,3.98,3.33,76.0,95.9,免费评估
15,格拉斯哥大学University of Glasgow,203,4.02,3.1,79.0,95.7,免费评估
16,埃克塞特大学University of Exeter,178,4.27,3.12,78.0,95.3,免费评估
17,约克大学The University of York,163,4.09,2.93,87.0,95.1,免费评估
18,利兹大学University of Leeds,167,4.2,3.16,80.0,95.0,免费评估
19,南安普顿大学University of Southampton,163,4.27,3.25,78.0,94.9,免费评估
20,思克莱德大学University of Strathclyde,191,4.38,3.35,69.0,94.8,免费评估
21,伦敦国王学院King's College London,168,4.11,3.01,79.0,94.1,免费评估
22,邓迪大学University of Dundee,166,4.11,3.31,,94.1,免费评估
23,萨里大学University of Surrey,164,4.09,3.09,78.0,94.0,免费评估
24,斯旺西大学Swansea University,135,4.39,2.89,81.0,93.8,免费评估
25,赫瑞瓦特大学Heriot Watt University,168,4.06,3.15,75.0,93.8,免费评估
26,利物浦大学The University of Liverpool,154,4.17,3.06,80.0,93.7,免费评估
27,伦敦大学皇家霍洛威学院Royal Holloway University of London,146,4.26,3.0,80.0,93.6,免费评估
28,英国女王大学Queen's University Belfast,156,4.08,3.11,76.0,93.6,免费评估
29,萨塞克斯大学University of Sussex,138,4.17,2.92,86.0,93.4,免费评估
30,拉夫堡大学Loughborough University,146,4.28,2.52,85.0,93.4,免费评估
31,莱斯特大学University of Leicester,142,4.39,3.01,74.0,93.2,免费评估
32,谢菲尔德大学The University of Sheffield,163,4.15,3.12,72.0,92.8,免费评估
33,卡迪夫大学Cardiff University,158,4.17,3.3,71.0,92.7,免费评估
34,阿伯丁大学University of Aberdeen,186,4.04,2.9,69.0,92.5,免费评估
35,诺桑比亚大学Northumbria University,128,4.37,2.8,,92.2,免费评估
36,伦敦大学玛丽女王学院Queen Mary University of London,135,4.2,3.07,76.0,92.0,免费评估
37,朴茨茅斯大学University of Portsmouth,112,4.17,3.06,75.0,91.2,免费评估
38,肯特大学University of Kent,132,3.76,3.02,76.0,90.6,免费评估
39,赫特福德大学University of Hertfordshire,122,4.21,2.7,75.0,90.4,免费评估
40,赫尔大学The University of Hull,114,4.03,2.91,74.0,89.9,免费评估
41,诺丁汉特伦特大学Nottingham Trent University,127,4.4,3.09,66.0,89.9,免费评估
42,德蒙福特大学De Montfort University,122,4.41,2.29,,89.7,免费评估
43,亚伯大学Aberystwyth University,113,4.04,2.42,78.0,89.1,免费评估
44,基尔大学Keele University,123,4.37,2.67,59.0,88.3,免费评估
45,中央兰开夏大学University of Central Lancashire,106,4.01,2.59,71.0,88.2,免费评估
46,西苏格兰大学University of the West of Scotland,147,4.29,2.51,47.0,86.2,免费评估
47,索尔福德大学University of Salford,114,4.25,2.49,65.0,86.0,免费评估
48,Lincoln,110,4.18,,,84.0,免费评估
