Rank,University,Country,Score,Free
52,康奈尔大学Cornell University,United States,66.9,免费评估
52,Ulsan National Institute of Science & Technology,South Korea,66.9,免费评估
54,National Taiwan University,Taiwan,66.6,免费评估
55,Hanyang University,South Korea,66.5,免费评估
56,加利福尼亚理工学院California Institute of Technology,United States,66.4,免费评估
56,South China University of Technology,China,66.4,免费评估
58,Beijing Institute of Technology,China,66.3,免费评估
58,Central South University,China,66.3,免费评估
60,Sun Yat-sen University,China,66.1,免费评估
61,Universite Paris Saclay (ComUE),France,65.9,免费评估
61,伍伦贡大学The University of Wollongong,Australia,65.9,免费评估
63,National Tsing Hua University,Taiwan,65.8,免费评估
64,Technical University of Dresden,Germany,65.3,免费评估
65,Kyoto University,Japan,64.3,免费评估
66,Beihang University,China,63.9,免费评估
67,Karlsruhe Institute of Technology,Germany,63.8,免费评估
68,Beijing University of Chemical Technology,China,63.7,免费评估
69,University of California--San Diego,United States,63.1,免费评估
69,曼彻斯特大学The University of Manchester,United Kingdom,63.1,免费评估
71,新南威尔士大学The University of New South Wales,Australia,62.7,免费评估
72,Korea University,South Korea,62.5,免费评估
73,Hong Kong Polytechnic University,Hong Kong,62.4,免费评估
74,Communaute Universite Grenoble Alpes,France,62.3,免费评估
75,伦敦大学学院University College London,United Kingdom,62.1,免费评估
76,Yonsei University,South Korea,61.7,免费评估
77,Wuhan University,China,61.6,免费评估
78,Nankai University,China,61.5,免费评估
78,Technical University of Denmark,Denmark,61.5,免费评估
80,Northwestern Polytechnical University,China,61.4,免费评估
80,University of Tennessee,United States,61.4,免费评估
80,University of Toronto,Canada,61.4,免费评估
83,Royal Institute of Technology,Sweden,61.1,免费评估
83,University of Queensland Australia,Australia,61.1,免费评估
85,Xiamen University,China,61.0,免费评估
86,University of Hong Kong,Hong Kong,60.9,免费评估
87,Nanjing University of Science & Technology,China,60.7,免费评估
88,Tianjin University,China,60.4,免费评估
89,University of Erlangen Nuremberg,Germany,60.3,免费评估
90,Osaka University,Japan,60.0,免费评估
91,Drexel University,United States,59.9,免费评估
92,凯斯西储大学Case Western Reserve University,United States,59.7,免费评估
93,University of Wisconsin--Madison,United States,59.6,免费评估
94,RWTH Aachen University,Germany,59.4,免费评估
95,Kyushu University,Japan,58.8,免费评估
96,Catholic University of Leuven,Belgium,58.4,免费评估
97,Northeastern University - China,China,58.2,免费评估
98,Tongji University,China,58.1,免费评估
99,PSL Research University Paris (ComUE),France,57.5,免费评估
100,Shanghai University,China,57.0,免费评估
101,Eindhoven University of Technology,Netherlands,56.8,免费评估
101,Sichuan University,China,56.8,免费评估
101,Tokyo Institute of Technology,Japan,56.8,免费评估
104,University of Waterloo,Canada,56.3,免费评估
105,University of Science & Technology (UST),South Korea,56.2,免费评估
106,阿德莱德大学University of Adelaide,Australia,56.1,免费评估
107,Linköping University,Sweden,56.0,免费评估
108,Chongqing University,China,55.7,免费评估
109,Purdue University--West Lafayette,United States,55.6,免费评估
110,East China University of Science and Technology,China,55.5,免费评估
110,Indian Institute of Science,India,55.5,免费评估
112,普林斯顿大学Princeton University,United States,55.4,免费评估
113,Trinity College Dublin,Ireland,55.3,免费评估
114,Dalian University of Technology,China,55.1,免费评估
114,University of Massachusetts--Amherst,United States,55.1,免费评估
116,墨尔本大学The University of Melbourne,Australia,55.0,免费评估
116,谢菲尔德大学The University of Sheffield,United Kingdom,55.0,免费评估
118,Gwangju Institute of Science and Technology,South Korea,54.6,免费评估
118,约翰霍普金斯大学Johns Hopkins University,United States,54.6,免费评估
118,Wuhan University of Technology,China,54.6,免费评估
121,University of Munich,Germany,54.4,免费评估
121,Uppsala University,Sweden,54.4,免费评估
123,卡内基梅隆大学Carnegie Mellon University,United States,54.3,免费评估
124,杜克大学Duke University,United States,54.0,免费评估
124,University of Colorado--Boulder,United States,54.0,免费评估
126,Chonbuk National University,South Korea,53.8,免费评估
127,悉尼大学The University of Sydney,Australia,53.7,免费评估
128,McGill University,Canada,53.5,免费评估
129,Technical University of Munich,Germany,53.4,免费评估
130,Ohio State University--Columbus,United States,53.2,免费评估
130,Universite de Lyon (ComUE),France,53.2,免费评估
132,University of Maryland--College Park,United States,53.1,免费评估
133,南安普顿大学University of Southampton,United Kingdom,53.0,免费评估
134,Polytechnic University of Milan,Italy,52.8,免费评估
134,University of Malaya,Malaysia,52.8,免费评估
136,University of Münster,Germany,52.6,免费评估
137,南加州大学University of Southern California,United States,52.1,免费评估
138,Ghent University,Belgium,51.9,免费评估
139,Lanzhou University,China,51.7,免费评估
140,Shandong University,China,51.5,免费评估
141,Aalto University,Finland,51.2,免费评估
142,Darmstadt University of Technology,Germany,51.0,免费评估
142,德克萨斯A&M大学Texas A & M University,United States,51.0,免费评估
144,耶鲁大学Yale University,United States,50.8,免费评估
145,Polytechnic University of Turin,Italy,50.3,免费评估
145,University of Minnesota--Twin Cities,United States,50.3,免费评估
145,University of Texas--Dallas,United States,50.3,免费评估
148,皇家墨尔本理工大学Royal Melbourne Institute of Technology University,Australia,50.2,免费评估
149,伯明翰大学University of Birmingham,United Kingdom,49.8,免费评估
150,University of California--Davis,United States,49.4,免费评估
151,迪肯大学Deakin University,Australia,49.3,免费评估
151,Hokkaido University,Japan,49.3,免费评估
151,Technion Israel Institute of Technology,Israel,49.3,免费评估
154,Donghua University,China,49.2,免费评估
154,Isfahan University of Technology,Iran,49.2,免费评估
156,Southeast University,China,49.1,免费评估
156,佛罗里达大学University of Florida,United States,49.1,免费评估
158,University of British Columbia,Canada,48.8,免费评估
159,Amirkabir University of Technology (AUT),Iran,48.7,免费评估
160,科廷大学Curtin University,Australia,48.6,免费评估
160,National Chiao Tung University,Taiwan,48.6,免费评估
162,Nanjing University of Technology,China,48.2,免费评估
163,布朗大学Brown University,United States,48.0,免费评估
164,University of California--Riverside,United States,47.9,免费评估
164,诺丁汉大学University of Nottingham,United Kingdom,47.9,免费评估
166,Universiti Sains Malaysia,Malaysia,47.8,免费评估
167,Indian Institute of Technology Kharagpur,India,47.7,免费评估
168,Chalmers University of Technology,Sweden,47.6,免费评估
169,University of Tehran,Iran,47.5,免费评估
170,Utrecht University,Netherlands,47.3,免费评估
171,Hunan University,China,47.2,免费评估
171,Languedoc-Roussillon Universites (ComUE),France,47.2,免费评估
171,University of Twente,Netherlands,47.2,免费评估
174,"Rutgers, The State University of New Jersey--New Brunswick",United States,47.0,免费评估
174,University of Lorraine,France,47.0,免费评估
176,Arizona State University--Tempe,United States,46.9,免费评估
176,Islamic Azad University,Iran,46.9,免费评估
176,Sapienza University of Rome,Italy,46.9,免费评估
179,University of Groningen,Netherlands,46.5,免费评估
180,M. V. Lomonosov Moscow State University,Russia,46.2,免费评估
181,Aveiro University,Portugal,46.1,免费评估
182,Communaute d'Universites et Etablissements d'Aquitaine (ComUE),France,46.0,免费评估
182,Ruhr University Bochum,Germany,46.0,免费评估
184,Inha University,South Korea,45.9,免费评估
185,Nanjing University of Aeronautics and Astronautics,China,45.7,免费评估
185,University of Bologna,Italy,45.7,免费评估
187,University of Pittsburgh,United States,45.6,免费评估
188,University of Strasbourg,France,45.5,免费评估
189,Rensselaer Polytechnic Institute,United States,45.4,免费评估
190,University of Barcelona,Spain,45.2,免费评估
191,National University of Science,Russia,45.0,免费评估
192,University of Leoben,Austria,44.9,免费评估
193,特拉华大学University of Delaware,United States,44.7,免费评估
194,伦敦大学玛丽女王学院Queen Mary University of London,United Kingdom,44.6,免费评估
194,Universite Sorbonne Paris Cite-USPC (ComUE),France,44.6,免费评估
196,Universidade de São Paulo,Brazil,44.3,免费评估
196,University of Nebraska--Lincoln,United States,44.3,免费评估
198,Johannes Gutenberg University of Mainz,Germany,44.1,免费评估
199,University of Minho,Portugal,43.7,免费评估
200,Pusan National University,South Korea,43.5,免费评估
200,University of Alberta,Canada,43.5,免费评估
200,Vienna University of Technology,Austria,43.5,免费评估
203,澳大利亚国立大学The Australian National University,Australia,43.4,免费评估
203,Polytechnic University of Catalonia,Spain,43.4,免费评估
205,Norwegian University of Science and Technology,Norway,43.0,免费评估
206,巴斯大学University of Bath,United Kingdom,42.9,免费评估
207,Hefei University of Technology,China,42.8,免费评估
207,Universite Federale Toulouse Midi-Pyrenees (ComUE),France,42.8,免费评估
207,University of Aix-Marseille,France,42.8,免费评估
210,Indian Institute of Technology Madras,India,42.7,免费评估
211,Universite Lille-Nord-de-France (ComUE),France,42.6,免费评估
212,Zhengzhou University,China,42.5,免费评估
213,University Catholique of Louvain,Belgium,42.4,免费评估
214,University of Lisbon,Portugal,42.3,免费评估
215,Jiangsu University,China,42.1,免费评估
215,Technical University of Berlin,Germany,42.1,免费评估
217,Indian Institute of Technology Bombay,India,42.0,免费评估
218,University of North Carolina--Chapel Hill,United States,41.9,免费评估
218,University of the Basque Country,Spain,41.9,免费评估
220,University of Electronic Science and Technology of China,China,41.8,免费评估
221,Kyung Hee University,South Korea,41.5,免费评估
221,McMaster University,Canada,41.5,免费评估
221,Stony Brook University--SUNY,United States,41.5,免费评估
221,University of Auckland,New Zealand,41.5,免费评估
221,弗吉尼亚理工大学Virginia Polytechnic Institute and State University,United States,41.5,免费评估
226,Northeastern University,United States,41.3,免费评估
227,Nanjing University of Posts & Telecommunications,China,41.2,免费评估
228,Nagoya University,Japan,41.1,免费评估
228,昆士兰科技大学Queensland University of Technology,Australia,41.1,免费评估
228,Sharif University of Technology,Iran,41.1,免费评估
231,Beijing University of Technology,China,41.0,免费评估
231,Iowa State University,United States,41.0,免费评估
231,University of Technology Sydney,Australia,41.0,免费评估
234,Fuzhou University,China,40.9,免费评估
234,King Saud University,Saudi Arabia,40.9,免费评估
236,Autonomous University of Barcelona,Spain,40.8,免费评估
236,National Cheng Kung University,Taiwan,40.8,免费评估
236,University of Houston,United States,40.8,免费评估
239,University of Porto,Portugal,40.7,免费评估
240,密歇根州立大学Michigan State University,United States,40.6,免费评估
241,University of Tsukuba,Japan,40.2,免费评估
242,布里斯托大学University of Bristol,United Kingdom,40.1,免费评估
243,Universiti Putra Malaysia,Malaysia,40.0,免费评估
244,University of Utah,United States,39.9,免费评估
245,University of Antwerp,Belgium,39.7,免费评估
246,Warsaw University of Technology,Poland,39.6,免费评估
247,University of Padua,Italy,39.5,免费评估
248,East China Normal University,China,39.4,免费评估
248,Shivaji University,India,39.4,免费评估
250,China University of Petroleum,China,39.3,免费评估
251,Lund University,Sweden,39.2,免费评估
251,University of Duisburg-Essen,Germany,39.2,免费评估
253,利兹大学University of Leeds,United Kingdom,39.1,免费评估
254,Chonnam National University,South Korea,38.6,免费评估
254,Universite Toulouse III - Paul Sabatier,France,38.6,免费评估
256,Autonomous University of Madrid,Spain,38.2,免费评估
257,Colorado School of Mines,United States,38.1,免费评估
257,Freie Universität Berlin,Germany,38.1,免费评估
257,State University of Campinas,Brazil,38.1,免费评估
257,Universiti Teknologi Malaysia,Malaysia,38.1,免费评估
257,University of Stuttgart,Germany,38.1,免费评估
262,Indian Institute of Technology Delhi,India,38.0,免费评估
263,Graz University of Technology,Austria,37.9,免费评估
263,University of Illinois--Chicago,United States,37.9,免费评估
265,Universiti Kebangsaan Malaysia (UKM),Malaysia,37.8,免费评估
266,Harbin Engineering University,China,37.7,免费评估
266,University of Akron,United States,37.7,免费评估
268,Washington State University,United States,37.6,免费评估
269,Friedrich Schiller University of Jena,Germany,37.5,免费评估
270,Hubei University,China,37.4,免费评估
270,Humboldt-Universität zu Berlin,Germany,37.4,免费评估
270,Institut National des Sciences Appliquees de Lyon - INSA Lyon,France,37.4,免费评估
273,Laval University,Canada,37.3,免费评估
274,斯威本科技大学Swinburne University of Technology,Australia,37.1,免费评估
275,Complutense University of Madrid,Spain,36.9,免费评估
275,Waseda University,Japan,36.9,免费评估
277,利物浦大学The University of Liverpool,United Kingdom,36.6,免费评估
278,University of Connecticut,United States,36.4,免费评估
279,Konkuk University,South Korea,36.3,免费评估
280,Indian Institute of Technology Kanpur,India,35.9,免费评估
280,University at Buffalo--SUNY,United States,35.9,免费评估
282,Michigan Technological University,United States,35.8,免费评估
283,China University of Geosciences,China,35.6,免费评估
284,范德堡大学Vanderbilt University,United States,35.5,免费评估
285,AGH University of Science & Technology,Poland,35.4,免费评估
285,Tomsk State University,Russia,35.4,免费评估
287,Istanbul Technical University,Turkey,35.3,免费评估
287,University of Belgrade,Serbia,35.3,免费评估
289,University of North Texas,United States,35.2,免费评估
289,University of Vienna,Austria,35.2,免费评估
291,Iran University Science & Technology,Iran,35.0,免费评估
291,University of Ulm,Germany,35.0,免费评估
293,Normandie Universite,France,34.9,免费评估
294,Aarhus University,Denmark,34.8,免费评估
294,University of Helsinki,Finland,34.8,免费评估
296,Federal University of Sao Carlos,Brazil,34.7,免费评估
296,Middle East Technical University,Turkey,34.7,免费评估
296,UNESP - Universidade Estadual Paulista,Brazil,34.7,免费评估
299,Missouri University of Science & Technology,United States,34.6,免费评估
300,Clemson University,United States,34.5,免费评估
300,Taiyuan University of Technology,China,34.5,免费评估
300,Yanshan University,China,34.5,免费评估
303,南澳大学The University of South Australia,Australia,34.4,免费评估
304,Charles University in Prague,Czech Republic,34.3,免费评估
304,University of Central Florida,United States,34.3,免费评估
306,Southwest Jiaotong University,China,34.2,免费评估
307,爱丁堡大学The University of Edinburgh,United Kingdom,34.1,免费评估
308,Indian Institute of Technology (IIT) - Roorkee,India,34.0,免费评估
308,Yeungnam University,South Korea,34.0,免费评估
310,University of Bayreuth,Germany,33.9,免费评估
311,Tokyo University of Science,Japan,33.8,免费评估
312,Dongguk University,South Korea,33.7,免费评估
312,Gyeongsang National University,South Korea,33.7,免费评估
314,"Northwest University, Xi'an",China,33.6,免费评估
315,National Autonomous University of Mexico,Mexico,33.5,免费评估
316,University of Naples Federico II,Italy,33.4,免费评估
317,University of Zaragoza,Spain,33.1,免费评估
318,University of Seville,Spain,33.0,免费评估
319,Zhejiang Normal University,China,32.9,免费评估
320,Anhui University of Technology,China,32.7,免费评估
320,Ben-Gurion University of the Negev,Israel,32.7,免费评估
320,Florida State University,United States,32.7,免费评估
320,"弗吉尼亚大学University of Virginia,Main Campus",United States,32.7,免费评估
324,Shenzhen University,China,32.4,免费评估
325,University of Toledo,United States,32.3,免费评估
326,Banaras Hindu University,India,31.9,免费评估
326,Southwest University - China,China,31.9,免费评估
326,University of Ljubljana,Slovenia,31.9,免费评估
326,Western University,Canada,31.9,免费评估
330,塔夫茨大学Tufts University,United States,31.7,免费评估
331,University of Ulsan,South Korea,31.5,免费评估
332,Saarland University,Germany,31.4,免费评估
332,University of Freiburg,Germany,31.4,免费评估
334,Jinan University,China,31.3,免费评估
335,Lulea University of Technology,Sweden,31.1,免费评估
335,Qingdao University,China,31.1,免费评估
337,University of Montreal,Canada,30.9,免费评估
338,University of Kentucky,United States,30.8,免费评估
339,University of Göttingen,Germany,30.7,免费评估
340,Chungnam National University,South Korea,30.6,免费评估
340,Wroclaw University of Technology,Poland,30.6,免费评估
340,Xiangtan University,China,30.6,免费评估
343,Chung Ang University,South Korea,30.5,免费评估
343,University of Trento,Italy,30.5,免费评估
345,Saint Petersburg State University,Russia,30.4,免费评估
346,Louisiana State University--Baton Rouge,United States,30.0,免费评估
346,University of Shanghai for Science,China,30.0,免费评估
348,Tarbiat Modares University,Iran,29.9,免费评估
348,University of California--Irvine,United States,29.9,免费评估
350,西澳大学The University of Western Australia,Australia,29.8,免费评估
351,Oregon State University,United States,29.6,免费评估
352,Technische Universitat Chemnitz,Germany,29.3,免费评估
353,Kunming University of Science and Technology,China,29.2,免费评估
354,Polytechnic University of Madrid,Spain,29.1,免费评估
354,Zhejiang Sci-Tech University,China,29.1,免费评估
356,Beijing Jiaotong University,China,29.0,免费评估
357,National Taiwan University of Science and Technology,Taiwan,28.6,免费评估
357,University of Hannover,Germany,28.6,免费评估
359,Polytechnic University of Bucharest,Romania,28.3,免费评估
359,Wuhan University of Science & Technology,China,28.3,免费评估
361,Hangzhou Dianzi University,China,28.2,免费评估
361,University of Jinan,China,28.2,免费评估
361,华威大学The University of Warwick,United Kingdom,28.2,免费评估
364,King Fahd University of Petroleum and Minerals (KFUPM),Saudi Arabia,28.1,免费评估
365,Ajou University,South Korea,28.0,免费评估
366,Ural Federal University,Russia,27.8,免费评估
367,Khalifa University of Science & Technology,United Arab Emirates,27.7,免费评估
367,Tampere University of Technology,Finland,27.7,免费评估
367,University of South Carolina,United States,27.7,免费评估
367,University of Texas El Paso,United States,27.7,免费评估
371,Université de Rennes 1,France,27.5,免费评估
372,Dankook University,South Korea,27.1,免费评估
372,Zhejiang University of Technology,China,27.1,免费评估
374,Shaanxi Normal University,China,27.0,免费评估
375,Technical University Freiberg,Germany,26.8,免费评估
376,英国女王大学Queen's University Belfast,United Kingdom,26.7,免费评估
376,Universite de Sfax,Tunisia,26.7,免费评估
378,Czech Technical University in Prague,Czech Republic,26.5,免费评估
379,Northeast Normal University - China,China,26.1,免费评估
380,North China Electric Power University,China,26.0,免费评估
381,Federal University of Minas Gerais,Brazil,25.9,免费评估
381,University of Qatar,Qatar,25.9,免费评估
383,University Kashan,Iran,25.8,免费评估
384,萨里大学University of Surrey,United Kingdom,25.7,免费评估
385,Anhui University,China,25.5,免费评估
385,Sejong University,South Korea,25.5,免费评估
387,Changzhou University,China,25.4,免费评估
387,Jiangnan University,China,25.4,免费评估
389,Brno University of Technology,Czech Republic,25.2,免费评估
389,Henan Normal University,China,25.2,免费评估
391,China University of Mining,China,25.0,免费评估
391,Pukyong National University,South Korea,25.0,免费评估
393,Ningbo University,China,24.6,免费评估
393,South China Normal University,China,24.6,免费评估
395,Federal University of Rio Grande do Sul,Brazil,24.5,免费评估
396,Polytechnic University of Valencia,Spain,24.3,免费评估
396,University of Poitiers,France,24.3,免费评估
398,Federal University of Santa Catarina,Brazil,23.9,免费评估
399,University of Rome Tor Vergata,Italy,23.8,免费评估
400,纽卡斯尔大学Newcastle University,United Kingdom,23.7,免费评估
