Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,54.0%,203,80.6%,100.0,免费评估
2,兰卡斯特大学Lancaster University,85.3%,89.3%,47.0%,160,97.1%,99.5,免费评估
3,华威大学The University of Warwick,85.4%,81.9%,45.2%,168,84.3%,95.9,免费评估
3,纽卡斯尔大学Newcastle University,91.5%,90.6%,36.3%,173,80.7%,95.9,免费评估
5,牛津大学University of Oxford,,,41.3%,207,77.0%,95.7,免费评估
6,杜伦大学Durham University,84.2%,73.6%,34.6%,199,86.3%,95.4,免费评估
7,萨里大学University of Surrey,90.6%,89.8%,39.1%,167,76.2%,94.6,免费评估
8,英国女王大学Queen's University Belfast,81.7%,80.8%,53.6%,158,78.3%,94.5,免费评估
9,思克莱德大学University of Strathclyde,82.2%,78.6%,42.0%,202,71.9%,94.0,免费评估
10,埃克塞特大学University of Exeter,82.3%,81.8%,35.1%,175,84.5%,93.6,免费评估
11,南安普顿大学University of Southampton,81.9%,79.6%,42.7%,160,81.3%,93.0,免费评估
12,圣安德鲁斯大学University of St Andrews,88.5%,86.4%,26.4%,200,72.0%,92.7,免费评估
13,曼彻斯特大学The University of Manchester,,,48.9%,156,78.2%,92.6,免费评估
14,伯明翰大学University of Birmingham,81.8%,78.5%,33.7%,163,82.5%,91.5,免费评估
15,班戈大学Bangor University,91.4%,87.6%,39.6%,127,76.3%,91.4,免费评估
16,雷丁大学University of Reading,86.1%,80.2%,41.7%,128,81.0%,91.2,免费评估
17,约克大学The University of York,83.0%,77.7%,37.3%,157,78.9%,91.1,免费评估
17,谢菲尔德大学The University of Sheffield,76.9%,75.6%,41.2%,149,84.8%,91.1,免费评估
19,利物浦大学The University of Liverpool,81.7%,79.6%,33.4%,139,86.3%,90.5,免费评估
20,格拉斯哥大学University of Glasgow,80.0%,77.9%,26.3%,214,68.8%,90.3,免费评估
21,卡迪夫大学Cardiff University,89.6%,85.6%,32.5%,155,70.6%,90.2,免费评估
22,斯特林大学University of Stirling,81.8%,74.9%,29.8%,173,78.2%,90.0,免费评估
23,布里斯托大学University of Bristol,76.6%,71.7%,36.0%,170,78.9%,89.9,免费评估
23,巴斯大学University of Bath,79.5%,82.6%,27.4%,168,80.3%,89.9,免费评估
25,诺丁汉大学University of Nottingham,76.5%,73.7%,39.4%,149,81.5%,89.7,免费评估
25,肯特大学University of Kent,76.9%,77.3%,41.9%,129,84.1%,89.7,免费评估
27,利兹大学University of Leeds,82.0%,81.5%,30.6%,163,74.8%,89.4,免费评估
28,伦敦国王学院King's College London,70.4%,68.7%,42.1%,167,77.0%,88.7,免费评估
29,伦敦大学皇家霍洛威学院Royal Holloway University of London,81.5%,69.3%,48.3%,143,68.1%,88.6,免费评估
30,伦敦大学学院University College London,67.4%,59.5%,43.7%,185,73.6%,88.2,免费评估
31,朴茨茅斯大学University of Portsmouth,97.9%,94.0%,32.2%,101*,66.7%*,87.6,免费评估
32,爱丁堡大学The University of Edinburgh,73.1%,71.4%,30.3%,180,71.7%,87.0,免费评估
33,莱斯特大学University of Leicester,92.4%,93.0%,16.9%,142,68.5%,86.7,免费评估
34,阿伯丁大学University of Aberdeen,66.5%,72.2%,29.3%,200,70.0%,86.6,免费评估
35,赫瑞瓦特大学Heriot Watt University,66.8%,62.8%,26.3%,189,73.2%,84.9,免费评估
36,亚伯大学Aberystwyth University,81.9%,77.5%,16.6%,115,83.1%,84.0,免费评估
37,伦敦大学玛丽女王学院Queen Mary University of London,83.2%,78.6%,35.1%,133,58.0%,83.9,免费评估
37,赫尔大学The University of Hull,87.1%,82.8%,22.7%,115,69.8%,83.9,免费评估
39,切斯特大学University of Chester,80.5%,81.6%,17.3%,113,75.2%,82.3,免费评估
40,斯旺西大学Swansea University,72.4%,66.0%,22.8%,116,83.4%,82.2,免费评估
41,曼彻斯特城市大学Manchester Metropolitan University,90.4%,90.5%,29.0%,124,45.5%,81.8,免费评估
42,诺丁汉特伦特大学Nottingham Trent University,87.4%,85.0%,7.6%,117,70.0%,81.1,免费评估
42,阿斯顿大学Aston University,85.2%,78.8%,23.4%,128,56.2%,81.1,免费评估
44,牛津布鲁克斯大学Oxford Brookes University,90.7%,84.8%,,128,68.0%,80.6,免费评估
45,阿尔斯特大学University of Ulster,77.4%,70.9%,22.4%,127*,50.0%,76.8,免费评估
46,龙比亚大学Napier University,70.9%,71.5%,,159,57.9%,75.0,免费评估
47,考文垂大学Coventry University,76.0%,77.9%,,114,58.1%,73.2,免费评估
48,威斯敏斯特大学University of Westminster,66.3%,69.1%,2.0%,115,57.1%,70.5,免费评估
