Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,584,,2.8,85.0,100.0,免费评估
2,牛津大学University of Oxford,583,4.23,3.0,83.0,96.9,免费评估
3,伦敦政治经济学院The London School of Economics and Political Science,553,4.2,3.1,81.0,95.9,免费评估
4,杜伦大学Durham University,559,4.23,2.9,78.0,95.0,免费评估
5,伦敦大学学院University College London,558,4.04,3.05,80.0,95.0,免费评估
6,格拉斯哥大学University of Glasgow,535,4.02,2.6,88.0,94.6,免费评估
7,诺丁汉大学University of Nottingham,491,4.29,2.9,82.0,94.4,免费评估
8,伦敦国王学院King's College London,552,3.97,2.55,85.0,94.0,免费评估
9,爱丁堡大学The University of Edinburgh,519,3.78,2.75,83.0,92.6,免费评估
10,伦敦大学玛丽女王学院Queen Mary University of London,497,4.16,2.7,78.0,92.5,免费评估
11,布里斯托大学University of Bristol,486,3.97,2.6,80.0,91.5,免费评估
12,阿伯丁大学University of Aberdeen,480,4.12,2.2,83.0,91.5,免费评估
13,纽卡斯尔大学Newcastle University,481,4.3,2.25,78.0,91.4,免费评估
14,思克莱德大学University of Strathclyde,519,3.79,2.65,78.0,91.3,免费评估
15,英国女王大学Queen's University Belfast,423,4.34,2.8,73.0,90.8,免费评估
16,埃克塞特大学University of Exeter,482,4.11,2.3,77.0,90.5,免费评估
17,兰卡斯特大学Lancaster University,441,4.18,2.4,79.0,90.5,免费评估
18,肯特大学University of Kent,390,4.26,2.85,76.0,90.4,免费评估
19,伯明翰大学University of Birmingham,426,3.95,2.65,81.0,90.3,免费评估
20,雷丁大学University of Reading,431,4.23,2.7,73.0,90.2,免费评估
21,华威大学The University of Warwick,505,3.89,2.4,76.0,90.2,免费评估
22,利兹大学University of Leeds,463,4.08,2.55,73.0,89.9,免费评估
23,卡迪夫大学Cardiff University,418,3.97,2.8,77.0,89.8,免费评估
24,东英吉利大学University of East Anglia,428,4.23,2.25,76.0,89.4,免费评估
25,曼彻斯特大学The University of Manchester,428,3.99,2.5,77.0,89.3,免费评估
26,莱斯特大学University of Leicester,398,4.04,2.2,84.0,89.3,免费评估
27,伦敦大学亚非学院SOAS University of London,431,4.15,2.35,75.0,89.2,免费评估
28,邓迪大学University of Dundee,438,3.99,2.55,73.0,88.8,免费评估
29,南安普顿大学University of Southampton,439,4.0,2.5,73.0,88.8,免费评估
30,约克大学The University of York,475,4.29,,83.0,87.9,免费评估
31,萨里大学University of Surrey,408,4.35,2.1,71.0,87.9,免费评估
32,利物浦大学The University of Liverpool,410,4.03,2.45,71.0,87.6,免费评估
33,萨塞克斯大学University of Sussex,407,4.2,2.6,63.0,87.1,免费评估
34,谢菲尔德大学The University of Sheffield,425,3.99,2.5,67.0,87.1,免费评估
35,基尔大学Keele University,379,4.04,2.45,72.0,87.1,免费评估
36,斯旺西大学Swansea University,342,4.15,2.45,74.0,87.1,免费评估
37,赫尔大学The University of Hull,357,4.01,2.35,72.0,86.1,免费评估
38,朴茨茅斯大学University of Portsmouth,326,4.13,2.1,75.0,85.7,免费评估
39,白金汉大学The University of Buckingham,323,4.11,,94.0,85.6,免费评估
40,威斯敏斯特大学University of Westminster,329,4.07,2.2,72.0,85.2,免费评估
41,斯特林大学University of Stirling,405,3.87,2.15,68.0,85.2,免费评估
42,罗伯特高登大学The Robert Gordon University,401,3.87,1.5,77.0,85.0,免费评估
43,布鲁内尔大学Brunel University,380,4.01,2.45,62.0,85.0,免费评估
44,牛津布鲁克斯大学Oxford Brookes University,364,3.99,2.4,63.0,84.5,免费评估
45,伦敦城市大学City University London,354,3.97,2.1,68.0,84.3,免费评估
46,中央兰开夏大学University of Central Lancashire,320,3.97,1.6,76.0,83.5,免费评估
47,西英格兰大学University of the West of England,328,4.05,1.8,70.0,83.5,免费评估
48,曼彻斯特城市大学Manchester Metropolitan University,344,3.82,2.15,67.0,83.3,免费评估
49,埃塞克斯大学University of Essex,340,3.95,2.45,60.0,83.2,免费评估
50,赫特福德大学University of Hertfordshire,339,3.87,2.15,66.0,83.2,免费评估
51,哈德斯菲尔德大学University of Huddersfield,369,4.11,,74.0,82.7,免费评估
52,阿伯泰邓迪大学University of Abertay Dundee,328,4.21,2.0,59.0,82.5,免费评估
53,林肯大学University of Lincoln,331,4.13,1.6,66.0,82.5,免费评估
54,诺丁汉特伦特大学Nottingham Trent University,325,4.01,1.7,68.0,82.5,免费评估
55,亚伯大学Aberystwyth University,340,3.93,2.05,62.0,82.3,免费评估
56,索尔福德大学University of Salford,349,4.22,1.75,56.0,81.7,免费评估
57,阿尔斯特大学University of Ulster,325,4.16,2.65,46.0,81.6,免费评估
58,龙比亚大学Napier University,377,4.28,1.1,60.0,81.5,免费评估
