Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,226.0,4.26,3.2,85.0,100.0,免费评估
2,圣安德鲁斯大学University of St Andrews,206.0,4.1,2.84,90.0,97.2,免费评估
3,杜伦大学Durham University,198.0,4.06,2.98,85.0,96.5,免费评估
4,兰卡斯特大学Lancaster University,,4.43,3.14,80.0,96.2,免费评估
5,牛津大学University of Oxford,193.0,4.16,2.88,80.0,95.7,免费评估
6,伯明翰大学University of Birmingham,160.0,4.16,2.9,90.0,95.7,免费评估
7,伦敦国王学院King's College London,153.0,4.4,3.0,85.0,95.5,免费评估
8,曼彻斯特大学The University of Manchester,165.0,3.92,3.16,85.0,95.5,免费评估
9,华威大学The University of Warwick,171.0,4.4,3.09,75.0,95.1,免费评估
10,卡迪夫大学Cardiff University,151.0,4.25,3.21,85.0,94.8,免费评估
11,纽卡斯尔大学Newcastle University,163.0,4.44,3.04,80.0,94.8,免费评估
12,南安普顿大学University of Southampton,159.0,4.1,3.23,80.0,94.7,免费评估
13,埃克塞特大学University of Exeter,169.0,4.09,2.84,85.0,94.5,免费评估
14,诺丁汉大学University of Nottingham,148.0,4.18,2.92,85.0,94.4,免费评估
15,斯旺西大学Swansea University,,4.37,2.77,85.0,94.2,免费评估
16,萨里大学University of Surrey,159.0,4.26,3.01,,94.1,免费评估
17,格拉斯哥大学University of Glasgow,197.0,4.07,2.71,,94.0,免费评估
18,亚伯大学Aberystwyth University,,4.22,2.25,95.0,93.7,免费评估
19,巴斯大学University of Bath,164.0,4.0,2.81,85.0,93.5,免费评估
20,谢菲尔德大学The University of Sheffield,149.0,4.11,2.98,80.0,93.5,免费评估
21,利兹大学University of Leeds,156.0,4.26,2.91,80.0,93.2,免费评估
22,约克大学The University of York,158.0,4.02,3.16,,93.2,免费评估
23,肯特大学University of Kent,121.0,4.06,3.24,80.0,92.6,免费评估
24,布里斯托大学University of Bristol,172.0,4.0,2.89,70.0,92.1,免费评估
25,赫尔大学The University of Hull,,4.3,2.8,75.0,91.6,免费评估
26,雷丁大学University of Reading,117.0,3.94,2.96,80.0,91.5,免费评估
27,爱丁堡大学The University of Edinburgh,189.0,3.85,2.96,65.0,91.5,免费评估
28,赫瑞瓦特大学Heriot Watt University,174.0,4.15,2.82,70.0,91.5,免费评估
29,班戈大学Bangor University,,4.12,3.13,65.0,91.0,免费评估
30,埃塞克斯大学University of Essex,117.0,4.07,3.2,75.0,90.9,免费评估
31,阿斯顿大学Aston University,,4.08,2.8,75.0,90.7,免费评估
32,伦敦大学学院University College London,177.0,3.64,3.0,60.0,90.5,免费评估
33,伦敦大学皇家霍洛威学院Royal Holloway University of London,141.0,3.76,3.13,65.0,90.4,免费评估
34,利物浦大学The University of Liverpool,124.0,4.17,2.95,70.0,90.1,免费评估
35,朴茨茅斯大学University of Portsmouth,98.0,4.4,2.89,75.0,90.0,免费评估
36,伦敦大学玛丽女王学院Queen Mary University of London,123.0,4.05,3.04,70.0,89.9,免费评估
37,切斯特大学University of Chester,,4.53,2.08,75.0,89.6,免费评估
38,曼彻斯特城市大学Manchester Metropolitan University,,4.41,3.07,55.0,88.6,免费评估
39,诺丁汉特伦特大学Nottingham Trent University,120.0,4.65,2.64,70.0,87.8,免费评估
