Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Beijing Jiaotong University,China,88.9,79.5,78.6,100.0,,284.1,免费评估
2,Tsinghua University,China,80.1,79.2,76.1,98.4,,272.9,免费评估
3,Delft University of Technology,Netherlands,100.0,67.5,70.1,84.4,,266.0,免费评估
4,Southeast University,China,78.4,70.7,80.2,84.4,,249.5,免费评估
5,"University of California, Berkeley",UnitedStates,81.5,66.5,65.4,81.9,,243.0,免费评估
6,University of Sydney,Australia,75.4,69.9,71.6,75.5,,235.2,免费评估
7,利兹大学University of Leeds,UnitedKingdom,72.9,72.7,71.4,75.2,,235.1,免费评估
8,University of British Columbia,Canada,66.3,79.2,77.3,73.4,,234.4,免费评估
9,Tongji University,China,79.7,61.9,78.0,74.0,,231.3,免费评估
10,Massachusetts Institute of Technology (MIT),UnitedStates,71.3,74.0,76.7,69.9,,230.6,免费评估
11,University of Waterloo,Canada,60.6,78.3,79.5,74.0,,228.9,免费评估
12,National University of Singapore,Singapore,59.4,82.2,80.5,69.6,,227.3,免费评估
13,Monash University,Australia,74.7,67.0,66.9,71.8,,226.9,免费评估
14,The Hong Kong University of Science and Technology,China-HongKong,51.8,86.1,72.5,74.0,,226.4,免费评估
15,Shanghai Jiao Tong University,China,70.2,66.7,68.4,74.3,,224.9,免费评估
16,Queensland University of Technology,Australia,69.0,69.4,63.9,71.5,,222.7,免费评估
17,南安普顿大学University of Southampton,UnitedKingdom,60.9,68.9,75.5,77.3,,222.3,免费评估
18,KTH Royal Institute of Technology,Sweden,66.8,73.7,73.1,63.7,,218.9,免费评估
19,Nanyang Technological University,Singapore,55.8,79.9,82.4,66.2,,218.4,免费评估
20,University of Michigan-Ann Arbor,UnitedStates,67.2,71.2,66.3,62.7,,214.3,免费评估
21,"University of Maryland, College Park",UnitedStates,72.2,61.6,56.7,66.9,,212.1,免费评估
22,McGill University,Canada,60.0,73.0,66.3,64.5,,210.8,免费评估
23,The Hong Kong Polytechnic University,China-HongKong,65.1,68.3,76.2,61.6,,210.3,免费评估
24,Zhejiang University,China,48.7,81.1,86.0,61.9,,208.9,免费评估
25,Georgia Institute of Technology,UnitedStates,65.8,61.9,63.7,68.2,,208.7,免费评估
26,Purdue University - West Lafayette,UnitedStates,71.1,60.7,52.1,65.9,,208.1,免费评估
27,Chalmers University of Technology,Sweden,59.3,73.2,67.9,61.9,,208.0,免费评估
28,The University of Texas at Austin,UnitedStates,67.3,63.9,62.2,63.7,,207.4,免费评估
29,伦敦大学学院University College London,UnitedKingdom,65.0,69.4,68.5,58.1,,206.2,免费评估
30,Swiss Federal Institute of Technology Lausanne,Switzerland,42.8,97.2,82.3,48.3,,204.7,免费评估
31,Beihang University,China,48.5,86.7,61.7,56.5,,204.1,免费评估
32,Beijing University of Posts and Telecommunications,China,36.1,93.6,84.6,56.5,,203.2,免费评估
33,University of Toronto,Canada,66.6,66.5,58.6,58.1,,202.9,免费评估
34,The University of New South Wales,Australia,64.5,60.1,61.6,64.8,,201.8,免费评估
35,Technical University of Denmark,Denmark,55.3,75.9,71.9,55.7,,201.4,免费评估
36,The University of Hong Kong,China-HongKong,53.7,76.4,59.2,58.9,,200.8,免费评估
37,Virginia Polytechnic Institute and State University,UnitedStates,73.1,57.9,51.4,58.5,,199.8,免费评估
38,University of Montreal,Canada,47.6,77.1,76.2,59.3,,199.3,免费评估
39,Huazhong University of Science and Technology,China,42.1,86.3,76.2,54.9,,198.5,免费评估
40,Peking University,China,35.6,100.0,69.4,47.8,,197.3,免费评估
41,Arizona State University,UnitedStates,56.1,73.7,60.7,54.1,,196.1,免费评估
42,University of Central Florida,UnitedStates,50.9,77.4,65.3,54.1,,195.4,免费评估
43,Pennsylvania State University - University Park,UnitedStates,50.7,72.7,63.3,56.1,,192.3,免费评估
44,Southwest Jiaotong University,China,54.0,69.1,74.6,51.9,,190.0,免费评估
45,The Ohio State University - Columbus,UnitedStates,53.0,72.7,58.3,49.7,,187.0,免费评估
46,Xidian University,China,40.4,68.6,71.7,63.4,,186.7,免费评估
47,Texas A&M University,UnitedStates,76.8,48.3,46.9,51.9,,186.5,免费评估
48,"University of Minnesota, Twin Cities",UnitedStates,58.4,64.2,51.3,53.2,,186.0,免费评估
49,McMaster University,Canada,43.2,74.5,65.5,54.1,,184.8,免费评估
50,University of Florida,UnitedStates,53.7,62.5,70.9,53.2,,183.6,免费评估
