Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,伦敦大学玛丽女王学院Queen Mary University of London,530.0,4.31,3.34,100.0,100.0,免费评估
2,邓迪大学University of Dundee,528.0,4.7,3.07,100.0,99.1,免费评估
3,纽卡斯尔大学Newcastle University,497.0,4.35,3.31,97.0,98.5,免费评估
4,布里斯托大学University of Bristol,507.0,4.13,3.2,99.0,98.5,免费评估
5,格拉斯哥大学University of Glasgow,,4.49,3.21,99.0,98.2,免费评估
6,曼彻斯特大学The University of Manchester,488.0,3.87,3.38,99.0,98.1,免费评估
7,伯明翰大学University of Birmingham,500.0,4.21,3.29,99.0,97.8,免费评估
8,利兹大学University of Leeds,489.0,3.87,3.27,99.0,97.3,免费评估
9,英国女王大学Queen's University Belfast,468.0,4.83,2.89,98.0,97.2,免费评估
10,Cardiff,471.0,4.01,3.42,99.0,97.1,免费评估
11,King's College London,467.0,4.15,3.31,99.0,97.0,免费评估
12,阿伯丁大学University of Aberdeen,,4.39,2.89,97.0,96.8,免费评估
13,爱丁堡大学The University of Edinburgh,,3.68,3.3,,96.6,免费评估
14,利物浦大学The University of Liverpool,460.0,4.44,3.09,100.0,96.5,免费评估
15,Plymouth,500.0,4.41,2.58,100.0,96.0,免费评估
16,谢菲尔德大学The University of Sheffield,439.0,4.32,3.21,99.0,95.6,免费评估
17,中央兰开夏大学University of Central Lancashire,,4.27,2.63,100.0,95.1,免费评估
