Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,牛津大学University of Oxford,78.4%,86.6%,58.0%,598,87.1%,100.0,免费评估
2,伦敦大学学院University College London,73.0%,78.7%,70.2%,543,86.4%,98.1,免费评估
3,华威大学The University of Warwick,77.7%,88.8%,49.6%,548,88.7%,97.9,免费评估
4,剑桥大学University of Cambridge,74.6%,77.8%,45.0%,622,93.7%,97.8,免费评估
5,伦敦政治经济学院The London School of Economics and Political Science,69.5%,78.2%,70.7%,561,83.9%,97.4,免费评估
6,利兹大学University of Leeds,83.5%,90.8%,39.3%,447,83.3%,94.3,免费评估
7,杜伦大学Durham University,77.2%,85.1%,23.1%,559,90.5%,93.8,免费评估
8,兰卡斯特大学Lancaster University,80.6%,86.8%,42.6%,428,83.1%,93.1,免费评估
9,诺丁汉大学University of Nottingham,76.0%,88.1%,31.7%,482,87.3%,92.7,免费评估
10,拉夫堡大学Loughborough University,83.3%,92.3%,32.6%,408,83.4%,92.5,免费评估
11,埃克塞特大学University of Exeter,78.0%,85.4%,26.9%,482,85.8%,91.8,免费评估
11,萨里大学University of Surrey,83.4%,87.5%,33.0%,439,78.5%,91.8,免费评估
11,布拉德福德大学University of Bradford,69.6%,81.4%,43.6%,522,79.4%,91.8,免费评估
14,伦敦大学玛丽女王学院Queen Mary University of London,86.1%,88.4%,31.3%,422,74.0%,90.9,免费评估
15,圣安德鲁斯大学University of St Andrews,68.1%,78.8%,23.6%,524,92.2%,90.5,免费评估
16,思克莱德大学University of Strathclyde,78.7%,88.5%,44.3%,504,57.6%,90.3,免费评估
16,英国女王大学Queen's University Belfast,88.6%,91.9%,32.7%,364,71.9%,90.3,免费评估
18,埃塞克斯大学University of Essex,88.5%,91.7%,43.6%,308,69.6%,90.1,免费评估
19,伯明翰大学University of Birmingham,77.4%,85.3%,26.6%,415,85.6%,89.9,免费评估
20,肯特大学University of Kent,84.2%,88.3%,14.6%,393,88.1%,89.8,免费评估
20,东英吉利大学University of East Anglia,84.5%,92.5%,25.7%,377,77.6%,89.8,免费评估
22,爱丁堡大学The University of Edinburgh,71.5%,82.6%,30.2%,467,83.6%,89.7,免费评估
22,巴斯大学University of Bath,60.1%,68.6%,41.8%,497,93.6%,89.7,免费评估
24,约克大学The University of York,77.7%,85.1%,22.6%,441,84.0%,89.6,免费评估
25,赫瑞瓦特大学Heriot Watt University,83.0%,85.4%,18.8%,391,82.8%,88.8,免费评估
26,埃塞克斯大学University of Essex,73.6%,85.8%,25.1%,368,87.3%,88.0,免费评估
27,雷丁大学University of Reading,78.3%,84.5%,29.3%,360,79.5%,87.8,免费评估
28,谢菲尔德大学The University of Sheffield,77.9%,83.6%,16.6%,419,81.9%,87.6,免费评估
29,伦敦大学皇家霍洛威学院Royal Holloway University of London,82.9%,87.8%,31.3%,389,64.2%,87.5,免费评估
30,纽卡斯尔大学Newcastle University,79.3%,87.3%,20.7%,421,72.7%,87.4,免费评估
31,格拉斯哥大学University of Glasgow,66.8%,81.6%,26.4%,428,84.7%,87.2,免费评估
32,阿斯顿大学Aston University,74.5%,86.4%,19.7%,420,76.7%,86.8,免费评估
33,斯特林大学University of Stirling,71.7%,74.6%,25.2%,375,88.2%,86.4,免费评估
34,南安普顿大学University of Southampton,74.2%,82.2%,23.4%,421,74.1%,86.3,免费评估
