Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,利物浦大学The University of Liverpool,2.0,477,0.75,0.99,免费评估
2,诺丁汉大学University of Nottingham,2.8,451,,,免费评估
3,爱丁堡大学The University of Edinburgh,2.7,502,0.68,0.97,免费评估
4,剑桥大学University of Cambridge,2.0,540,,0.97,免费评估
5,格拉斯哥大学University of Glasgow,2.2,472,0.76,0.97,免费评估
6,皇家兽医学院Royal Veterinary College,2.4,441,0.64,0.99,免费评估
7,布里斯托大学University of Bristol,1.7,455,0.72,0.97,免费评估
