Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,思克莱德大学University of Strathclyde,487.0,4.26,2.94,,100.0,免费评估
2,格拉斯哥大学University of Glasgow,,4.45,3.2,80.0,99.5,免费评估
3,伦敦政治经济学院The London School of Economics and Political Science,471.0,3.68,3.67,65.0,97.9,免费评估
4,利兹大学University of Leeds,401.0,4.22,3.12,70.0,96.5,免费评估
5,诺丁汉大学University of Nottingham,357.0,3.78,3.13,90.0,95.8,免费评估
6,爱丁堡大学The University of Edinburgh,468.0,3.49,3.19,65.0,95.4,免费评估
7,斯特林大学University of Stirling,392.0,4.31,3.01,,94.6,免费评估
8,班戈大学Bangor University,,4.16,3.13,70.0,93.9,免费评估
9,约克大学The University of York,370.0,4.03,3.39,70.0,93.9,免费评估
10,布里斯托大学University of Bristol,384.0,4.26,3.16,60.0,93.6,免费评估
11,伯明翰大学University of Birmingham,383.0,3.65,2.95,75.0,93.2,免费评估
12,斯旺西大学Swansea University,,4.3,3.07,70.0,93.0,免费评估
13,巴斯大学University of Bath,405.0,4.09,3.23,55.0,92.2,免费评估
14,拉夫堡大学Loughborough University,368.0,4.2,2.96,60.0,91.9,免费评估
15,兰卡斯特大学Lancaster University,,3.94,3.21,,91.7,免费评估
16,谢菲尔德大学The University of Sheffield,353.0,4.09,3.04,70.0,91.6,免费评估
17,"伦敦大学伯克贝克学院Birkbeck, University Of London",,4.09,2.92,,90.9,免费评估
18,肯特大学University of Kent,309.0,4.11,3.37,65.0,90.9,免费评估
19,莱斯特大学University of Leicester,,4.13,2.86,,90.5,免费评估
20,阿斯顿大学Aston University,315.0,4.01,3.08,70.0,90.4,免费评估
21,利物浦大学The University of Liverpool,,4.2,2.88,,90.3,免费评估
22,南安普顿大学University of Southampton,333.0,3.99,3.23,,90.2,免费评估
23,基尔大学Keele University,344.0,4.11,2.86,60.0,89.0,免费评估
24,利物浦霍普大学Liverpool Hope University,312.0,4.63,2.13,65.0,87.6,免费评估
25,南威尔士大学The University of South Wales,,4.22,2.86,,87.5,免费评估
26,英国女王大学Queen's University Belfast,,4.04,2.59,55.0,87.2,免费评估
27,朴茨茅斯大学University of Portsmouth,,4.22,2.49,,86.6,免费评估
28,索尔福德大学University of Salford,284.0,4.51,2.65,50.0,86.2,免费评估
29,哈德斯菲尔德大学University of Huddersfield,,4.2,2.83,,86.0,免费评估
30,诺桑比亚大学Northumbria University,,4.04,2.49,,85.1,免费评估
31,波尔顿大学University of Bolton,,4.4,1.28,70.0,85.1,免费评估
32,布拉德福德大学University of Bradford,,4.06,2.86,,85.0,免费评估
33,曼彻斯特城市大学Manchester Metropolitan University,,4.2,2.64,,84.9,免费评估
34,西苏格兰大学University of the West of Scotland,,4.58,2.23,45.0,84.9,免费评估
35,赫尔大学The University of Hull,,3.98,2.58,,84.6,免费评估
36,Cardiff,368.0,3.76,3.22,40.0,84.4,免费评估
37,米德塞斯大学Middlesex University,322.0,3.98,2.58,55.0,84.3,免费评估
38,中央兰开夏大学University of Central Lancashire,361.0,4.26,2.58,40.0,84.2,免费评估
39,考文垂大学Coventry University,,4.32,2.01,,84.0,免费评估
40,伦敦大学金史密斯学院Goldsmiths University of London,270.0,3.97,2.54,,82.8,免费评估
41,贝德福德大学University of Bedfordshire,251.0,4.0,3.05,60.0,82.7,免费评估
42,诺丁汉特伦特大学Nottingham Trent University,,4.18,2.34,,82.5,免费评估
43,艾芝西尔大学Edge Hill University,,4.28,2.03,,82.5,免费评估
44,Lincoln,302.0,3.98,2.45,55.0,81.9,免费评估
45,阿尔斯特大学University of Ulster,294.0,4.39,2.94,25.0,81.3,免费评估
46,Plymouth,,4.15,2.77,35.0,80.4,免费评估
47,布莱顿大学University of Brighton,290.0,4.01,2.6,45.0,80.1,免费评估
48,伯明翰城市大学Birmingham City University,289.0,3.73,2.02,50.0,77.6,免费评估
49,伦敦都市大学London Metropolitan University,257.0,3.97,2.82,40.0,77.1,免费评估
50,北安普顿大学The University of Northampton,301.0,4.09,,45.0,75.7,免费评估
51,切斯特大学University of Chester,300.0,4.07,1.25,,75.6,免费评估
52,斯塔福德郡大学Staffordshire University,228.0,4.29,,,72.2,免费评估
53,圣大卫三一学院University of Wales Trinity Saint David,301.0,4.2,,25.0,71.9,免费评估
54,剑桥安鲁大学Anglia Ruskin University,202.0,3.94,2.16,35.0,71.3,免费评估
