Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,格拉斯哥大学University of Glasgow,77.2%,78.5%,42.3%,203,,100.0,免费评估
2,萨里大学University of Surrey,90.4%,90.2%,37.5%,151,95.3%,97.7,免费评估
3,利兹大学University of Leeds,82.0%,88.8%,36.8%,165,92.8%,96.8,免费评估
4,罗伯特高登大学The Robert Gordon University,92.8%,89.3%,4.9%,171,96.9%,95.8,免费评估
5,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,90.9%,86.1%,8.1%,171,94.7%,95.0,免费评估
6,英国女王大学Queen's University Belfast,69.1%,74.8%,56.3%,157,91.8%,94.4,免费评估
7,诺丁汉大学University of Nottingham,81.6%,83.7%,36.4%,157,85.1%,93.5,免费评估
8,阿尔斯特大学University of Ulster,90.6%,80.9%,42.5%,136,74.2%,91.4,免费评估
9,普利茅斯大学University of Plymouth,90.4%,89.7%,17.4%,156,73.1%,90.5,免费评估
10,雷丁大学University of Reading,74.4%,78.5%,50.7%,129,84.1%,90.3,免费评估
11,纽卡斯尔大学Newcastle University,81.5%,82.8%,28.4%,142,80.3%,89.5,免费评估
12,考文垂大学Coventry University,83.1%,83.0%,,148,93.5%,88.9,免费评估
12,中央兰开夏大学University of Central Lancashire,91.5%,91.4%,8.3%,137*,80.9%,88.9,免费评估
14,皇家农学院Royal Agricultural University,80.6%,81.7%,2.1%,,91.7%,88.3,免费评估
15,阿伯泰邓迪大学University of Abertay Dundee,87.2%,85.8%,,156,80.0%,88.2,免费评估
16,赫特福德大学University of Hertfordshire,84.1%,82.3%,14.8%,113,97.0%,88.0,免费评估
17,伦敦国王学院King's College London,66.2%,63.6%,46.8%,150,78.0%,87.5,免费评估
18,金斯顿大学Kingston University,95.9%,94.0%,2.6%,,65.2%,86.8,免费评估
19,伍斯特大学University of Worcester,84.6%,79.7%,,127*,92.9%,86.3,免费评估
20,利物浦约翰摩尔斯大学Liverpool John Moores University,85.4%,87.7%,6.0%,157,61.7%,85.1,免费评估
21,诺桑比亚大学Northumbria University,86.5%,84.6%,14.0%,140*,64.8%,85.0,免费评估
22,曼彻斯特城市大学Manchester Metropolitan University,84.4%,84.7%,12.0%,140,67.4%,84.8,免费评估
23,卡迪夫都市大学Cardiff Metropolitan University,87.8%,85.8%,,123,78.9%,84.2,免费评估
24,利兹贝克特大学Leeds Beckett University,82.5%,88.1%,,115,86.1%,84.0,免费评估
25,哈珀亚当斯大学Harper Adams University,82.7%,81.7%,5.7%,111,86.9%,83.9,免费评估
26,伦敦都市大学London Metropolitan University,84.2%,84.9%,,111*,82.8%,82.8,免费评估
27,切斯特大学University of Chester,74.6%,71.8%,12.0%,112,88.9%,82.7,免费评估
28,伯恩茅斯大学Bournemouth University,90.9%,91.0%,4.7%,121,63.3%,82.6,免费评估
29,罗汉普顿大学Roehampton University,73.5%,81.0%,20.6%,121,72.0%,82.2,免费评估
29,哈德斯菲尔德大学University of Huddersfield,77.3%,76.9%,,129,81.0%,82.2,免费评估
31,谢菲尔德哈莱姆大学Sheffield Hallam University,83.8%,83.0%,3.7%,117,73.1%,81.8,免费评估
32,格林威治大学The University of Greenwich,66.0%,72.2%,19.5%,130,71.4%,80.4,免费评估
33,牛津布鲁克斯大学Oxford Brookes University,78.1%,79.2%,3.0%,147,57.7%,80.3,免费评估
34,玛格丽特女王大学Queen Margaret University,72.2%,66.4%,,157,58.7%,78.6,免费评估
35,巴斯斯巴大学Bath Spa University,80.5%,82.3%,,104,68.3%,77.9,免费评估
36,威斯敏斯特大学University of Westminster,80.6%,81.0%,,123*,57.3%,77.7,免费评估
37,艾芝西尔大学Edge Hill University,69.9%,76.5%,,133,64.3%,77.5,免费评估
38,"特威克南圣玛丽大学St Mary's, Twickenham",75.1%,70.8%,,109,74.1%,77.3,免费评估
39,伦敦南岸大学London South Bank University,78.7%,78.5%,,102*,60.0%,75.2,免费评估
40,利物浦大学The University of Liverpool,69.8%,62.6%,,97,61.9%,71.3,免费评估
41,利兹圣三一大学Leeds Trinity University,56.8%,55.5%,,112,59.6%,69.2,免费评估
