Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,,4.1,513.0,96.0,100.0,免费评估
2,雷丁大学University of Reading,70.0,3.4,407.0,100.0,85.1,免费评估
3,谢菲尔德大学The University of Sheffield,82.0,3.9,361.0,83.0,85.0,免费评估
4,卡迪夫大学Cardiff University,81.0,3.8,351.0,82.0,83.5,免费评估
5,伦敦大学学院University College London,72.0,3.1,415.0,85.0,81.1,免费评估
6,伯明翰大学University of Birmingham,92.0,2.2,397.0,63.0,80.0,免费评估
7,纽卡斯尔大学Newcastle University,76.0,3.5,338.0,80.0,79.4,免费评估
8,拉夫堡大学Loughborough University,84.0,3.8,332.0,65.0,79.3,免费评估
9,英国女王大学Queen's University Belfast,73.0,1.6,332.0,82.0,72.3,免费评估
10,利物浦大学The University of Liverpool,76.0,2.2,333.0,70.0,72.2,免费评估
11,阿伯丁大学University of Aberdeen,,3.1,299.0,65.0,71.8,免费评估
12,格罗斯特大学University of Gloucestershire,,1.6,309.0,78.0,70.8,免费评估
13,邓迪大学University of Dundee,80.0,1.6,306.0,67.0,70.2,免费评估
14,诺桑比亚大学Northumbria University,75.0,1.9,301.0,,69.1,免费评估
15,曼彻斯特大学The University of Manchester,71.0,3.1,333.0,53.0,68.8,免费评估
16,牛津布鲁克斯大学Oxford Brookes University,73.0,1.6,321.0,70.0,68.8,免费评估
17,赫瑞瓦特大学Heriot Watt University,61.0,2.8,346.0,70.0,68.7,免费评估
18,利兹都会大学Leeds Metropolitan University,91.0,,273.0,69.0,68.6,免费评估
19,西英格兰大学University of the West of England,77.0,1.9,281.0,67.0,68.4,免费评估
20,曼彻斯特城市大学Manchester Metropolitan University,75.0,1.5,279.0,72.0,67.7,免费评估
21,谢菲尔德哈莱姆大学Sheffield Hallam University,78.0,2.8,229.0,61.0,67.7,免费评估
22,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,71.0,2.8,276.0,63.0,67.5,免费评估
23,诺丁汉特伦特大学Nottingham Trent University,75.0,1.0,281.0,67.0,65.0,免费评估
24,利物浦约翰摩尔斯大学Liverpool John Moores University,69.0,1.1,,63.0,60.7,免费评估
25,伯明翰城市大学Birmingham City University,59.0,1.4,195.0,78.0,58.6,免费评估
26,金斯顿大学Kingston University,67.0,0.4,225.0,68.0,57.3,免费评估
27,阿尔斯特大学University of Ulster,68.0,,201.0,43.0,48.9,免费评估
