Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,University of Chicago,UnitedStates,74.8,100.0,60.6,97.1,100.0,365.4,免费评估
2,Harvard University,UnitedStates,99.7,100.0,65.6,100.0,54.2,360.4,免费评估
3,"University of California, Berkeley",UnitedStates,83.7,100.0,65.9,75.7,55.1,313.0,免费评估
4,Columbia University,UnitedStates,81.4,97.7,64.5,67.7,64.2,309.3,免费评估
5,Massachusetts Institute of Technology (MIT),UnitedStates,74.1,100.0,67.1,82.9,54.2,305.0,免费评估
6,Princeton University,UnitedStates,59.1,100.0,64.6,72.7,81.0,298.8,免费评估
7,伦敦政治经济学院The London School of Economics and Political Science,UnitedKingdom,100.0,88.1,81.6,63.0,24.3,289.5,免费评估
8,Stanford University,UnitedStates,80.0,100.0,65.4,84.2,28.0,288.7,免费评估
9,New York University,UnitedStates,71.4,100.0,70.3,69.0,45.4,278.5,免费评估
10,Yale University,UnitedStates,69.3,100.0,66.0,67.0,37.0,264.7,免费评估
11,Northwestern University,UnitedStates,63.8,100.0,62.2,70.6,17.1,239.7,免费评估
12,剑桥大学University of Cambridge,UnitedKingdom,73.4,79.7,79.0,23.0,48.5,229.4,免费评估
13,University of Pennsylvania,UnitedStates,70.1,97.8,64.5,66.0,0.0,226.5,免费评估
14,牛津大学University of Oxford,UnitedKingdom,92.2,84.6,80.5,37.5,0.0,226.2,免费评估
15,"University of California, Los Angeles",UnitedStates,56.7,93.9,64.0,53.1,34.3,225.8,免费评估
16,"University of California, San Diego",UnitedStates,50.7,100.0,69.8,46.5,29.7,209.2,免费评估
17,伦敦大学学院University College London,UnitedKingdom,70.5,84.3,79.5,48.8,0.0,204.7,免费评估
18,Duke University,UnitedStates,65.1,100.0,63.8,50.1,0.0,204.1,免费评估
19,University of Michigan-Ann Arbor,UnitedStates,65.7,99.0,63.5,48.3,0.0,202.6,免费评估
20,"University of Maryland, College Park",UnitedStates,60.2,83.2,63.6,34.5,29.7,202.4,免费评估
21,University of Toulouse 1,France,50.8,70.1,85.8,31.1,48.5,199.5,免费评估
22,Cornell University,UnitedStates,73.8,83.4,67.5,37.5,0.0,196.7,免费评估
23,"University of Minnesota, Twin Cities",UnitedStates,56.3,84.9,65.2,37.5,24.3,195.2,免费评估
24,University of Toronto,Canada,66.5,82.2,84.9,45.0,0.0,194.3,免费评估
25,Arizona State University,UnitedStates,52.2,88.4,66.0,32.5,29.7,191.3,免费评估
26,National University of Singapore,Singapore,68.7,84.8,87.4,29.7,0.0,183.9,免费评估
27,Bocconi University,Italy,61.1,84.9,88.1,39.8,0.0,182.7,免费评估
28,华威大学The University of Warwick,UnitedKingdom,59.2,81.6,80.4,37.5,0.0,175.2,免费评估
29,Carnegie Mellon University,UnitedStates,42.9,90.9,66.1,35.7,21.0,173.1,免费评估
30,University of Zurich,Switzerland,54.5,86.8,86.4,39.3,0.0,173.0,免费评估
31,University of British Columbia,Canada,55.7,96.6,85.3,31.1,0.0,171.5,免费评估
32,University of Wisconsin - Madison,UnitedStates,58.5,78.6,59.9,38.1,0.0,171.3,免费评估
33,Erasmus University Rotterdam,Netherlands,74.6,74.1,79.5,13.3,0.0,170.2,免费评估
34,Boston University,UnitedStates,48.9,92.7,76.1,42.5,0.0,169.8,免费评估
35,University of Bonn,Germany,52.0,79.2,81.2,23.9,19.8,169.4,免费评估
36,Indiana University Bloomington,UnitedStates,51.3,92.1,69.6,17.6,21.0,168.6,免费评估
37,University of Southern California,UnitedStates,56.6,91.1,68.0,31.1,0.0,168.4,免费评估
38,George Mason University,UnitedStates,51.9,65.5,57.6,13.3,38.3,168.0,免费评估
39,Washington University in St. Louis,UnitedStates,42.0,84.4,68.7,30.4,24.3,166.8,免费评估
40,VU University Amsterdam,Netherlands,67.6,77.8,86.3,14.8,0.0,163.8,免费评估
41,The University of Melbourne,Australia,68.2,68.6,79.1,18.8,0.0,163.2,免费评估
42,Monash University,Australia,70.8,73.8,78.8,11.5,0.0,162.5,免费评估
43,"University of California, Davis",UnitedStates,58.4,97.1,59.9,19.9,0.0,162.0,免费评估
44,KU Leuven,Belgium,62.5,74.6,86.5,22.0,0.0,161.6,免费评估
45,Paris School of Economics,France,57.5,76.4,82.4,28.2,0.0,160.8,免费评估
46,University of Oslo,Norway,44.5,73.9,77.1,24.8,24.3,160.4,免费评估
47,The University of Texas at Austin,UnitedStates,50.6,87.6,66.1,33.2,0.0,159.6,免费评估
47,University of Groningen,Netherlands,61.4,90.1,77.2,14.8,0.0,159.6,免费评估
49,The Ohio State University - Columbus,UnitedStates,55.7,86.0,66.5,25.7,0.0,158.8,免费评估
50,University of Copenhagen,Denmark,56.5,83.7,82.3,23.0,0.0,157.9,免费评估
