Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,爱丁堡大学The University of Edinburgh,91.0,3.8,401,98,100.0,免费评估
2,约克大学The University of York,,4.3,370,100,99.8,免费评估
3,南安普顿大学University of Southampton,77.0,5.3,371,99,97.6,免费评估
4,曼彻斯特大学The University of Manchester,77.0,5.6,353,98,96.9,免费评估
5,利物浦大学The University of Liverpool,92.0,1.9,344,100,96.5,免费评估
6,格拉斯哥大学University of Glasgow,94.0,2.8,377,92,95.8,免费评估
7,阿尔斯特大学University of Ulster,81.0,4.9,276,99,95.1,免费评估
8,东英吉利大学University of East Anglia,79.0,1.9,334,100,92.4,免费评估
9,诺桑比亚大学Northumbria University,84.0,2.5,306,98,92.4,免费评估
10,利兹大学University of Leeds,76.0,3.4,315,99,92.3,免费评估
11,诺丁汉大学University of Nottingham,75.0,3.0,340,97,91.7,免费评估
12,萨里大学University of Surrey,83.0,0.3,341,100,91.5,免费评估
13,卡迪夫大学Cardiff University,77.0,2.4,317,99,91.2,免费评估
14,伦敦国王学院King's College London,74.0,2.2,360,97,91.0,免费评估
15,蒂赛德大学Teesside University,86.0,,325,99,90.7,免费评估
16,索尔福德大学University of Salford,81.0,1.9,297,97,90.3,免费评估
17,赫特福德大学University of Hertfordshire,75.0,3.3,261,97,89.1,免费评估
18,伦敦城市大学City University London,67.0,3.9,291,98,89.0,免费评估
19,金斯顿大学Kingston University,76.0,2.3,247,100,89.0,免费评估
20,哈德斯菲尔德大学University of Huddersfield,86.0,,311,96,88.5,免费评估
21,德蒙福特大学De Montfort University,74.0,1.6,305,98,88.3,免费评估
22,伯明翰大学University of Birmingham,81.0,,332,96,88.2,免费评估
23,英国女王大学Queen's University Belfast,78.0,1.9,270,97,88.1,免费评估
24,班戈大学Bangor University,82.0,,284,99,88.0,免费评估
25,龙比亚大学Napier University,78.0,1.6,304,95,87.9,免费评估
26,斯旺西大学Swansea University,75.0,1.8,287,97,87.9,免费评估
27,伯明翰城市大学Birmingham City University,81.0,,298,97,87.5,免费评估
28,布拉德福德大学University of Bradford,73.0,1.8,284,98,87.5,免费评估
29,曼彻斯特城市大学Manchester Metropolitan University,76.0,1.0,256,100,87.4,免费评估
30,牛津布鲁克斯大学Oxford Brookes University,81.0,,271,99,87.2,免费评估
31,谢菲尔德哈莱姆大学Sheffield Hallam University,68.0,1.7,285,100,87.2,免费评估
32,西英格兰大学University of the West of England,71.0,1.6,280,99,87.2,免费评估
33,格林威治大学The University of Greenwich,85.0,1.3,269,93,87.1,免费评估
34,艾芝西尔大学Edge Hill University,86.0,1.3,273,92,87.0,免费评估
35,格林多大学Glyndwr University,83.0,0.8,251,96,87.0,免费评估
36,贝德福德大学University of Bedfordshire,81.0,,244,100,86.8,免费评估
37,玛格利特女王学校Queen Margaret's School,,,313,96,86.8,免费评估
38,布莱顿大学University of Brighton,74.0,0.6,293,98,86.5,免费评估
39,赫尔大学The University of Hull,76.0,,308,98,86.5,免费评估
40,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,86.0,2.8,285,86,86.3,免费评估
41,斯塔福德郡大学Staffordshire University,81.0,,251,98,86.3,免费评估
42,普利茅斯大学University of Plymouth,70.0,1.6,277,98,86.2,免费评估
43,哥比亚大学University of Cumbria,79.0,,296,96,86.1,免费评估
44,基尔大学Keele University,88.0,,227,95,85.8,免费评估
45,伍斯特大学University of Worcester,82.0,,257,96,85.6,免费评估
46,坎特伯雷大学Canterbury Christ Church University,75.0,,254,99,84.8,免费评估
47,考文垂大学Coventry University,77.0,,307,94,84.8,免费评估
48,格拉摩根大学University of Glamorgan,83.0,1.8,265,89,84.6,免费评估
49,邓迪大学University of Dundee,77.0,2.2,179,96,84.2,免费评估
50,切斯特大学University of Chester,68.0,0.6,262,99,84.0,免费评估
51,斯特林大学University of Stirling,78.0,2.8,139,96,83.9,免费评估
52,北安普顿大学The University of Northampton,74.0,,276,96,83.8,免费评估
53,中央兰开夏大学University of Central Lancashire,77.0,2.2,259,89,83.7,免费评估
54,伦敦南岸大学London South Bank University,78.0,1.5,204,95,83.7,免费评估
55,剑桥安鲁大学Anglia Ruskin University,77.0,,252,95,83.4,免费评估
56,利物浦约翰摩尔斯大学Liverpool John Moores University,71.0,1.6,242,94,83.1,免费评估
57,林肯大学University of Lincoln,62.0,,292,100,83.0,免费评估
58,利兹都会大学Leeds Metropolitan University,78.0,,257,93,82.9,免费评估
59,米德塞斯大学Middlesex University,70.0,1.5,236,94,82.5,免费评估
60,伯恩茅斯大学Bournemouth University,75.0,1.9,285,86,81.9,免费评估
61,罗伯特高登大学The Robert Gordon University,77.0,,160,98,81.7,免费评估
62,阿伯泰邓迪大学University of Abertay Dundee,,,220,88,75.3,免费评估
