Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,俄亥俄州立大学Ohio State University,UnitedStates,87.7,81.2,50.6,100.0,,277.1,免费评估
2,University of Amsterdam,Netherlands,100.0,80.8,57.0,67.8,,264.0,免费评估
3,德克萨斯大学奥斯汀分校The University of Texas at Austin,UnitedStates,98.4,78.7,43.7,65.5,,256.7,免费评估
4,密歇根州立大学Michigan State University,UnitedStates,87.0,81.7,52.2,70.1,,246.7,免费评估
5,宾州州立大学Pennsylvania State University,UnitedStates,81.9,70.5,45.3,57.7,,220.4,免费评估
6,印第安纳大学伯明顿主校区Indiana University Bloomington,UnitedStates,81.4,68.5,54.1,56.3,,218.1,免费评估
7,威斯康星大学-麦迪逊分校University of Wisconsin-Madison,UnitedStates,80.0,81.0,41.4,50.4,,215.0,免费评估
8,"加利福尼亚大学圣塔芭芭拉分校University of California, Santa Barbara",UnitedStates,68.7,78.2,48.8,65.5,,212.5,免费评估
9,宾夕法尼亚大学University of Pennsylvania,UnitedStates,83.5,65.7,33.5,50.4,,211.9,免费评估
10,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,UnitedStates,76.4,66.8,28.4,60.4,,211.2,免费评估
11,康奈尔大学Cornell University,UnitedStates,61.7,95.9,41.5,59.1,,203.8,免费评估
12,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",UnitedStates,75.6,79.8,43.1,45.4,,203.1,免费评估
13,马里兰大学University of Maryland-College Park,UnitedStates,74.3,76.1,45.8,48.8,,202.8,免费评估
14,西北大学Northwestern University,UnitedStates,71.2,92.5,40.0,39.8,,196.9,免费评估
15,VU University Amsterdam,Netherlands,56.0,87.6,65.5,61.7,,196.1,免费评估
16,亚利桑那大学The University of Arizona,UnitedStates,64.8,69.3,32.3,60.4,,195.4,免费评估
17,The University of Georgia,UnitedStates,71.2,78.9,34.2,45.4,,195.1,免费评估
18,南加州大学University of Southern California,UnitedStates,72.9,75.2,42.0,43.6,,194.7,免费评估
19,"罗格斯大学Rutgers, The State University of New Jersey, New Brunswick",UnitedStates,66.3,73.1,35.8,43.6,,183.2,免费评估
20,"西雅图华盛顿大学University of Washington,Seattle Campus",UnitedStates,63.4,81.5,40.4,41.8,,181.7,免费评估
21,University of Zurich,Switzerland,58.8,79.2,72.4,45.4,,180.5,免费评估
22,"明尼苏达大学双城校区University of Minnesota,Twin Cities",UnitedStates,63.4,85.6,44.1,35.6,,177.9,免费评估
23,University of Munich,Germany,59.3,64.4,71.2,43.6,,171.9,免费评估
24,Nanyang Technological University,Singapore,66.3,60.5,70.0,33.3,,170.1,免费评估
25,普渡大学Purdue University,UnitedStates,65.2,62.4,43.7,35.6,,169.0,免费评估
26,University of Vienna,Austria,59.3,68.7,78.3,37.8,,168.9,免费评估
27,亚利桑那州立大学Arizona State University,UnitedStates,60.3,74.0,37.1,35.6,,166.8,免费评估
27,北卡罗来纳州大学教堂山分校University of North Carolina at Chapel Hill,UnitedStates,66.1,72.9,30.5,28.2,,166.8,免费评估
29,肯塔基大学University of Kentucky,UnitedStates,59.1,83.1,36.7,30.9,,164.7,免费评估
30,The University of Alabama - Tuscaloosa,UnitedStates,68.3,63.1,47.0,25.2,,163.9,免费评估
31,"加州大学戴维斯分校University of California,Davis",UnitedStates,49.9,68.5,37.2,48.8,,161.6,免费评估
32,哈佛大学Harvard University,UnitedStates,61.7,69.7,54.3,28.2,,161.1,免费评估
33,伦敦政治经济学院The London School of Economics and Political Science,UnitedKingdom,65.2,64.6,53.6,21.8,,157.3,免费评估
34,Texas Tech University,UnitedStates,65.0,43.3,68.3,30.9,,156.8,免费评估
35,"纽约州立大学水牛城分校University at Buffalo, the State University of New York",UnitedStates,49.0,81.9,37.8,37.8,,156.1,免费评估
36,昆士兰大学The University of Queensland,Australia,65.4,61.9,50.6,21.8,,156.0,免费评估
37,University of Oklahoma - Norman,UnitedStates,51.9,66.6,28.5,41.8,,155.8,免费评估
38,Ghent University,Belgium,59.8,79.2,45.8,21.8,,155.7,免费评估
39,Washington State University,UnitedStates,50.8,70.7,22.0,41.8,,155.5,免费评估
39,KU Leuven,Belgium,55.5,76.1,60.5,28.2,,155.5,免费评估
41,The Hebrew University of Jerusalem,Israel,52.2,64.6,49.1,39.8,,155.4,免费评估
42,爱荷华大学University of Iowa,UnitedStates,52.8,70.1,23.7,37.8,,154.4,免费评估
43,犹他大学University of Utah,UnitedStates,52.8,75.0,28.0,33.3,,152.8,免费评估
44,Louisiana State University - Baton Rouge,UnitedStates,53.1,58.6,59.6,37.8,,152.7,免费评估
45,牛津大学University of Oxford,UnitedKingdom,66.1,58.9,62.2,17.8,,152.6,免费评估
46,National University of Singapore,Singapore,59.8,50.6,55.3,30.9,,151.4,免费评估
47,University of Mannheim,Germany,41.9,84.4,62.5,39.8,,151.2,免费评估
47,斯坦福大学Stanford University,UnitedStates,47.2,99.0,56.8,25.2,,151.2,免费评估
49,University of Missouri - Columbia,UnitedStates,57.8,64.0,42.2,28.2,,151.1,免费评估
50,悉尼大学The University of Sydney,Australia,66.5,68.7,41.2,12.6,,150.9,免费评估
