Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,198.0,,3.26,83.0,100.0,免费评估
2,圣安德鲁斯大学University of St Andrews,211.0,4.55,3.24,77.0,98.2,免费评估
3,牛津大学University of Oxford,190.0,,3.23,80.0,98.1,免费评估
4,杜伦大学Durham University,186.0,4.17,3.18,85.0,97.1,免费评估
5,格拉斯哥大学University of Glasgow,195.0,4.1,3.23,79.0,96.5,免费评估
6,布里斯托大学University of Bristol,166.0,4.08,3.33,85.0,96.1,免费评估
7,"London School of Economics and Political Science, University of London",164.0,3.93,3.25,88.0,95.5,免费评估
8,兰卡斯特大学Lancaster University,153.0,4.11,3.08,88.0,95.4,免费评估
9,埃克塞特大学University of Exeter,161.0,4.07,3.05,83.0,94.8,免费评估
10,伯明翰大学University of Birmingham,148.0,4.05,3.04,86.0,94.4,免费评估
11,曼彻斯特大学The University of Manchester,164.0,4.22,2.95,78.0,94.4,免费评估
12,伦敦大学学院University College London,170.0,4.11,3.19,74.0,94.2,免费评估
13,拉夫堡大学Loughborough University,141.0,4.38,2.61,84.0,94.1,免费评估
14,利兹大学University of Leeds,151.0,3.96,3.07,83.0,93.9,免费评估
15,邓迪大学University of Dundee,180.0,4.17,2.85,73.0,93.8,免费评估
16,纽卡斯尔大学Newcastle University,144.0,4.13,3.17,81.0,93.8,免费评估
17,亚伯大学Aberystwyth University,126.0,4.25,3.03,84.0,93.5,免费评估
18,斯特林大学University of Stirling,169.0,4.15,2.74,73.0,93.3,免费评估
19,爱丁堡大学The University of Edinburgh,180.0,4.06,2.94,69.0,93.3,免费评估
20,诺丁汉大学University of Nottingham,135.0,4.11,2.92,81.0,93.0,免费评估
21,南安普顿大学University of Southampton,149.0,4.21,3.13,72.0,92.9,免费评估
22,谢菲尔德大学The University of Sheffield,147.0,4.21,3.05,75.0,92.7,免费评估
23,阿伯丁大学University of Aberdeen,179.0,4.02,2.77,68.0,92.6,免费评估
24,斯旺西大学Swansea University,125.0,4.2,2.98,80.0,92.6,免费评估
25,伦敦大学皇家霍洛威学院Royal Holloway University of London,135.0,4.3,3.26,72.0,92.5,免费评估
26,约克大学The University of York,147.0,4.12,2.8,77.0,92.3,免费评估
27,萨塞克斯大学University of Sussex,140.0,3.94,3.05,77.0,91.9,免费评估
28,利物浦大学The University of Liverpool,132.0,4.2,2.72,75.0,91.5,免费评估
29,卡迪夫大学Cardiff University,134.0,3.95,3.18,74.0,91.2,免费评估
30,莱斯特大学University of Leicester,129.0,4.03,2.78,76.0,91.2,免费评估
31,"King's College London, University of London",155.0,3.98,3.04,65.0,91.0,免费评估
32,利物浦霍普大学Liverpool Hope University,113.0,4.17,1.39,95.0,90.8,免费评估
33,University of East Anglia UEA,133.0,4.08,3.19,66.0,90.7,免费评估
34,格林威治大学The University of Greenwich,,4.14,2.46,79.0,90.6,免费评估
35,雷丁大学University of Reading,121.0,3.9,3.11,69.0,89.9,免费评估
36,伦敦大学玛丽女王学院Queen Mary University of London,125.0,3.85,3.13,69.0,89.9,免费评估
37,赫尔大学The University of Hull,110.0,4.22,2.96,70.0,89.9,免费评估
38,英国女王大学Queen's University Belfast,141.0,3.93,2.78,64.0,89.6,免费评估
39,班戈大学Bangor University,118.0,4.14,3.1,65.0,89.4,免费评估
40,索尔福德大学University of Salford,111.0,4.4,2.33,67.0,89.3,免费评估
41,考文垂大学Coventry University,113.0,4.38,2.55,74.0,89.1,免费评估
42,普利茅斯大学University of Plymouth,122.0,4.09,2.75,66.0,89.0,免费评估
43,"Northumbria University, Newcastle",133.0,4.3,2.55,61.0,88.9,免费评估
44,阿尔斯特大学University of Ulster,117.0,4.43,2.59,62.0,88.8,免费评估
45,朴茨茅斯大学University of Portsmouth,99.0,4.21,2.37,77.0,88.7,免费评估
46,曼彻斯特城市大学Manchester Metropolitan University,109.0,4.11,2.58,70.0,88.3,免费评估
47,基尔大学Keele University,120.0,4.3,2.57,62.0,88.2,免费评估
48,诺丁汉特伦特大学Nottingham Trent University,107.0,4.05,2.14,76.0,88.0,免费评估
49,德比大学University of Derby,103.0,4.19,1.9,78.0,87.9,免费评估
50,赫特福德大学University of Hertfordshire,79.0,4.03,2.41,74.0,87.0,免费评估
51,谢菲尔德哈莱姆大学Sheffield Hallam University,105.0,4.11,3.13,60.0,86.9,免费评估
52,格罗斯特大学University of Gloucestershire,107.0,4.27,2.14,60.0,86.9,免费评估
53,牛津布鲁克斯大学Oxford Brookes University,117.0,3.94,2.38,58.0,86.6,免费评估
54,切斯特大学University of Chester,106.0,4.09,1.58,67.0,86.4,免费评估
55,"Bristol, University of the West of England",102.0,4.3,2.23,63.0,86.4,免费评估
56,金斯顿大学Kingston University,82.0,3.9,2.38,73.0,85.9,免费评估
57,University of the Highlands and Islands (UHI),111.0,4.04,2.33,60.0,85.9,免费评估
58,中央兰开夏大学University of Central Lancashire,106.0,4.12,2.09,57.0,85.7,免费评估
59,伍斯特大学University of Worcester,104.0,4.2,2.07,56.0,85.4,免费评估
60,利物浦约翰摩尔斯大学Liverpool John Moores University,119.0,4.25,,66.0,85.4,免费评估
61,斯塔福德郡大学Staffordshire University,91.0,4.6,,68.0,85.4,免费评估
62,坎特伯雷大学Canterbury Christ Church University,108.0,4.28,2.14,49.0,85.3,免费评估
63,北安普顿大学The University of Northampton,90.0,4.04,2.24,58.0,85.3,免费评估
64,伯恩茅斯大学Bournemouth University,95.0,4.02,2.65,54.0,85.1,免费评估
65,哥比亚大学University of Cumbria,112.0,3.96,1.78,63.0,85.1,免费评估
66,布莱顿大学University of Brighton,101.0,4.3,2.59,51.0,84.7,免费评估
67,利兹贝克特大学Leeds Beckett University,93.0,4.01,2.3,62.0,84.7,免费评估
68,艾芝西尔大学Edge Hill University,110.0,3.8,1.83,62.0,84.5,免费评估
69,约克圣约翰大学York St John University,91.0,4.28,,,83.0,免费评估
70,温切斯特大学University of Winchester,101.0,4.02,,,82.6,免费评估
71,南威尔士大学The University of South Wales,97.0,4.33,,50.0,81.8,免费评估
72,巴斯斯巴大学Bath Spa University,86.0,3.55,,53.0,79.1,免费评估
