Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,New York University,UnitedStates,100.0,90.4,65.3,97.3,,299.0,免费评估
2,Harvard University,UnitedStates,88.2,88.3,62.7,97.3,,280.0,免费评估
3,University of Pennsylvania,UnitedStates,84.9,99.7,64.4,95.9,,279.5,免费评估
4,Columbia University,UnitedStates,93.2,83.1,63.4,89.4,,277.2,免费评估
5,University of Chicago,UnitedStates,78.7,100.0,54.6,100.0,,273.6,免费评估
6,Massachusetts Institute of Technology (MIT),UnitedStates,82.1,86.1,52.3,85.6,,257.1,免费评估
7,"University of California, Berkeley",UnitedStates,84.0,78.9,66.2,78.3,,250.3,免费评估
8,伦敦政治经济学院The London School of Economics and Political Science,UnitedKingdom,91.3,71.4,80.1,65.3,,245.9,免费评估
9,University of Toronto,Canada,83.8,75.4,88.9,71.2,,243.5,免费评估
10,Stanford University,UnitedStates,69.7,95.7,61.7,74.8,,233.5,免费评估
11,University of Washington,UnitedStates,65.5,96.1,60.1,79.2,,231.4,免费评估
12,Tilburg University,Netherlands,76.4,94.8,91.4,58.9,,230.0,免费评估
13,牛津大学University of Oxford,UnitedKingdom,81.8,77.1,84.5,60.0,,229.7,免费评估
14,University of Southern California,UnitedStates,64.3,100.0,61.2,76.6,,229.2,免费评估
15,Indiana University Bloomington,UnitedStates,74.2,86.6,56.4,68.3,,228.5,免费评估
16,Cornell University,UnitedStates,78.4,75.4,61.0,63.2,,224.6,免费评估
17,The University of Texas at Austin,UnitedStates,72.7,79.0,61.2,69.3,,224.0,免费评估
18,The University of New South Wales,Australia,86.1,75.9,76.2,49.0,,223.7,免费评估
19,伦敦商学院London Business School,UnitedKingdom,56.2,100.0,95.1,76.6,,220.4,免费评估
20,Northwestern University,UnitedStates,61.6,93.5,60.2,74.8,,220.1,免费评估
21,University of Michigan-Ann Arbor,UnitedStates,68.2,88.4,57.0,67.3,,219.5,免费评估
22,The Ohio State University - Columbus,UnitedStates,62.1,89.6,58.3,74.8,,218.6,免费评估
23,Duke University,UnitedStates,58.3,100.0,45.5,75.7,,217.8,免费评估
23,University of North Carolina at Chapel Hill,UnitedStates,61.1,87.4,49.3,77.5,,217.8,免费评估
25,伦敦城市大学City University London,UnitedKingdom,80.7,63.6,82.6,54.2,,215.2,免费评估
26,The University of Hong Kong,China-HongKong,73.6,72.3,72.2,61.1,,214.8,免费评估
27,"University of Minnesota, Twin Cities",UnitedStates,64.8,78.4,54.5,64.3,,206.1,免费评估
28,Boston College,UnitedStates,57.6,94.8,59.6,66.3,,206.0,免费评估
29,University of Illinois at Urbana-Champaign,UnitedStates,64.5,81.9,61.6,61.1,,205.0,免费评估
30,Erasmus University Rotterdam,Netherlands,76.0,68.7,85.0,46.2,,203.0,免费评估
31,The University of Melbourne,Australia,81.0,55.8,85.0,44.7,,202.6,免费评估
32,"University of Maryland, College Park",UnitedStates,58.9,81.2,66.8,62.2,,197.7,免费评估
33,The Hong Kong University of Science and Technology,China-HongKong,68.9,61.7,75.3,54.2,,195.9,免费评估
34,Bocconi University,Italy,66.6,69.4,82.1,52.9,,195.8,免费评估
35,"University of California, Los Angeles",UnitedStates,54.9,84.9,66.0,64.3,,195.6,免费评估
36,Princeton University,UnitedStates,61.1,74.1,55.3,58.9,,193.2,免费评估
37,Washington University in St. Louis,UnitedStates,56.0,83.9,71.0,58.9,,191.9,免费评估
38,Singapore Management University,Singapore,64.3,78.4,90.6,46.2,,190.9,免费评估
39,Yale University,UnitedStates,58.9,73.2,55.7,60.0,,190.5,免费评估
40,Monash University,Australia,84.0,63.8,78.7,23.1,,188.8,免费评估
41,National University of Singapore,Singapore,74.6,59.4,92.6,36.5,,187.3,免费评估
42,Tsinghua University,China,57.0,80.9,85.1,51.6,,186.1,免费评估
43,Copenhagen Business School,Denmark,53.5,94.5,83.3,49.0,,184.7,免费评估
44,City University of Hong Kong,China-HongKong,66.2,76.7,86.3,38.3,,184.5,免费评估
45,剑桥大学University of Cambridge,UnitedKingdom,75.8,56.6,80.2,32.7,,182.7,免费评估
46,Pennsylvania State University - University Park,UnitedStates,65.5,68.9,65.7,43.2,,182.4,免费评估
47,The Chinese University of Hong Kong,China-HongKong,65.7,81.1,84.6,34.6,,182.2,免费评估
48,Arizona State University,UnitedStates,52.9,84.8,62.0,54.2,,182.1,免费评估
49,The University of Texas at Dallas,UnitedStates,52.6,89.7,74.8,50.3,,181.6,免费评估
50,University of Notre Dame,UnitedStates,46.5,100.0,61.1,54.2,,180.0,免费评估
