Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,86.60%,86.90%,70.30%,636,87.50%,100.0,免费评估
2,牛津大学University of Oxford,79.60%,85.00%,63.10%,594,91.10%,97.3,免费评估
3,杜伦大学Durham University,88.00%,92.80%,49.10%,563,83.00%,95.8,免费评估
4,约克大学The University of York,91.30%,94.70%,44.60%,486,86.40%,95.3,免费评估
5,圣安德鲁斯大学University of St Andrews,80.90%,88.30%,50.30%,513,83.90%,93.0,免费评估
6,华威大学The University of Warwick,87.10%,90.20%,50.80%,438,82.40%,92.6,免费评估
7,利物浦大学The University of Liverpool,84.50%,91.20%,55.60%,401,83.40%,92.2,免费评估
8,帝国理工学院Imperial College London,73.40%,83.30%,54.60%,536,85.00%,92.1,免费评估
9,曼彻斯特大学The University of Manchester,85.10%,89.80%,46.00%,461,77.90%,91.1,免费评估
10,萨塞克斯大学University of Sussex,90.90%,89.10%,25.80%,390,89.50%,90.9,免费评估
11,南安普顿大学University of Southampton,82.90%,88.00%,50.70%,414,81.20%,90.6,免费评估
11,诺丁汉大学University of Nottingham,81.00%,85.50%,48.50%,435,82.90%,90.6,免费评估
13,赫瑞瓦特大学Heriot Watt University,90.20%,87.60%,34.20%,407,83.20%,90.5,免费评估
14,巴斯大学University of Bath,86.00%,87.70%,43.00%,435,79.40%,90.4,免费评估
15,伦敦大学学院University College London,73.30%,77.40%,56.00%,498,82.00%,90.0,免费评估
16,萨里大学University of Surrey,85.40%,90.20%,30.80%,430,83.30%,89.9,免费评估
17,伯明翰大学University of Birmingham,81.70%,84.50%,37.30%,448,84.10%,89.8,免费评估
18,谢菲尔德大学The University of Sheffield,83.30%,90.90%,38.90%,416,81.00%,89.7,免费评估
18,布里斯托大学University of Bristol,79.20%,85.40%,56.60%,486,71.70%,89.7,免费评估
20,基尔大学Keele University,93.70%,92.20%,41.10%,342,76.40%,89.6,免费评估
20,格拉斯哥大学University of Glasgow,77.80%,80.90%,41.10%,458,85.70%,89.6,免费评估
22,拉夫堡大学Loughborough University,93.00%,96.10%,23.90%,354,82.00%,89.4,免费评估
23,莱斯特大学University of Leicester,91.50%,93.60%,32.80%,392,76.10%,89.3,免费评估
23,爱丁堡大学The University of Edinburgh,72.10%,75.80%,48.40%,485,85.80%,89.3,免费评估
25,兰卡斯特大学Lancaster University,86.40%,86.10%,37.50%,404,,89.2,免费评估
26,英国女王大学Queen's University Belfast,76.10%,86.80%,34.70%,394,89.50%,88.6,免费评估
27,利兹大学University of Leeds,79.10%,87.00%,35.90%,439,77.50%,87.7,免费评估
27,东英吉利大学University of East Anglia,79.80%,85.50%,39.20%,438,76.00%,87.7,免费评估
29,卡迪夫大学Cardiff University,77.40%,85.70%,30.90%,374,88.00%,87.5,免费评估
30,纽卡斯尔大学Newcastle University,81.40%,87.80%,28.50%,413,75.10%,86.2,免费评估
31,诺丁汉特伦特大学Nottingham Trent University,86.10%,90.70%,24.10%,292,82.10%,86.0,免费评估
32,阿斯顿大学Aston University,90.60%,82.20%,20.60%,381,75.00%,85.8,免费评估
33,University of Strathclyde,65.20%,68.50%,40.10%,452,84.20%,84.9,免费评估
34,班戈大学Bangor University,84.60%,88.50%,19.10%,327,77.90%,84.6,免费评估
35,谢菲尔德哈莱姆大学Sheffield Hallam University,90.70%,95.40%,,296,81.20%,84.5,免费评估
36,赫尔大学The University of Hull,79.60%,89.00%,24.20%,332,77.30%,84.2,免费评估
37,中央兰开夏大学University of Central Lancashire,85.00%,85.90%,11.70%,288,82.60%,83.8,免费评估
38,阿伯丁大学University of Aberdeen,84.00%,83.90%,31.60%,422,61.20%,83.7,免费评估
39,肯特大学University of Kent,85.40%,87.80%,27.50%,330,68.70%,83.6,免费评估
40,伦敦大学玛丽女王学院Queen Mary University of London,72.30%,77.10%,37.00%,378,75.80%,83.5,免费评估
41,利物浦约翰摩尔斯大学Liverpool John Moores University,84.50%,84.50%,6.00%,338,79.70%,83.2,免费评估
42,南威尔士大学The University of South Wales,81.50%,90.60%,,285,86.20%,82.9,免费评估
43,普利茅斯大学University of Plymouth,80.70%,86.40%,25.30%,296,72.90%,82.5,免费评估
44,Northumbria University,88.60%,90.20%,14.00%,340,64.20%,82.2,免费评估
45,雷丁大学University of Reading,78.60%,82.40%,27.30%,325,71.10%,82.0,免费评估
46,格林威治大学The University of Greenwich,85.10%,85.90%,7.40%,305,72.50%,81.3,免费评估
47,布拉德福德大学University of Bradford,83.90%,86.90%,9.50%,269,74.30%,81.0,免费评估
48,布莱顿大学University of Brighton,80.50%,87.50%,4.80%,320,73.00%,80.6,免费评估
49,哈德斯菲尔德大学University of Huddersfield,76.90%,75.70%,11.00%,309,76.80%,79.8,免费评估
50,Manchester Metropolitan University,78.60%,80.30%,16.30%,327,67.60%,79.7,免费评估
51,西苏格兰大学University of the West of Scotland,80.00%,86.50%,29.00%,302,52.60%,78.2,免费评估
52,金斯顿大学Kingston University,70.20%,71.80%,2.60%,246,71.10%,74.3,免费评估
53,伦敦都市大学London Metropolitan University,81.70%,87.80%,,233*,52.00%,73.6,免费评估
