Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,85%,5.5/9,567.0,94.00%,100.0,免费评估
2,帝国理工学院Imperial College London,72%,5.3/9,507.0,100.00%,93.6,免费评估
3,巴斯大学University of Bath,86%,3.9/9,437.0,95.00%,91.7,免费评估
4,谢菲尔德大学The University of Sheffield,84%,3.9/9,466.0,91.00%,91.0,免费评估
5,布里斯托大学University of Bristol,82%,4.1/9,448.0,94.00%,90.6,免费评估
6,邓迪大学University of Dundee,85%,3.6/9,344.0,100.00%,89.2,免费评估
7,卡迪夫大学Cardiff University,83%,4.3/9,374.0,92.00%,88.5,免费评估
7,杜伦大学Durham University,78%,2.7/9,513.0,98.00%,88.5,免费评估
9,拉夫堡大学Loughborough University,89%,3.1/9,378.0,91.00%,87.6,免费评估
10,萨里大学University of Surrey,83%,3.4/9,355.0,96.00%,86.7,免费评估
11,诺丁汉大学University of Nottingham,82%,4.2/9,368.0,88.00%,86.6,免费评估
12,南安普顿大学University of Southampton,76%,4.1/9,432.0,90.00%,86.3,免费评估
13,纽卡斯尔大学Newcastle University,83%,4.0/9,358.0,87.00%,85.8,免费评估
14,The Queen's,77%,3.7/9,374.0,95.00%,85.5,免费评估
15,曼彻斯特大学The University of Manchester,75%,3.6/9,413.0,93.00%,84.9,免费评估
16,斯旺西大学Swansea University,75%,5.0/9,308.0,91.00%,84.8,免费评估
17,爱丁堡大学The University of Edinburgh,75%,3.0/9,421.0,94.00%,83.8,免费评估
18,伦敦大学学院University College London,75%,3.0/9,441.0,89.00%,83.1,免费评估
19,华威大学The University of Warwick,75%,3.6/9,386.0,89.00%,82.5,免费评估
20,伦敦城市大学City University London,82%,2.4/9,299.0,97.00%,82.0,免费评估
21,伯明翰大学University of Birmingham,72%,2.9/9,385.0,91.00%,80.0,免费评估
22,利兹大学University of Leeds,75%,2.7/9,369.0,89.00%,79.6,免费评估
23,埃克塞特大学University of Exeter,81%,2.7/9,353.0,82.00%,79.4,免费评估
24,阿伯丁大学University of Aberdeen,74%,3.2/9,294.0,93.00%,79.3,免费评估
25,利物浦大学The University of Liverpool,70%,3.2/9,376.0,86.00%,78.1,免费评估
26,赫瑞瓦特大学Heriot Watt University,76%,2.3/9,347.0,86.00%,77.4,免费评估
27,诺丁汉特伦特大学Nottingham Trent University,82%,1.3/9,245.0,96.00%,76.5,免费评估
28,格拉斯哥大学University of Glasgow,65%,2.8/9,365.0,91.00%,75.6,免费评估
29,普利茅斯大学University of Plymouth,81%,2.7/9,257.0,80.00%,75.5,免费评估
30,思克莱德大学University of Strathclyde,66%,1.8/9,396.0,89.00%,74.0,免费评估
31,朴茨茅斯大学University of Portsmouth,82%,,251.0,95.00%,73.0,免费评估
32,Edin Napier,73%,1.7/9,245.0,94.00%,72.9,免费评估
33,格林威治大学The University of Greenwich,90%,1.7/9,251.0,64.00%,71.9,免费评估
34,索尔福德大学University of Salford,76%,3.7/9,243.0,65.00%,71.4,免费评估
35,金斯顿大学Kingston University,83%,1.5/9,192.0,81.00%,71.3,免费评估
36,布莱顿大学University of Brighton,78%,1.7/9,210.0,,69.5,免费评估
37,格拉摩根大学University of Glamorgan,61%,2.5/9,,88.00%,69.2,免费评估
38,布拉德福德大学University of Bradford,68%,2.3/9,274.0,78.00%,69.1,免费评估
39,诺桑比亚大学Northumbria University,63%,2.2/9,253.0,82.00%,67.0,免费评估
40,阿尔斯特大学University of Ulster,70%,,249.0,88.00%,65.6,免费评估
41,考文垂大学Coventry University,71%,1.0/9,260.0,76.00%,65.5,免费评估
42,阿伯泰邓迪大学University of Abertay Dundee,,,256.0,77.00%,62.6,免费评估
43,利物浦约翰摩尔斯大学Liverpool John Moores University,69%,,265.0,77.00%,62.3,免费评估
44,蒂赛德大学Teesside University,76%,,246.0,61.00%,60.0,免费评估
45,Leeds Met,67%,,251.0,57.00%,55.2,免费评估
