Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,杜伦大学Durham University,81.4%,74.1%,64.9%,213,90.8%,100.0,免费评估
2,南安普顿大学University of Southampton,91.9%,89.6%,70.7%,168,85.5%,99.4,免费评估
3,曼彻斯特大学The University of Manchester,,,56.3%,210,80.7%,97.6,免费评估
4,伯明翰大学University of Birmingham,82.6%,81.6%,50.7%,193,86.3%,96.1,免费评估
5,牛津大学University of Oxford,,,66.3%,199,73.4%,95.7,免费评估
6,格拉斯哥大学University of Glasgow,84.2%,82.2%,46.0%,208,77.6%,95.4,免费评估
7,伦敦大学皇家霍洛威学院Royal Holloway University of London,84.7%,80.5%,55.0%,191,72.8%,94.0,免费评估
7,卡迪夫大学Cardiff University,91.2%,90.6%,47.0%,173,74.1%,94.0,免费评估
9,诺丁汉大学University of Nottingham,89.3%,84.8%,55.4%,168,73.5%,93.5,免费评估
10,爱丁堡大学The University of Edinburgh,81.7%,78.0%,48.0%,214,69.5%,93.4,免费评估
11,利兹大学University of Leeds,80.6%,77.9%,44.2%,188,82.6%,93.0,免费评估
12,布里斯托大学University of Bristol,84.2%,81.5%,48.0%,192,70.6%,92.5,免费评估
13,剑桥大学University of Cambridge,,,48.0%,202,89.0%,91.6,免费评估
14,谢菲尔德大学The University of Sheffield,,,60.0%,146,72.3%,89.7,免费评估
15,阿伯丁大学University of Aberdeen,79.5%,75.2%,32.0%,193,72.7%,89.2,免费评估
16,约克大学The University of York,81.5%,82.9%,37.1%,167,74.3%,89.0,免费评估
17,龙比亚大学Napier University,91.6%,86.6%,,184,75.4%,88.2,免费评估
18,伦敦国王学院King's College London,78.0%,67.7%,43.5%,170,72.9%,87.6,免费评估
19,萨里大学University of Surrey,79.1%,75.4%,27.2%,178,74.9%,87.4,免费评估
20,班戈大学Bangor University,91.0%,87.5%,24.7%,140,71.7%,86.8,免费评估
21,利物浦大学The University of Liverpool,92.9%,84.5%,15.5%,117,86.7%,86.7,免费评估
22,纽卡斯尔大学Newcastle University,72.7%,66.9%,40.8%,169,75.9%,86.4,免费评估
23,伦敦大学亚非学院SOAS University of London,,,60.0%,131,58.3%,86.3,免费评估
24,伦敦城市大学City University London,88.9%,84.2%,34.0%,154,60.0%,86.1,免费评估
25,阿尔斯特大学University of Ulster,97.3%,97.7%,40.0%,129,50.3%,85.9,免费评估
26,皇家音乐学院Royal College of Music,83.8%,81.4%,10.9%,126,92.6%,85.8,免费评估
27,英国皇家北方音乐学院Royal Northern College of Music,83.7%,84.9%,12.3%,124,88.9%,85.3,免费评估
28,牛津布鲁克斯大学Oxford Brookes University,79.7%,86.4%,30.2%,140,72.9%,85.1,免费评估
29,苏格兰皇家音乐学院Royal Conservatoire of Scotland,74.8%,73.5%,11.3%,160,87.1%,84.9,免费评估
29,伯明翰城市大学Birmingham City University,90.4%,82.8%,11.6%,136,76.4%,84.9,免费评估
31,皇家音乐学院Royal College of Music,74.1%,65.4%,23.9%,135,93.4%,84.7,免费评估
32,基尔大学Keele University,86.5%,87.8%,41.7%,121,62.6%,84.5,免费评估
32,考文垂大学Coventry University,85.1%,83.4%,18.1%,130*,77.8%,84.5,免费评估
34,伦敦大学金史密斯学院Goldsmiths University of London,77.8%,70.7%,51.1%,132,67.7%,84.3,免费评估
35,哈德斯菲尔德大学University of Huddersfield,83.4%,80.1%,28.0%,123,73.6%,83.7,免费评估
