Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,87.2%,88.3%,49.0%,560,73.8%,100.0,免费评估
2,埃克塞特大学University of Exeter,87.4%,88.8%,45.6%,510,,98.7,免费评估
3,牛津大学University of Oxford,82.3%,87.5%,39.7%,539,76.2%,97.1,免费评估
4,考陶尔德艺术学院Courtauld Institute of Art,80.1%,87.3%,66.0%,445,72.5%,96.9,免费评估
5,约克大学The University of York,87.0%,88.5%,53.2%,433,62.1%,95.6,免费评估
6,圣安德鲁斯大学University of St Andrews,87.2%,86.9%,42.1%,477,65.2%,95.5,免费评估
7,东英吉利大学University of East Anglia,88.8%,92.5%,36.9%,428,69.6%,95.4,免费评估
8,伦敦大学学院University College London,82.3%,82.9%,44.7%,497,69.4%,95.1,免费评估
9,华威大学The University of Warwick,83.2%,81.8%,53.0%,459,67.0%,95.0,免费评估
10,莱斯特大学University of Leicester,82.9%,84.9%,42.0%,396*,84.8%,94.9,免费评估
11,埃塞克斯大学University of Essex,86.5%,88.3%,46.9%,,61.9%,94.7,免费评估
12,伯明翰大学University of Birmingham,85.0%,84.1%,43.7%,384,74.3%,93.7,免费评估
13,曼彻斯特大学The University of Manchester,84.6%,86.3%,54.0%,370,63.3%,93.3,免费评估
14,格拉斯哥大学University of Glasgow,84.3%,86.0%,37.2%,416,66.9%,92.6,免费评估
15,肯特大学University of Kent,85.3%,85.9%,44.3%,326,73.4%,92.5,免费评估
16,埃塞克斯大学University of Essex,83.2%,87.3%,25.2%,392,77.8%,91.9,免费评估
17,爱丁堡大学The University of Edinburgh,74.8%,81.8%,27.9%,480,75.9%,91.1,免费评估
18,伦敦大学亚非学院SOAS University of London,80.2%,82.4%,40.9%,415,62.5%,90.8,免费评估
19,利兹大学University of Leeds,84.8%,84.6%,30.0%,396,57.2%,89.7,免费评估
20,诺丁汉大学University of Nottingham,83.9%,84.1%,30.9%,374,58.0%,89.1,免费评估
21,牛津布鲁克斯大学Oxford Brookes University,91.6%,88.8%,35.0%,325,39.0%,88.4,免费评估
22,布拉德福德大学University of Bradford,70.0%,67.6%,28.3%,453,67.9%,86.1,免费评估
23,阿伯丁大学University of Aberdeen,79.7%,80.3%,36.1%,,47.7%,85.8,免费评估
24,伦敦大学金史密斯学院Goldsmiths University of London,79.3%,72.5%,25.9%,409,51.9%,85.7,免费评估
25,亚伯大学Aberystwyth University,82.2%,80.3%,21.6%,,46.7%,84.7,免费评估
26,普利茅斯大学University of Plymouth,87.2%,84.1%,14.7%,274,52.9%,84.6,免费评估
27,Manchester Metropolitan University,87.7%,84.7%,9.7%,359*,33.3%,83.5,免费评估
28,利物浦约翰摩尔斯大学Liverpool John Moores University,83.5%,83.5%,7.2%,,42.9%,83.1,免费评估
29,布莱顿大学University of Brighton,84.0%,75.1%,13.1%,271,48.7%,81.7,免费评估
