Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,拉夫堡大学Loughborough University,84.0,1.1,412.0,72,100.0,免费评估
2,伯明翰大学University of Birmingham,83.0,1.1,399.0,65,96.3,免费评估
2,格拉斯哥大学University of Glasgow,87.0,1.0,442.0,58,96.3,免费评估
4,埃克塞特大学University of Exeter,89.0,0.6,399.0,73,96.1,免费评估
5,杜伦大学Durham University,80.0,0.9,392.0,70,93.9,免费评估
6,爱丁堡大学The University of Edinburgh,69.0,0.8,405.0,79,90.2,免费评估
7,巴斯大学University of Bath,84.0,0.7,368.0,61,89.3,免费评估
8,斯特林大学University of Stirling,83.0,0.7,373.0,58,88.5,免费评估
9,谢菲尔德哈莱姆大学Sheffield Hallam University,82.0,0.6,330.0,68,87.9,免费评估
10,阿伯丁大学University of Aberdeen,84.0,0.4,419.0,53,86.6,免费评估
11,利兹大学University of Leeds,86.0,0.5,395.0,49,86.1,免费评估
12,东英吉利大学University of East Anglia,87.0,,352.0,67,85.1,免费评估
12,朴茨茅斯大学University of Portsmouth,87.0,0.9,296.0,48,85.1,免费评估
14,利兹都会大学Leeds Metropolitan University,80.0,0.7,284.0,63,84.2,免费评估
14,思克莱德大学University of Strathclyde,81.0,0.9,,53,84.2,免费评估
16,赫特福德大学University of Hertfordshire,80.0,0.5,321.0,66,84.1,免费评估
17,布鲁内尔大学Brunel University,75.0,0.7,345.0,60,83.1,免费评估
18,利物浦约翰摩尔斯大学Liverpool John Moores University,78.0,1.0,269.0,55,82.9,免费评估
19,埃塞克斯大学University of Essex,83.0,0.5,341.0,52,82.6,免费评估
19,阿尔斯特大学University of Ulster,89.0,0.4,300.0,51,82.6,免费评估
21,亚伯大学Aberystwyth University,94.0,0.2,251.0,58,82.4,免费评估
22,布莱顿大学University of Brighton,82.0,0.6,255.0,62,81.8,免费评估
23,切斯特大学University of Chester,75.0,0.4,270.0,74,80.6,免费评估
24,哈德斯菲尔德大学University of Huddersfield,83.0,,258.0,73,80.1,免费评估
25,哥比亚大学University of Cumbria,81.0,,268.0,72,79.4,免费评估
26,班戈大学Bangor University,82.0,0.6,265.0,52,79.1,免费评估
26,奇切斯特大学University of Chichester,83.0,0.3,301.0,53,79.1,免费评估
26,赫瑞瓦特大学Heriot Watt University,76.0,0.5,347.0,53,79.1,免费评估
29,肯特大学University of Kent,75.0,0.8,263.0,57,79.0,免费评估
30,卡迪夫都市大学Cardiff Metropolitan University,83.0,0.4,268.0,55,78.5,免费评估
30,中央兰开夏大学University of Central Lancashire,84.0,,305.0,59,78.5,免费评估
32,斯旺西大学Swansea University,83.0,0.0,333.0,55,78.2,免费评估
33,赫尔大学The University of Hull,82.0,0.1,262.0,64,77.9,免费评估
34,伯恩茅斯大学Bournemouth University,82.0,,323.0,56,77.4,免费评估
34,格罗斯特大学University of Gloucestershire,81.0,0.1,312.0,57,77.4,免费评估
34,诺桑比亚大学Northumbria University,73.0,0.3,303.0,64,77.4,免费评估
37,曼彻斯特城市大学Manchester Metropolitan University,73.0,0.4,252.0,67,77.0,免费评估
38,索尔福德大学University of Salford,87.0,0.5,292.0,36,76.9,免费评估
39,林肯大学University of Lincoln,83.0,,296.0,56,76.4,免费评估
39,米德塞斯大学Middlesex University,76.0,,206.0,81,76.4,免费评估
41,斯塔福德郡大学Staffordshire University,85.0,0.2,169.0,62,75.6,免费评估
42,邓迪大学University of Dundee,82.0,,405.0,35,74.8,免费评估
43,考文垂大学Coventry University,71.0,0.2,287.0,67,74.6,免费评估
44,Newman University College,80.0,0.0,229.0,64,74.5,免费评估
45,蒂赛德大学Teesside University,84.0,,273.0,51,74.3,免费评估
46,Leeds Trinity University College,76.0,,237.0,68,74.2,免费评估
47,牛津布鲁克斯大学Oxford Brookes University,82.0,,320.0,46,74.0,免费评估
48,龙比亚大学Napier University,80.0,,309.0,50,73.9,免费评估
49,桑德兰大学University of Sunderland,80.0,0.4,259.0,44,73.6,免费评估
49,南安普顿索伦特大学Southampton Solent University,88.0,,263.0,44,73.6,免费评估
51,格林威治大学The University of Greenwich,75.0,,264.0,64,73.5,免费评估
52,英国圣玛丽大学学院St Mary's University College,78.0,0.1,256.0,57,73.3,免费评估
53,温切斯特大学University of Winchester,83.0,,245.0,53,73.1,免费评估
54,诺丁汉特伦特大学Nottingham Trent University,78.0,0.0,271.0,55,72.4,免费评估
55,伍斯特大学University of Worcester,76.0,,287.0,54,71.9,免费评估
56,西英格兰大学University of the West of England,79.0,,238.0,55,71.6,免费评估
57,格林多大学Glyndwr University,92.0,,167.0,45,71.2,免费评估
58,阿伯泰邓迪大学University of Abertay Dundee,,,248.0,55,70.9,免费评估
59,罗汉普顿大学Roehampton University,70.0,0.0,220.0,69,70.3,免费评估
60,伦敦都市大学London Metropolitan University,75.0,,221.0,58,69.5,免费评估
61,剑桥安鲁大学Anglia Ruskin University,73.0,,167.0,68,68.9,免费评估
62,艾芝西尔大学Edge Hill University,79.0,,273.0,41,68.7,免费评估
63,西苏格兰大学University of the West of Scotland,75.0,,283.0,46,68.4,免费评估
64,伦敦南岸大学London South Bank University,73.0,0.4,210.0,46,67.9,免费评估
65,金斯顿大学Kingston University,71.0,,253.0,55,67.6,免费评估
66,格拉摩根大学University of Glamorgan,77.0,0.3,246.0,35,67.1,免费评估
67,东伦敦大学University of East London,76.0,,172.0,55,66.5,免费评估
68,贝德福德大学University of Bedfordshire,66.0,0.3,215.0,53,66.1,免费评估
68,普利茅斯大学University of Plymouth,79.0,0.0,205.0,44,66.1,免费评估
70,德比大学University of Derby,70.0,,242.0,51,65.7,免费评估
70,约克圣约翰大学York St John University,75.0,0.0,235.0,45,65.7,免费评估
72,普利茅斯大学University of Plymouth,68.0,,272.0,50,65.5,免费评估
73,坎特伯雷大学Canterbury Christ Church University,77.0,0.2,175.0,42,64.9,免费评估
74,北安普顿大学The University of Northampton,75.0,,205.0,47,64.8,免费评估
74,罗伯特高登大学The Robert Gordon University,64.0,,316.0,47,64.8,免费评估
76,纽波特大学University of Wales Newport,79.0,,192.0,41,64.6,免费评估
77,新白金汉大学Buckinghamshire New University,65.0,0.1,199.0,43,58.6,免费评估
78,波尔顿大学University of Bolton,64.0,,187.0,44,57.5,免费评估
