Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,萨塞克斯大学University of Sussex,84.30%,84.60%,45.60%,138,79.20%,100.0,免费评估
2,伯明翰大学University of Birmingham,73.60%,71.10%,48.80%,159,78.90%,98.9,免费评估
3,曼彻斯特大学The University of Manchester,,,49.10%,157,65.50%,98.6,免费评估
4,肯特大学University of Kent,89.10%,84.80%,47.30%,112,59.50%,95.1,免费评估
5,东英吉利大学University of East Anglia,79.80%,78.10%,33.10%,157,50.10%,93.0,免费评估
6,埃塞克斯大学University of Essex,74.00%,75.10%,46.90%,131,52.20%,91.2,免费评估
7,朴茨茅斯大学University of Portsmouth,88.60%,85.60%,32.20%,105,59.60%,91.1,免费评估
8,伦敦大学金史密斯学院Goldsmiths University of London,81.60%,70.30%,34.90%,140*,51.6%*,91.0,免费评估
9,诺丁汉大学University of Nottingham,65.60%,64.40%,39.90%,141,71.90%,90.8,免费评估
10,赫尔大学The University of Hull,84.30%,81.00%,26.10%,120,64.20%,90.7,免费评估
11,莱斯特大学University of Leicester,71.40%,68.00%,34.30%,125,68.90%,89.2,免费评估
12,斯旺西大学Swansea University,81.40%,77.00%,18.50%,117,69.50%,88.4,免费评估
13,基尔大学Keele University,78.70%,77.70%,29.80%,125,50.90%,88.1,免费评估
14,利物浦大学The University of Liverpool,,,33.40%,,39.30%,87.6,免费评估
15,温切斯特大学University of Winchester,86.10%,81.00%,,111,53.10%,82.7,免费评估
16,德比大学University of Derby,83.30%,89.10%,13.50%,108,32.00%,82.1,免费评估
17,坎特伯雷大学Canterbury Christ Church University,88.00%,77.20%,16.30%,96,35.80%,81.5,免费评估
18,约克圣约翰大学York St John University,90.90%,83.50%,,100,32.00%,79.4,免费评估
