Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,帝国理工学院Imperial College London,539.0,4.85,2.95,88.0,100.0,免费评估
2,剑桥大学University of Cambridge,555.0,4.27,3.3,86.0,99.7,免费评估
3,牛津大学University of Oxford,603.0,3.83,3.2,86.0,99.1,免费评估
4,杜伦大学Durham University,498.0,4.05,2.8,92.0,96.7,免费评估
5,圣安德鲁斯大学University of St Andrews,488.0,4.32,2.75,90.0,96.7,免费评估
6,"伦敦大学伯克贝克学院Birkbeck, University Of London",,3.97,3.05,,93.3,免费评估
7,爱丁堡大学The University of Edinburgh,521.0,3.86,2.8,74.0,92.9,免费评估
8,利物浦大学The University of Liverpool,406.0,4.18,2.85,78.0,92.2,免费评估
9,阿伯丁大学University of Aberdeen,417.0,3.94,2.65,84.0,92.1,免费评估
10,南安普顿大学University of Southampton,429.0,4.22,2.85,72.0,91.6,免费评估
11,布里斯托大学University of Bristol,474.0,3.96,2.95,68.0,91.5,免费评估
12,格拉斯哥大学University of Glasgow,490.0,4.26,2.5,70.0,91.2,免费评估
13,埃克塞特大学University of Exeter,409.0,4.4,2.05,86.0,91.0,免费评估
14,伦敦大学皇家霍洛威学院Royal Holloway University of London,361.0,4.21,2.9,76.0,91.0,免费评估
15,利兹大学University of Leeds,411.0,4.01,2.8,72.0,90.3,免费评估
16,伦敦大学学院University College London,458.0,3.93,3.05,62.0,90.1,免费评估
17,莱斯特大学University of Leicester,411.0,4.26,2.7,68.0,89.7,免费评估
18,曼彻斯特大学The University of Manchester,414.0,3.85,2.85,70.0,89.6,免费评估
19,伯明翰大学University of Birmingham,413.0,3.96,2.75,70.0,89.5,免费评估
20,东英吉利大学University of East Anglia,388.0,4.2,2.9,66.0,89.5,免费评估
21,卡迪夫大学Cardiff University,359.0,3.92,2.8,68.0,87.9,免费评估
22,亚伯大学Aberystwyth University,343.0,4.02,,90.0,87.1,免费评估
23,基尔大学Keele University,343.0,4.43,2.5,64.0,86.9,免费评估
24,普利茅斯大学University of Plymouth,308.0,4.47,2.5,64.0,86.1,免费评估
25,朴茨茅斯大学University of Portsmouth,292.0,3.9,2.4,64.0,83.6,免费评估
26,金斯顿大学Kingston University,286.0,3.89,2.2,,82.9,免费评估
27,布莱顿大学University of Brighton,268.0,4.06,2.3,58.0,81.7,免费评估
28,德比大学University of Derby,286.0,4.27,,56.0,79.3,免费评估
29,南威尔士大学The University of South Wales,291.0,3.64,,,78.5,免费评估
