Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,511.0,4.36,3.12,90.0,100.0,免费评估
2,杜伦大学Durham University,488.0,4.35,3.34,85.0,99.0,免费评估
3,牛津大学University of Oxford,514.0,3.98,3.02,80.0,96.5,免费评估
4,埃克塞特大学University of Exeter,454.0,4.4,3.01,80.0,96.2,免费评估
5,圣安德鲁斯大学University of St Andrews,369.0,4.63,2.93,85.0,94.7,免费评估
6,兰卡斯特大学Lancaster University,407.0,4.21,3.15,80.0,94.6,免费评估
7,布里斯托大学University of Bristol,459.0,4.22,2.85,75.0,94.4,免费评估
8,伯明翰大学University of Birmingham,383.0,4.25,3.26,80.0,93.3,免费评估
9,诺丁汉大学University of Nottingham,402.0,4.51,3.01,70.0,93.3,免费评估
10,爱丁堡大学The University of Edinburgh,426.0,3.88,3.09,75.0,92.4,免费评估
11,利兹大学University of Leeds,398.0,4.11,3.15,70.0,91.7,免费评估
12,King's College London,403.0,4.01,3.08,70.0,90.8,免费评估
13,阿伯丁大学University of Aberdeen,355.0,4.09,2.88,75.0,90.7,免费评估
14,斯特林大学University of Stirling,,4.16,3.0,,90.3,免费评估
15,格拉斯哥大学University of Glasgow,,4.41,2.56,70.0,90.1,免费评估
16,伦敦大学亚非学院SOAS University of London,361.0,4.09,3.04,70.0,89.8,免费评估
17,谢菲尔德大学The University of Sheffield,358.0,4.13,2.93,70.0,89.3,免费评估
18,肯特大学University of Kent,316.0,4.3,3.11,65.0,88.9,免费评估
19,曼彻斯特大学The University of Manchester,359.0,4.15,2.97,60.0,88.1,免费评估
20,切斯特大学University of Chester,277.0,4.44,2.35,75.0,87.4,免费评估
21,Cardiff,361.0,3.96,3.06,60.0,87.2,免费评估
22,利物浦霍普大学Liverpool Hope University,298.0,4.47,2.37,65.0,86.7,免费评估
23,罗汉普顿大学Roehampton University,269.0,4.47,2.47,65.0,86.5,免费评估
24,温切斯特大学University of Winchester,298.0,4.24,2.33,65.0,86.1,免费评估
25,哥比亚大学University of Cumbria,,4.14,,80.0,85.8,免费评估
26,圣大卫三一学院University of Wales Trinity Saint David,303.0,4.21,2.64,55.0,85.0,免费评估
27,英国女王大学Queen's University Belfast,360.0,4.35,,65.0,84.6,免费评估
28,赫尔大学The University of Hull,,3.85,2.58,,84.1,免费评估
29,纽曼大学Newman University,266.0,4.36,1.79,65.0,82.4,免费评估
30,坎特伯雷大学Canterbury Christ Church University,235.0,4.12,2.52,55.0,81.6,免费评估
31,奇切斯特大学University of Chichester,251.0,4.41,,65.0,81.6,免费评估
32,"特威克南圣玛丽大学St Mary's, Twickenham",267.0,4.01,2.2,60.0,81.6,免费评估
33,南威尔士大学The University of South Wales,331.0,4.51,,50.0,81.5,免费评估
34,利兹圣三一大学Leeds Trinity University,256.0,4.13,1.99,55.0,81.0,免费评估
35,约克圣约翰大学York St John University,295.0,4.23,2.07,50.0,80.9,免费评估
36,格罗斯泰斯特主教大学Bishop Grosseteste University,271.0,4.36,,,80.7,免费评估
37,格罗斯特大学University of Gloucestershire,267.0,4.04,2.21,50.0,79.8,免费评估
38,巴斯斯巴大学Bath Spa University,274.0,4.16,2.15,35.0,76.5,免费评估
