Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,78.5%,81.2%,78.3%,244,84.8%,100.0,免费评估
2,谢菲尔德大学The University of Sheffield,90.5%,91.1%,41.0%,168,95.1%,99.5,免费评估
3,牛津大学University of Oxford,,,70.8%,242,77.2%,96.7,免费评估
4,帝国理工学院Imperial College London,75.9%,82.5%,62.3%,212,79.9%,96.0,免费评估
4,拉夫堡大学Loughborough University,85.0%,84.2%,41.8%,152,92.0%,96.0,免费评估
6,埃克塞特大学University of Exeter,87.1%,81.3%,36.4%,168,88.5%,95.7,免费评估
7,伯明翰大学University of Birmingham,80.4%,82.8%,49.3%,159,90.4%,95.3,免费评估
8,斯旺西大学Swansea University,82.4%,84.0%,45.5%,119,95.0%,94.6,免费评估
9,曼彻斯特大学The University of Manchester,82.0%,83.3%,36.4%,172,74.7%,93.0,免费评估
10,伦敦大学玛丽女王学院Queen Mary University of London,77.3%,83.7%,40.0%,146,71.0%,90.5,免费评估
11,德蒙福特大学De Montfort University,82.9%,82.9%,12.5%,106,64.7%,86.8,免费评估
12,哈德斯菲尔德大学University of Huddersfield,81.2%,77.8%,10.2%,122,55.6%,84.7,免费评估
13,谢菲尔德哈莱姆大学Sheffield Hallam University,75.1%,74.2%,17.8%,122,57.9%,83.5,免费评估
