Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,40.4%,213,84.8%,100.0,免费评估
2,牛津大学University of Oxford,,,38.8%,202,79.1%,98.8,免费评估
3,伦敦大学学院University College London,80.4%,78.7%,49.3%,173,74.4%,98.1,免费评估
4,埃克塞特大学University of Exeter,82.5%,82.2%,41.0%,171,77.4%,97.8,免费评估
5,伦敦政治经济学院The London School of Economics and Political Science,84.4%,80.7%,41.3%,178,69.9%,97.5,免费评估
6,爱丁堡大学The University of Edinburgh,84.5%,81.5%,42.2%,181,59.9%,96.3,免费评估
7,朴茨茅斯大学University of Portsmouth,88.3%,85.8%,32.2%,102,91.7%,95.7,免费评估
8,伯明翰大学University of Birmingham,74.5%,70.4%,50.9%,156,81.0%,95.6,免费评估
9,萨塞克斯大学University of Sussex,83.0%,78.6%,34.4%,151,79.7%,95.2,免费评估
10,曼彻斯特大学The University of Manchester,82.4%,79.5%,36.7%,160,73.1%,95.1,免费评估
11,杜伦大学Durham University,79.5%,75.2%,29.1%,176,79.4%,94.5,免费评估
12,圣安德鲁斯大学University of St Andrews,89.2%,86.5%,25.0%,183,54.8%,94.2,免费评估
13,英国女王大学Queen's University Belfast,88.8%,79.5%,49.0%,151*,42.4%,93.5,免费评估
14,肯特大学University of Kent,85.8%,84.5%,20.5%,134,76.7%,92.3,免费评估
15,阿伯丁大学University of Aberdeen,84.3%,82.2%,31.8%,160,55.3%,92.0,免费评估
16,伦敦大学亚非学院SOAS University of London,70.4%,70.2%,31.1%,163,75.6%,90.1,免费评估
17,布鲁内尔大学Brunel University,83.7%,75.6%,29.3%,118,63.9%,89.0,免费评估
18,罗汉普顿大学Roehampton University,87.4%,84.6%,27.7%,107,51.7%,88.1,免费评估
19,伦敦大学金史密斯学院Goldsmiths University of London,80.5%,72.8%,34.5%,126,53.7%,87.6,免费评估
20,利兹大学University of Leeds,79.4%,75.3%,,149,80.8%,87.1,免费评估
21,东伦敦大学University of East London,90.5%,67.2%,13.7%,,53.7%,87.0,免费评估
22,利物浦约翰摩尔斯大学Liverpool John Moores University,75.7%,73.5%,15.1%,157,65.1%,86.8,免费评估
23,伯恩茅斯大学Bournemouth University,80.7%,77.2%,19.9%,106,62.4%,85.4,免费评估
24,布里斯托大学University of Bristol,76.0%,73.3%,11.2%,153,62.1%,85.2,免费评估
25,牛津布鲁克斯大学Oxford Brookes University,72.7%,69.5%,17.3%,118,49.3%,80.4,免费评估
26,University of Wales Trinity St David,74.6%,64.4%,17.3%,96,48.3%,78.5,免费评估
