Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,83.00%,81.60%,47.20%,550.0,76.60%,100.0,免费评估
2,杜伦大学Durham University,88.50%,91.50%,41.20%,461.0,82.90%,99.8,免费评估
3,牛津大学University of Oxford,86.20%,80.60%,42.90%,538.0,72.70%,98.9,免费评估
4,邓迪大学University of Dundee,87.40%,86.00%,55.40%,447.0,68.40%,98.2,免费评估
5,伦敦大学学院University College London,91.00%,94.20%,51.40%,432.0,60.80%,97.6,免费评估
6,格拉斯哥大学University of Glasgow,92.80%,88.70%,16.40%,470.0,81.00%,96.4,免费评估
7,约克大学The University of York,92.80%,91.80%,35.10%,375.0,68.40%,94.6,免费评估
8,纽卡斯尔大学Newcastle University,91.20%,87.30%,25.80%,391.0,76.10%,94.0,免费评估
9,曼彻斯特大学The University of Manchester,94.50%,94.00%,24.70%,358.0,72.90%,93.8,免费评估
10,莱斯特大学University of Leicester,87.70%,89.80%,37.20%,376.0,70.10%,93.7,免费评估
11,利物浦大学The University of Liverpool,89.30%,87.70%,33.50%,377.0,68.40%,93.0,免费评估
12,埃克塞特大学University of Exeter,80.80%,77.00%,33.60%,425.0,78.50%,92.9,免费评估
13,雷丁大学University of Reading,92.00%,92.10%,44.70%,340.0,57.00%,92.8,免费评估
14,伯明翰大学University of Birmingham,78.70%,70.50%,40.30%,393.0,82.00%,92.3,免费评估
15,南安普顿大学University of Southampton,82.40%,89.30%,43.50%,357.0,66.40%,92.1,免费评估
16,谢菲尔德大学The University of Sheffield,85.50%,88.40%,31.60%,364.0,65.70%,90.9,免费评估
17,米德塞斯大学Middlesex University,89.20%,85.90%,21.10%,,63.30%,89.9,免费评估
18,诺丁汉大学University of Nottingham,85.60%,81.20%,23.70%,390.0,66.70%,89.8,免费评估
19,斯旺西大学Swansea University,82.00%,79.20%,39.40%,301.0,75.00%,89.7,免费评估
20,肯特大学University of Kent,82.50%,85.60%,33.10%,346.0,61.50%,88.8,免费评估
21,德蒙福特大学De Montfort University,91.70%,90.10%,,294.0,85.70%,88.7,免费评估
22,普利茅斯大学University of Plymouth,91.30%,89.50%,25.80%,,46.2%*,87.6,免费评估
23,爱丁堡大学The University of Edinburgh,75.10%,78.60%,20.90%,458.0,60.00%,87.5,免费评估
24,布拉德福德大学University of Bradford,83.90%,80.70%,23.60%,267.0,73.90%,86.5,免费评估
25,罗伯特高登大学The Robert Gordon University,78.50%,88.10%,8.80%,351.0,73.70%,86.4,免费评估
26,基尔大学Keele University,87.60%,88.10%,,364.0,64.40%,86.1,免费评估
27,英国女王大学Queen's University Belfast,85.90%,85.80%,36.90%,336.0,38.90%,86.0,免费评估
28,赫尔大学The University of Hull,77.30%,81.90%,31.70%,330.0,56.70%,85.4,免费评估
29,考文垂大学Coventry University,94.50%,92.60%,,312.0,52.20%,84.5,免费评估
30,伯恩茅斯大学Bournemouth University,83.00%,83.30%,19.90%,304.0,57.50%,84.4,免费评估
30,利物浦约翰摩尔斯大学Liverpool John Moores University,88.40%,89.70%,,352.0,55.20%,84.4,免费评估
32,德比大学University of Derby,90.70%,94.50%,,290.0,56.90%,83.9,免费评估
33,蒂赛德大学Teesside University,84.90%,91.80%,,330.0,58.20%,83.6,免费评估
34,斯塔福德郡大学Staffordshire University,89.30%,90.10%,,317.0,54.30%,83.4,免费评估
35,温切斯特大学University of Winchester,86.50%,87.10%,7.50%,255.0,63.00%,83.0,免费评估
36,西苏格兰大学University of the West of Scotland,81.50%,92.00%,,329.0,58.90%,82.9,免费评估
37,西英格兰大学University of the West of England,85.40%,84.50%,,343.0,53.90%,82.6,免费评估
38,哈德斯菲尔德大学University of Huddersfield,74.80%,75.30%,,353.0,73.10%,82.4,免费评估
39,阿伯丁大学University of Aberdeen,77.90%,66.60%,29.40%,,57.90%,82.1,免费评估
40,卡迪夫大学Cardiff University,73.00%,78.80%,31.10%,310.0,49.60%,82.0,免费评估
40,诺丁汉特伦特大学Nottingham Trent University,81.80%,82.90%,4.10%,293.0,62.90%,82.0,免费评估
42,格林威治大学The University of Greenwich,83.50%,92.20%,,304.0,54.90%,81.9,免费评估
43,林肯大学University of Lincoln,75.10%,88.50%,,330.0,62.30%,81.5,免费评估
44,泰晤士河谷大学Thames Valley University,80.40%,87.30%,,307.0,59.30%,81.4,免费评估
45,切斯特大学University of Chester,85.50%,71.80%,15.40%,292.0,50.00%,81.3,免费评估
45,伍斯特大学University of Worcester,76.80%,82.30%,8.10%,279.0,65.20%,81.3,免费评估
47,剑桥安鲁大学Anglia Ruskin University,78.80%,84.10%,24.60%,238.0,53.00%,81.2,免费评估
48,中央兰开夏大学University of Central Lancashire,76.70%,81.40%,9.80%,343.0,48.90%,80.7,免费评估
49,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,73.90%,76.80%,4.70%,391.0,50.00%,80.4,免费评估
50,金斯顿大学Kingston University,80.70%,77.80%,6.90%,,52.40%,80.1,免费评估
51,伯明翰城市大学Birmingham City University,69.10%,76.80%,,309.0,64.40%,78.2,免费评估
52,南威尔士大学The University of South Wales,80.10%,83.80%,,311.0,42.60%,78.1,免费评估
53,坎特伯雷大学Canterbury Christ Church University,77.20%,74.00%,16.30%,241.0,47.20%,77.4,免费评估
54,伦敦南岸大学London South Bank University,86.30%,86.20%,,236.0,33.30%,75.9,免费评估
55,哥比亚大学University of Cumbria,83.10%,83.80%,1.50%,231.0,27.30%,73.9,免费评估
56,Manchester Metropolitan University,75.50%,75.80%,,332.0,21.70%,73.1,免费评估
