Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Beihang University,China,100.0,80.1,43.7,75.8,,264.7,免费评估
2,佐治亚理工学院Georgia Institute of Technology,UnitedStates,60.6,67.3,39.2,100.0,,235.7,免费评估
3,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",UnitedStates,46.1,92.9,53.8,84.4,,234.2,免费评估
4,加利福尼亚理工学院California Institute of Technology,UnitedStates,47.7,84.0,45.2,91.1,,231.8,免费评估
5,National University of Defense Technology,China,73.3,86.5,38.5,56.5,,224.0,免费评估
6,普渡大学Purdue University,UnitedStates,45.2,76.1,44.2,89.9,,220.1,免费评估
7,Harbin Institute of Technology,China,66.8,86.8,46.8,56.5,,219.4,免费评估
8,Northwestern Polytechnical University,China,66.3,79.8,43.9,54.6,,209.5,免费评估
9,Delft University of Technology,Netherlands,50.6,77.5,75.9,60.1,,203.4,免费评估
10,德克萨斯大学奥斯汀分校The University of Texas at Austin,UnitedStates,39.0,84.0,41.8,67.6,,199.0,免费评估
11,Nanjing University of Aeronautics and Astronautics,China,63.5,71.1,39.0,54.6,,197.0,免费评估
12,剑桥大学University of Cambridge,UnitedKingdom,26.0,89.4,82.9,62.7,,194.8,免费评估
13,麻省理工学院Massachusetts Institute of Technology,UnitedStates,44.5,78.5,49.3,61.9,,194.7,免费评估
14,Tsinghua University,China,44.9,85.8,42.5,54.6,,193.9,免费评估
15,多伦多大学University of Toronto,Canada,30.0,99.2,73.2,48.4,,192.2,免费评估
16,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,UnitedStates,29.3,92.6,48.2,59.3,,190.8,免费评估
17,Sapienza University of Rome,Italy,43.6,87.7,48.6,49.5,,190.4,免费评估
18,昆士兰大学The University of Queensland,Australia,25.5,82.1,73.2,67.6,,189.9,免费评估
19,斯坦福大学Stanford University,UnitedStates,31.3,89.7,62.6,55.5,,189.0,免费评估
20,俄亥俄州立大学Ohio State University,UnitedStates,27.2,90.0,42.3,62.7,,188.5,免费评估
21,马里兰大学University of Maryland-College Park,UnitedStates,41.9,74.7,36.4,64.4,,188.3,免费评估
22,Technion-Israel Institute of Technology,Israel,43.0,70.7,65.7,59.3,,186.1,免费评估
23,Korea Advanced Institute of Science and Technology,SouthKorea,50.3,66.1,39.7,61.0,,185.3,免费评估
24,University of Naples Federico II,Italy,34.2,100.0,57.1,38.6,,184.2,免费评估
25,Beijing Institute of Technology,China,48.5,79.8,45.2,45.0,,182.3,免费评估
25,弗吉尼亚理工大学Virginia Polytechnic Institute and State University,UnitedStates,38.4,66.9,59.2,65.2,,182.3,免费评估
27,科罗拉多大学波尔得分校University of Colorado Boulder,UnitedStates,41.0,76.8,44.5,50.5,,177.2,免费评估
28,南安普顿大学University of Southampton,UnitedKingdom,31.5,77.1,72.1,53.6,,176.6,免费评估
29,"弗吉尼亚大学University of Virginia,Main Campus",UnitedStates,25.8,76.8,59.2,61.9,,176.3,免费评估
30,宾州州立大学Pennsylvania State University,UnitedStates,38.0,71.1,38.7,57.4,,174.3,免费评估
31,佛罗里达大学University of Florida,UnitedStates,36.6,80.5,35.2,48.4,,172.5,免费评估
32,Technical University Munich,Germany,32.7,72.5,78.9,49.5,,170.5,免费评估
33,Polytechnic University of Turin,Italy,38.5,78.1,61.7,41.3,,170.3,免费评估
34,Nanyang Technological University,Singapore,30.2,89.1,88.5,30.9,,168.0,免费评估
35,帝国理工学院Imperial College London,UnitedKingdom,25.8,80.8,80.6,43.8,,166.4,免费评估
36,Xian Jiao Tong University,China,32.1,71.1,56.8,49.5,,164.0,免费评估
37,The University of Tokyo,Japan,31.7,66.9,42.7,56.5,,163.6,免费评估
38,约翰霍普金斯大学Johns Hopkins University,UnitedStates,36.4,84.9,38.8,34.2,,163.3,免费评估
39,Indian Institute of Science,India,29.5,87.1,47.8,35.7,,161.9,免费评估
40,Polytechnic Institute of Milan,Italy,38.4,73.3,68.9,35.7,,161.1,免费评估
41,新南威尔士大学The University of New South Wales,Australia,28.2,70.3,80.5,46.1,,160.8,免费评估
42,萨里大学University of Surrey,UnitedKingdom,26.8,81.1,64.6,38.6,,159.4,免费评估
43,德克萨斯A&M大学Texas A & M University,UnitedStates,37.7,62.0,59.3,46.1,,157.6,免费评估
44,麦吉尔大学McGill University,Canada,28.9,76.8,69.2,37.2,,156.7,免费评估
45,Dalian University of Technology,China,25.5,90.6,35.7,32.6,,155.9,免费评估
46,布里斯托大学University of Bristol,UnitedKingdom,28.9,74.7,83.5,34.2,,154.5,免费评估
47,Polytechnic University of Madrid,Spain,41.6,58.0,72.6,39.9,,154.1,免费评估
48,Zhejiang University,China,25.8,91.5,41.9,27.3,,152.9,免费评估
49,思克莱德大学University of Strathclyde,UnitedKingdom,32.5,75.4,61.5,30.9,,151.1,免费评估
50,Seoul National University,SouthKorea,37.3,56.7,42.3,47.3,,149.7,免费评估
