Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,91.2,35.0,577.0,80.0,100.0,免费评估
2,华威大学The University of Warwick,93.4,25.0,468.0,87.6,96.0,免费评估
3,牛津大学University of Oxford,85.7,35.0,597.0,71.5,95.7,免费评估
4,杜伦大学Durham University,82.9,33.3,529.0,83.2,94.0,免费评估
5,圣安德鲁斯大学University of St Andrews,86.1,33.3,489.0,0.0,93.8,免费评估
6,南安普顿大学University of Southampton,89.6,38.3,472.0,65.5,92.8,免费评估
7,伯明翰大学University of Birmingham,84.3,30.0,436.0,84.0,90.5,免费评估
8,纽卡斯尔大学Newcastle University,88.5,28.3,427.0,77.1,90.3,免费评估
9,伦敦大学学院University College London,73.3,35.0,488.0,90.3,89.6,免费评估
10,巴斯大学University of Bath,87.6,21.7,454.0,79.3,89.3,免费评估
11,利兹大学University of Leeds,89.6,33.3,444.0,60.0,88.9,免费评估
12,伦敦大学皇家霍洛威学院Royal Holloway University of London,85.8,31.7,399.0,0.0,88.5,免费评估
13,爱丁堡大学The University of Edinburgh,81.7,33.3,494.0,66.7,88.1,免费评估
14,伦敦国王学院King's College London,80.2,36.7,425.0,0.0,87.8,免费评估
15,格拉斯哥大学University of Glasgow,85.9,18.3,502.0,71.4,87.3,免费评估
16,布里斯托大学University of Bristol,81.6,26.7,444.0,76.6,86.6,免费评估
17,赫瑞瓦特大学Heriot Watt University,84.4,16.7,416.0,83.5,85.8,免费评估
18,曼彻斯特大学The University of Manchester,85.0,31.7,426.0,60.5,85.4,免费评估
19,斯旺西大学Swansea University,87.0,23.3,370.0,72.4,84.7,免费评估
20,诺丁汉大学University of Nottingham,85.0,20.0,424.0,71.0,84.3,免费评估
21,利物浦大学The University of Liverpool,81.6,21.7,,76.2,84.2,免费评估
22,谢菲尔德大学The University of Sheffield,79.0,16.7,471.0,70.7,81.8,免费评估
23,卡迪夫大学Cardiff University,80.3,25.0,364.0,0.0,80.2,免费评估
24,雷丁大学University of Reading,83.1,16.7,354.0,0.0,78.4,免费评估
25,朴茨茅斯大学University of Portsmouth,75.5,25.0,309.0,75.4,77.6,免费评估
26,兰卡斯特大学Lancaster University,79.2,15.0,407.0,0.0,77.5,免费评估
27,肯特大学University of Kent,83.2,10.0,355.0,0.0,75.8,免费评估
28,伦敦大学玛丽女王学院Queen Mary University of London,77.6,16.7,375.0,0.0,75.5,免费评估
29,阿斯顿大学Aston University,76.7,10.0,420.0,0.0,74.3,免费评估
30,曼彻斯特城市大学Manchester Metropolitan University,76.5,6.7,321.0,43.5,65.3,免费评估
31,诺丁汉特伦特大学Nottingham Trent University,75.3,,297.0,56.7,65.0,免费评估
