Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,班戈大学Bangor University,89.10%,87.90%,34.70%,447,100.00%,100.0,免费评估
2,埃克塞特大学University of Exeter,92.30%,92.70%,42.40%,418,97.30%,99.4,免费评估
3,利兹大学University of Leeds,91.60%,94.80%,31.70%,413,98.40%,98.7,免费评估
4,罗伯特高登大学The Robert Gordon University,90.10%,95.90%,4.90%,440,95.50%,95.5,免费评估
5,索尔福德大学University of Salford,82.50%,80.70%,3.80%,431,100.00%,94.8,免费评估
6,卡迪夫大学Cardiff University,72.90%,80.30%,36.80%,369,98.60%,94.1,免费评估
7,西英格兰大学University of the West of England,90.80%,92.50%,8.20%,323,100.00%,93.5,免费评估
8,布拉德福德大学University of Bradford,82.20%,90.90%,9.50%,373,98.10%,93.3,免费评估
8,利物浦大学The University of Liverpool,76.30%,83.50%,35.30%,341,97.80%,93.3,免费评估
10,伦敦城市大学City University London,97.40%,94.90%,19.20%,332,93.30%,93.2,免费评估
11,蒂赛德大学Teesside University,92.50%,89.00%,2.40%,332,100.00%,93.1,免费评估
12,朴茨茅斯大学University of Portsmouth,81.80%,82.50%,24.30%,370,95.50%,92.9,免费评估
13,谢菲尔德哈莱姆大学Sheffield Hallam University,88.90%,91.90%,3.70%,343,98.40%,92.7,免费评估
14,德比大学University of Derby,82.90%,88.80%,,357,100.00%,92.5,免费评估
15,伯明翰城市大学Birmingham City University,89.60%,90.80%,1.50%,337,97.50%,91.9,免费评估
15,哥比亚大学University of Cumbria,87.40%,84.70%,0.70%,344,99.00%,91.9,免费评估
17,阿尔斯特大学University of Ulster,84.80%,91.30%,27.70%,371,88.70%,91.5,免费评估
18,赫特福德大学University of Hertfordshire,79.60%,87.40%,4.00%,345,97.10%,90.7,免费评估
19,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,71.00%,71.80%,8.10%,420,94.80%,90.5,免费评估
19,坎特伯雷大学Canterbury Christ Church University,92.10%,89.80%,2.20%,302,96.40%,90.5,免费评估
21,萨福克学院University Campus Suffolk,81.70%,85.90%,,354,95.90%,90.3,免费评估
22,玛格丽特女王大学Queen Margaret University,82.50%,91.10%,1.50%,371,89.50%,88.8,免费评估
23,伦敦南岸大学London South Bank University,83.40%,86.60%,13.70%,335,88.70%,88.2,免费评估
24,"Kingston/St George's, London",67.40%,76.10%,2.60%,318,98.60%,87.7,免费评估
