Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Nanyang Technological University,Singapore,98.8,95.0,84.9,100.0,,310.8,免费评估
2,Massachusetts Institute of Technology (MIT),UnitedStates,85.6,87.5,78.3,98.1,,286.7,免费评估
3,Tsinghua University,China,100.0,85.7,60.7,88.5,,286.3,免费评估
4,Peking University,China,92.5,86.7,60.6,90.5,,281.7,免费评估
5,Georgia Institute of Technology,UnitedStates,82.5,91.8,82.1,89.5,,280.2,免费评估
6,Stanford University,UnitedStates,75.2,96.1,75.5,90.3,,276.7,免费评估
7,"University of California, Berkeley",UnitedStates,79.8,86.6,77.2,90.9,,272.8,免费评估
8,University of Science and Technology of China,China,87.0,91.9,58.8,76.1,,266.7,免费评估
9,National University of Singapore,Singapore,84.7,82.8,80.7,82.3,,266.0,免费评估
10,Harvard University,UnitedStates,73.9,88.0,82.0,87.1,,265.4,免费评估
11,Soochow University (China),China,80.6,91.1,61.7,75.6,,259.6,免费评估
12,Fudan University,China,78.7,90.0,57.7,70.6,,250.8,免费评估
13,Korea Advanced Institute of Science and Technology,SouthKorea,80.2,76.2,54.2,81.6,,248.8,免费评估
13,Zhejiang University,China,81.9,83.3,67.4,70.1,,248.8,免费评估
15,Seoul National University,SouthKorea,86.6,72.4,53.7,77.8,,247.6,免费评估
16,Northwestern University,UnitedStates,70.3,81.4,70.4,81.1,,246.8,免费评估
17,"University of California, Los Angeles",UnitedStates,61.0,94.4,77.1,72.9,,243.7,免费评估
18,剑桥大学University of Cambridge,UnitedKingdom,70.7,80.1,91.3,73.9,,242.9,免费评估
19,Rice University,UnitedStates,57.4,98.2,76.0,70.1,,240.9,免费评估
20,Swiss Federal Institute of Technology Lausanne,Switzerland,67.5,87.5,87.9,68.2,,240.8,免费评估
21,Sungkyunkwan University,SouthKorea,85.4,71.7,53.0,71.0,,238.7,免费评估
22,University of Chicago,UnitedStates,71.6,78.1,71.0,71.2,,235.1,免费评估
23,Jilin University,China,84.2,78.5,56.1,57.6,,231.5,免费评估
24,牛津大学University of Oxford,UnitedKingdom,57.5,96.5,86.2,60.1,,231.3,免费评估
25,Shanghai Jiao Tong University,China,84.2,76.8,60.8,57.8,,231.0,免费评估
26,Huazhong University of Science and Technology,China,73.7,87.7,60.4,56.9,,230.5,免费评估
27,Swiss Federal Institute of Technology Zurich,Switzerland,64.5,81.2,83.2,67.8,,230.1,免费评估
28,The University of Texas at Austin,UnitedStates,60.7,90.3,68.9,63.5,,228.3,免费评估
29,Nanjing University,China,80.6,78.8,56.8,57.4,,228.2,免费评估
30,University of Illinois at Urbana-Champaign,UnitedStates,65.5,74.9,70.0,69.4,,223.8,免费评估
31,Ulsan National Institute of Science and Technology,SouthKorea,54.8,89.5,63.0,63.6,,220.5,免费评估
32,King Abdullah University of Science and Technology,SaudiArabia,56.3,88.0,85.7,56.7,,218.1,免费评估
33,Pohang University of Science and Technology,SouthKorea,68.7,74.2,57.5,63.0,,217.5,免费评估
34,Pennsylvania State University - University Park,UnitedStates,61.7,79.4,70.9,61.9,,217.2,免费评估
35,Beihang University,China,63.4,81.9,61.2,58.4,,216.0,免费评估
36,Tianjin University,China,69.4,83.2,59.9,51.1,,215.7,免费评估
37,Korea University,SouthKorea,74.1,69.8,55.4,60.2,,215.2,免费评估
38,University of Washington,UnitedStates,51.2,95.2,73.2,51.7,,212.8,免费评估
39,South China University of Technology,China,64.5,86.6,61.6,46.4,,209.8,免费评估
40,University of Michigan-Ann Arbor,UnitedStates,62.1,74.0,69.6,59.3,,209.3,免费评估
40,Wuhan University,China,64.1,82.1,52.8,52.5,,209.3,免费评估
42,Harbin Institute of Technology,China,76.0,74.7,63.7,45.4,,208.8,免费评估
43,Columbia University,UnitedStates,44.6,89.9,81.3,56.9,,207.7,免费评估
44,"University of California, San Diego",UnitedStates,54.1,79.1,71.9,59.5,,207.2,免费评估
45,King Abdulaziz University,SaudiArabia,59.6,85.3,100.0,42.3,,207.1,免费评估
45,Xi'an Jiaotong University,China,70.4,76.3,66.6,47.1,,207.1,免费评估
47,City University of Hong Kong,China-HongKong,60.4,84.0,59.2,50.7,,207.0,免费评估
48,Nankai University,China,56.9,92.0,54.6,46.9,,206.8,免费评估
49,University of Pennsylvania,UnitedStates,49.1,83.6,65.8,60.7,,206.6,免费评估
50,Yonsei University,SouthKorea,72.3,64.6,51.7,58.2,,205.5,免费评估
