Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,209,4.34,3.41,76.0,100.0,免费评估
2,牛津大学University of Oxford,210,4.18,3.26,80.0,99.9,免费评估
3,杜伦大学Durham University,198,4.26,3.29,80.0,99.4,免费评估
4,圣安德鲁斯大学University of St Andrews,189,4.42,3.29,80.0,98.8,免费评估
5,埃克塞特大学University of Exeter,168,4.17,3.04,80.0,97.0,免费评估
6,格拉斯哥大学University of Glasgow,143,3.99,2.77,84.0,95.1,免费评估
7,伦敦大学学院University College London,177,3.88,3.0,70.0,94.8,免费评估
8,伯明翰大学University of Birmingham,155,4.1,3.18,72.0,94.4,免费评估
9,南安普顿大学University of Southampton,150,4.12,3.01,,94.3,免费评估
10,诺丁汉大学University of Nottingham,138,3.89,3.14,74.0,94.0,免费评估
11,布里斯托大学University of Bristol,173,3.9,3.06,66.0,93.9,免费评估
12,伦敦国王学院King's College London,160,3.74,3.07,70.0,93.6,免费评估
13,华威大学The University of Warwick,161,3.84,3.08,66.0,93.4,免费评估
14,纽卡斯尔大学Newcastle University,146,3.85,3.01,70.0,93.2,免费评估
15,利兹大学University of Leeds,151,4.21,2.88,68.0,93.0,免费评估
16,伦敦大学皇家霍洛威学院Royal Holloway University of London,137,4.24,2.6,76.0,92.6,免费评估
17,肯特大学University of Kent,119,3.92,2.86,78.0,92.5,免费评估
18,曼彻斯特大学The University of Manchester,153,4.08,2.87,66.0,92.3,免费评估
19,利物浦大学The University of Liverpool,136,3.99,2.79,70.0,91.7,免费评估
20,雷丁大学University of Reading,125,3.73,3.16,68.0,91.6,免费评估
21,爱丁堡大学The University of Edinburgh,170,3.97,2.91,54.0,91.0,免费评估
22,卡迪夫大学Cardiff University,135,4.19,3.19,60.0,90.9,免费评估
23,斯旺西大学Swansea University,122,4.09,3.07,68.0,90.8,免费评估
24,罗汉普顿大学Roehampton University,112,4.35,2.7,68.0,90.4,免费评估
25,莱斯特大学University of Leicester,122,4.35,,68.0,88.6,免费评估
26,圣大卫三一学院University of Wales Trinity Saint David,95,4.13,2.21,50.0,84.8,免费评估
