Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,228,,3.55,91.0,100.0,免费评估
2,剑桥大学University of Cambridge,238,,3.36,89.0,99.6,免费评估
3,圣安德鲁斯大学University of St Andrews,232,4.35,3.16,88.0,96.6,免费评估
4,杜伦大学Durham University,215,4.08,3.06,86.0,94.8,免费评估
5,帝国理工学院Imperial College London,193,4.0,3.34,84.0,94.0,免费评估
6,华威大学The University of Warwick,197,4.04,3.35,83.0,94.0,免费评估
7,爱丁堡大学The University of Edinburgh,209,3.97,3.14,84.0,93.9,免费评估
8,伦敦大学学院University College London,176,4.04,3.08,90.0,93.7,免费评估
9,兰卡斯特大学Lancaster University,159,4.16,3.29,88.0,93.3,免费评估
10,巴斯大学University of Bath,189,3.99,3.12,85.0,93.0,免费评估
11,赫瑞瓦特大学Heriot Watt University,180,4.13,3.14,83.0,92.9,免费评估
12,思克莱德大学University of Strathclyde,190,4.13,2.86,83.0,92.9,免费评估
13,伯明翰大学University of Birmingham,172,4.25,2.87,84.0,92.5,免费评估
14,格拉斯哥大学University of Glasgow,205,4.07,3.08,75.0,92.4,免费评估
15,拉夫堡大学Loughborough University,158,4.36,2.86,84.0,92.3,免费评估
16,诺丁汉大学University of Nottingham,173,4.05,3.19,81.0,92.2,免费评估
17,布里斯托大学University of Bristol,187,4.02,3.29,75.0,92.1,免费评估
18,英国女王大学Queen's University Belfast,165,3.98,2.7,88.0,92.0,免费评估
19,曼彻斯特大学The University of Manchester,177,4.07,3.27,78.0,91.9,免费评估
20,阿伯丁大学University of Aberdeen,166,4.21,2.9,,91.7,免费评估
21,利兹大学University of Leeds,169,3.97,3.21,81.0,91.7,免费评估
22,"London School of Economics and Political Science, University of London",167,3.87,2.95,86.0,91.6,免费评估
23,埃克塞特大学University of Exeter,163,4.04,3.01,82.0,91.6,免费评估
24,南安普顿大学University of Southampton,158,4.09,3.1,80.0,91.4,免费评估
25,萨塞克斯大学University of Sussex,145,3.9,2.8,89.0,91.2,免费评估
26,肯特大学University of Kent,125,4.11,2.82,89.0,91.1,免费评估
27,谢菲尔德大学The University of Sheffield,144,4.1,3.09,82.0,91.0,免费评估
28,邓迪大学University of Dundee,159,4.15,3.21,74.0,90.9,免费评估
29,"King's College London, University of London",178,3.96,2.94,76.0,90.8,免费评估
30,约克大学The University of York,150,4.25,2.97,77.0,90.3,免费评估
31,卡迪夫大学Cardiff University,157,4.06,3.08,75.0,90.0,免费评估
32,埃塞克斯大学University of Essex,112,4.13,2.89,85.0,90.0,免费评估
33,亚伯大学Aberystwyth University,127,4.54,2.57,78.0,89.7,免费评估
34,纽卡斯尔大学Newcastle University,150,4.16,3.16,73.0,89.7,免费评估
35,萨里大学University of Surrey,151,4.01,2.89,74.0,89.3,免费评估
36,索尔福德大学University of Salford,113,4.26,2.66,88.0,89.1,免费评估
37,斯旺西大学Swansea University,124,4.06,2.49,84.0,89.0,免费评估
38,雷丁大学University of Reading,125,4.04,3.0,76.0,89.0,免费评估
39,斯特林大学University of Stirling,154,4.12,2.58,77.0,89.0,免费评估
40,考文垂大学Coventry University,123,3.82,2.88,87.0,88.9,免费评估
41,南威尔士大学The University of South Wales,128,4.52,2.3,79.0,88.9,免费评估
42,利物浦大学The University of Liverpool,143,4.04,2.93,73.0,88.8,免费评估
43,赫尔大学The University of Hull,132,3.84,2.91,80.0,88.8,免费评估
44,University of East Anglia UEA,138,3.92,2.92,73.0,88.6,免费评估
45,莱斯特大学University of Leicester,133,3.76,2.69,78.0,88.3,免费评估
46,朴茨茅斯大学University of Portsmouth,105,4.11,2.68,84.0,88.3,免费评估
47,利物浦约翰摩尔斯大学Liverpool John Moores University,135,4.3,2.4,81.0,88.2,免费评估
48,诺丁汉特伦特大学Nottingham Trent University,115,4.29,2.6,79.0,88.0,免费评估
49,伦敦大学玛丽女王学院Queen Mary University of London,146,3.81,3.01,70.0,87.9,免费评估
50,伦敦大学皇家霍洛威学院Royal Holloway University of London,133,3.88,3.14,69.0,87.7,免费评估
51,谢菲尔德哈莱姆大学Sheffield Hallam University,110,4.24,2.55,74.0,87.4,免费评估
52,"Northumbria University, Newcastle",128,4.01,2.5,74.0,87.3,免费评估
53,基尔大学Keele University,118,4.22,2.79,71.0,87.2,免费评估
54,德蒙福特大学De Montfort University,86,4.59,2.63,,87.0,免费评估
55,布鲁内尔大学Brunel University,115,4.0,2.71,71.0,86.9,免费评估
56,"Aston University, Birmingham",121,3.83,2.77,73.0,86.8,免费评估
57,切斯特大学University of Chester,107,4.08,2.04,79.0,86.7,免费评估
58,伦敦都市大学London Metropolitan University,84,4.47,2.46,74.0,86.6,免费评估
59,赫特福德大学University of Hertfordshire,94,3.89,2.7,77.0,86.5,免费评估
60,"Bristol, University of the West of England",109,4.49,2.85,66.0,86.3,免费评估
61,德比大学University of Derby,120,4.3,1.91,75.0,85.9,免费评估
62,利物浦霍普大学Liverpool Hope University,113,4.07,2.1,,85.8,免费评估
63,伦敦城市大学City University London,122,4.15,2.93,57.0,85.4,免费评估
64,中央兰开夏大学University of Central Lancashire,109,4.39,,71.0,84.4,免费评估
65,伍尔弗汉普顿大学University of Wolverhampton,86,4.26,,78.0,84.4,免费评估
66,格林威治大学The University of Greenwich,108,4.34,2.08,68.0,84.3,免费评估
67,曼彻斯特城市大学Manchester Metropolitan University,113,4.3,2.44,62.0,84.1,免费评估
68,University of Lincoln,114,4.23,,,84.1,免费评估
69,布莱顿大学University of Brighton,96,4.04,2.52,63.0,83.2,免费评估
70,普利茅斯大学University of Plymouth,120,4.13,2.42,55.0,82.9,免费评估
71,奇切斯特大学University of Chichester,102,3.92,,,82.4,免费评估
72,金斯顿大学Kingston University,105,4.18,,57.0,81.2,免费评估
