Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Harvard University,United States,79.1,70.5,62.7,93.3,,300.0,免费评估
2,University of Michigan-Ann Arbor,United States,78.0,63.3,66.0,91.7,,292.7,免费评估
3,University of Pennsylvania,United States,62.0,75.9,64.1,100.0,,287.4,免费评估
4,Pennsylvania State University - University Park,United States,79.8,69.1,66.3,82.1,,284.1,免费评估
5,"University of Minnesota, Twin Cities",United States,69.2,70.7,70.3,88.1,,278.3,免费评估
6,National University of Singapore,Singapore,83.0,64.8,91.7,68.6,,269.1,免费评估
7,"University of Maryland, College Park",United States,70.3,66.6,65.1,82.1,,268.4,免费评估
8,Erasmus University,Netherlands,82.6,70.1,82.3,67.0,,267.8,免费评估
9,Arizona State University,United States,75.3,74.2,63.6,71.7,,264.0,免费评估
10,Massachusetts Institute of Technology (MIT),United States,79.9,65.7,72.2,68.1,,262.1,免费评估
11,The Hong Kong Polytechnic University,China-Hong Kong,100.0,68.5,71.8,46.6,,261.3,免费评估
12,University of Toronto,Canada,68.5,65.3,84.3,78.0,,260.8,免费评估
13,Georgia Institute of Technology,United States,79.3,66.1,72.1,67.0,,259.8,免费评估
14,INSEAD,France,52.8,68.3,93.7,89.7,,257.2,免费评估
15,Michigan State University,United States,66.7,78.3,63.0,72.2,,253.9,免费评估
16,City University of Hong Kong,China-Hong Kong,82.7,65.7,75.6,57.7,,251.1,免费评估
17,Stanford University,United States,63.0,65.5,65.1,77.6,,250.1,免费评估
18,New York University,United States,60.1,61.0,72.4,79.9,,247.7,免费评估
19,The University of Texas at Austin,United States,62.2,61.2,64.1,69.7,,234.9,免费评估
20,Texas A&M University,United States,67.0,68.3,60.6,62.6,,234.6,免费评估
21,The Hong Kong University of Science and Technology,China-Hong Kong,59.6,74.8,76.3,65.9,,233.4,免费评估
22,Columbia University,United States,58.4,61.0,63.6,71.2,,231.3,免费评估
22,University of Montreal,Canada,84.7,64.8,79.7,42.6,,231.3,免费评估
24,Northwestern University,United States,60.8,63.7,63.6,66.5,,229.1,免费评估
25,University of Illinois at Urbana-Champaign,United States,67.9,59.1,61.7,60.2,,227.9,免费评估
26,Cornell University,United States,63.8,62.2,63.2,63.1,,227.8,免费评估
27,University of Southern California,United States,58.1,62.2,51.1,69.2,,227.1,免费评估
28,华威大学The University of Warwick,United Kingdom,71.8,64.6,79.1,50.4,,223.4,免费评估
29,Tilburg University,Netherlands,66.4,62.4,79.0,53.8,,219.5,免费评估
30,University of North Carolina at Chapel Hill,United States,49.4,77.1,53.3,67.6,,219.4,免费评估
31,"University of California, Berkeley",United States,64.9,62.4,66.2,55.8,,218.9,免费评估
32,The University of Texas at Dallas,United States,56.7,60.8,72.1,63.7,,218.2,免费评估
32,University of Washington,United States,54.1,68.9,61.8,64.3,,218.2,免费评估
34,Indiana University Bloomington,United States,55.7,79.1,67.7,57.7,,216.5,免费评估
35,Carnegie Mellon University,United States,62.6,57.9,70.8,57.1,,215.6,免费评估
36,Copenhagen Business School,Denmark,64.9,67.6,85.3,50.4,,215.2,免费评估
36,Purdue University - West Lafayette,United States,65.2,60.1,66.8,53.8,,215.2,免费评估
38,伦敦商学院London Business School,United Kingdom,44.3,72.9,91.0,65.4,,210.0,免费评估
39,Duke University,United States,46.7,66.6,69.4,65.9,,209.1,免费评估
39,The Ohio State University - Columbus,United States,54.6,70.3,63.4,57.1,,209.1,免费评估
41,Bocconi University,Italy,53.2,68.0,87.5,57.1,,208.2,免费评估
42,剑桥大学University of Cambridge,United Kingdom,62.9,61.5,84.2,48.9,,206.8,免费评估
43,The University of Georgia,United States,46.5,72.9,62.2,62.0,,205.3,免费评估
44,University of Florida,United States,66.3,62.6,70.4,43.4,,202.9,免费评估
45,Georgia State University,United States,45.8,76.1,69.4,59.0,,202.2,免费评估
46,University of Arizona,United States,51.3,73.1,61.3,52.5,,198.3,免费评估
47,Temple University,United States,51.7,70.1,64.7,51.8,,196.7,免费评估
48,Shanghai Jiao Tong University,China,71.1,60.3,67.4,35.1,,196.2,免费评估
49,Aalto University,Finland,66.4,63.7,76.3,37.1,,194.7,免费评估
50,University of Groningen,Netherlands,63.9,65.3,79.7,38.1,,193.5,免费评估
