Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,91.6,43.3,592.0,80.7,100.0,免费评估
2,杜伦大学Durham University,87.0,35.0,536.0,84.2,94.3,免费评估
3,牛津大学University of Oxford,88.0,30.0,555.0,77.3,92.2,免费评估
4,纽卡斯尔大学Newcastle University,90.4,26.7,435.0,86.8,90.1,免费评估
5,南安普顿大学University of Southampton,84.9,38.3,442.0,81.9,89.8,免费评估
6,圣安德鲁斯大学University of St Andrews,82.5,28.3,509.0,83.6,89.1,免费评估
7,埃克塞特大学University of Exeter,90.6,25.0,469.0,75.2,87.8,免费评估
8,利兹大学University of Leeds,85.4,33.3,429.0,77.3,86.8,免费评估
9,曼彻斯特大学The University of Manchester,84.4,45.0,422.0,67.9,86.7,免费评估
10,巴斯大学University of Bath,87.7,21.7,452.0,81.0,86.5,免费评估
11,莱斯特大学University of Leicester,93.4,20.0,405.0,78.7,86.0,免费评估
12,英国女王大学Queen's University Belfast,95.5,28.3,401.0,64.9,85.3,免费评估
13,谢菲尔德大学The University of Sheffield,86.3,35.0,397.0,69.2,84.1,免费评估
14,斯特林大学University of Stirling,86.6,13.3,396.0,87.7,83.3,免费评估
15,诺丁汉大学University of Nottingham,78.7,45.0,409.0,66.0,83.1,免费评估
16,伦敦国王学院King's College London,83.0,37.5,456.0,56.5,82.2,免费评估
17,兰卡斯特大学Lancaster University,78.8,15.0,415.0,87.5,81.0,免费评估
18,伦敦大学学院University College London,74.7,21.7,469.0,79.2,80.8,免费评估
19,肯特大学University of Kent,88.0,11.7,381.0,78.4,80.1,免费评估
20,伦敦大学玛丽女王学院Queen Mary University of London,81.4,36.7,359.0,65.8,79.9,免费评估
21,格拉斯哥大学University of Glasgow,76.0,13.3,509.0,75.8,79.8,免费评估
21,伯明翰大学University of Birmingham,78.7,20.0,390.0,82.2,79.8,免费评估
23,爱丁堡大学The University of Edinburgh,73.2,26.7,457.0,69.5,78.4,免费评估
23,布拉德福德大学University of Bradford,75.0,16.7,461.0,76.2,78.4,免费评估
25,思克莱德大学University of Strathclyde,76.9,6.7,479.0,78.1,77.7,免费评估
25,赫瑞瓦特大学Heriot Watt University,79.0,16.7,446.0,69.3,77.7,免费评估
25,亚伯大学Aberystwyth University,83.1,25.0,340.0,69.7,77.7,免费评估
28,阿伯丁大学University of Aberdeen,85.7,21.7,440.0,53.8,77.5,免费评估
29,朴茨茅斯大学University of Portsmouth,84.6,25.0,295.0,68.6,76.2,免费评估
30,斯旺西大学Swansea University,75.8,21.7,348.0,73.3,74.8,免费评估
31,Coventry University,97.6,,271.0,69.0,74.1,免费评估
32,阿斯顿大学Aston University,88.3,10.0,336.0,63.0,73.7,免费评估
33,诺桑比亚大学Northumbria University,88.3,,334.0,71.9,73.3,免费评估
34,Cardiff University,68.5,25.0,411.0,65.6,72.8,免费评估
34,班戈大学Bangor University,89.1,11.7,292.0,63.3,72.8,免费评估
36,伦敦大学皇家霍洛威学院Royal Holloway University of London,69.3,25.0,367.0,65.5,71.4,免费评估
37,东英吉利大学University of East Anglia,89.2,,395.0,54.5,71.3,免费评估
38,埃塞克斯大学University of Essex,88.9,,399.0,54.1,71.2,免费评估
39,利物浦大学The University of Liverpool,74.1,26.7,380.0,51.8,70.7,免费评估
40,赫尔大学The University of Hull,91.3,,319.0,59.1,70.4,免费评估
41,索尔福德大学University of Salford,75.4,12.5,,59.8,67.3,免费评估
42,诺丁汉特伦特大学Nottingham Trent University,86.3,,292.0,55.6,66.1,免费评估
43,Manchester Metropolitan University,81.6,6.7,341.0,48.5,65.9,免费评估
44,切斯特大学University of Chester,75.2,,287.0,67.9,64.4,免费评估
45,阿尔斯特大学University of Ulster,77.3,3.3,288.0,58.1,63.6,免费评估
46,威斯敏斯特大学University of Westminster,79.0,,304.0,45.7,60.5,免费评估
