Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Massachusetts Institute of Technology (MIT),United States,90.5,98.7,94.6,95.4,94.3,免费评估
2,Stanford University,United States,87.8,96.0,100.0,100.0,93.9,免费评估
3,Carnegie Mellon University,United States,100.0,82.4,94.8,94.0,93.0,免费评估
4,"University of California, Berkeley (UCB)",United States,85.7,89.0,98.4,93.3,89.7,免费评估
5,剑桥大学University of Cambridge,United Kingdom,83.3,98.4,90.8,82.3,88.8,免费评估
6,Harvard University,United States,80.4,100.0,93.6,80.6,88.3,免费评估
7,牛津大学University of Oxford,United Kingdom,81.0,97.3,91.9,81.2,87.6,免费评估
8,Princeton University,United States,81.8,83.5,99.5,90.6,86.3,免费评估
9,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,81.0,81.3,94.3,92.0,84.7,免费评估
10,National University of Singapore (NUS),Singapore,77.4,89.8,89.5,85.1,84.1,免费评估
10,University of Toronto,Canada,79.6,82.9,95.1,87.4,84.1,免费评估
12,帝国理工学院Imperial College London,United Kingdom,78.2,88.9,90.1,81.7,83.7,免费评估
13,"University of California, Los Angeles (UCLA)",United States,77.3,85.9,92.3,84.6,83.2,免费评估
14,The Hong Kong University of Science and Technology,Hong Kong,72.5,90.4,93.2,84.6,82.8,免费评估
14,The University of Melbourne,Australia,71.4,94.2,92.0,80.9,82.8,免费评估
16,"Nanyang Technological University, Singapore (NTU)",Singapore,73.4,85.1,91.6,89.8,82.1,免费评估
17,Peking University,China,74.1,91.2,84.2,82.5,82.0,免费评估
18,Ecole Polytechnique Fédérale de Lausanne (EPFL),Switzerland,79.1,78.4,90.6,85.6,81.6,免费评估
18,University of Washington,United States,79.3,71.7,98.8,90.2,81.6,免费评估
20,Tsinghua University,China,69.4,91.4,85.1,90.6,81.5,免费评估
21,Georgia Institute of Technology,United States,75.2,79.3,91.4,91.8,81.4,免费评估
22,California Institute of Technology (Caltech),United States,78.9,80.9,90.8,78.8,81.3,免费评估
22,The University of Tokyo,Japan,77.8,89.2,78.2,77.9,81.3,免费评估
24,Columbia University,United States,75.6,81.0,93.5,83.1,81.0,免费评估
25,Cornell University,United States,76.5,76.9,96.4,85.3,80.9,免费评估
26,The University of Hong Kong,Hong Kong,71.2,90.5,89.7,77.9,80.8,免费评估
27,University of Texas at Austin,United States,72.3,76.0,98.7,94.3,80.7,免费评估
28,The Chinese University of Hong Kong (CUHK),Hong Kong,69.1,86.2,92.7,84.9,80.1,免费评估
28,爱丁堡大学The University of Edinburgh,United Kingdom,80.8,75.5,89.6,77.9,80.1,免费评估
28,University of Illinois at Urbana-Champaign,United States,75.3,73.9,94.7,90.6,80.1,免费评估
31,University of Waterloo,Canada,73.6,78.8,92.0,87.4,80.0,免费评估
32,伦敦大学学院University College London,United Kingdom,74.9,78.6,91.9,83.6,79.9,免费评估
33,New York University (NYU),United States,75.0,76.1,96.6,81.7,79.6,免费评估
34,KAIST - Korea Advanced Institute of Science & Technology,South Korea,73.0,83.5,85.3,80.3,79.1,免费评估
34,University of British Columbia,Canada,71.2,79.3,93.2,85.8,79.1,免费评估
36,The University of Sydney,Australia,67.8,91.8,86.1,74.8,78.8,免费评估
37,The Australian National University,Australia,70.8,83.4,91.5,76.6,78.6,免费评估
37,University of Pennsylvania,United States,72.6,79.0,92.8,79.4,78.6,免费评估
39,Yale University,United States,72.3,86.8,87.1,69.4,78.4,免费评估
40,Seoul National University,South Korea,69.0,86.3,85.2,76.6,77.8,免费评估
41,The University of New South Wales (UNSW Sydney),Australia,65.7,89.8,85.4,75.9,77.4,免费评估
42,Technical University of Munich,Germany,73.8,75.4,84.5,80.6,76.9,免费评估
43,National Taiwan University (NTU),Taiwan,64.5,88.8,88.5,74.1,76.8,免费评估
44,Politecnico di Milano,Italy,63.3,90.3,82.0,76.6,76.2,免费评估
45,"University of California, San Diego (UCSD)",United States,71.1,66.8,96.4,87.4,76.1,免费评估
45,University of Michigan,United States,63.4,80.0,91.7,86.8,76.1,免费评估
47,University of Southern California,United States,69.8,69.7,92.9,88.5,76.0,免费评估
48,Shanghai Jiao Tong University,China,62.9,86.0,83.1,80.9,75.6,免费评估
49,Lomonosov Moscow State University,Russia,69.5,93.5,75.3,54.8,75.4,免费评估
50,City University of Hong Kong,Hong Kong,62.7,79.1,91.9,83.6,75.1,免费评估
