Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Massachusetts Institute of Technology (MIT),UnitedStates,88.3,87.1,79.3,100.0,100.0,391.2,免费评估
2,Stanford University,UnitedStates,80.2,94.2,79.7,81.5,79.5,351.4,免费评估
3,The University of Tokyo,Japan,100.0,70.6,72.0,95.7,69.7,350.4,免费评估
4,"University of California, Berkeley",UnitedStates,89.8,88.0,81.4,87.9,66.4,348.4,免费评估
5,University of Chicago,UnitedStates,82.5,87.1,80.1,94.5,59.4,339.4,免费评估
6,California Institute of Technology,UnitedStates,84.8,90.0,84.0,66.7,78.6,336.9,免费评估
7,Princeton University,UnitedStates,71.5,88.4,78.6,79.8,80.4,335.9,免费评估
8,Harvard University,UnitedStates,88.4,84.9,84.4,78.6,63.0,331.8,免费评估
9,University of Paris-Sud (Paris 11),France,78.2,81.8,86.4,88.7,36.4,302.4,免费评估
10,爱丁堡大学The University of Edinburgh,UnitedKingdom,59.8,92.1,91.4,69.4,59.4,299.0,免费评估
11,Sorbonne University,France,99.3,78.2,87.0,99.4,0.0,294.3,免费评估
12,"University of California, Santa Barbara",UnitedStates,58.5,91.6,77.2,57.9,70.7,294.1,免费评估
13,University of Colorado at Boulder,UnitedStates,61.3,80.2,75.8,59.4,77.2,293.3,免费评估
14,曼彻斯特大学The University of Manchester,UnitedKingdom,59.6,82.7,89.0,56.7,72.8,289.5,免费评估
15,University of Washington,UnitedStates,55.9,94.5,79.4,53.8,63.0,283.1,免费评估
16,剑桥大学University of Cambridge,UnitedKingdom,88.4,84.0,86.5,79.8,0.0,269.5,免费评估
17,Cornell University,UnitedStates,53.4,85.4,77.1,49.5,64.2,267.9,免费评估
18,牛津大学University of Oxford,UnitedKingdom,78.0,87.2,87.9,84.5,0.0,267.3,免费评估
19,University of Illinois at Urbana-Champaign,UnitedStates,62.1,88.8,75.8,58.0,42.0,266.1,免费评估
20,"University of Maryland, College Park",UnitedStates,72.9,86.5,78.7,84.3,0.0,259.5,免费评估
21,Columbia University,UnitedStates,55.6,97.8,82.4,54.8,34.3,259.0,免费评估
22,University of Munich,Germany,58.5,88.4,87.4,61.7,25.7,251.8,免费评估
23,University Paris Diderot - Paris 7,France,72.1,89.7,90.4,71.9,0.0,251.7,免费评估
24,Université libre de Bruxelles (ULB),Belgium,42.0,87.8,89.3,43.3,59.4,250.4,免费评估
25,Tsinghua University,China,88.8,72.7,62.8,75.0,0.0,249.0,免费评估
26,Nagoya University,Japan,63.1,64.7,69.5,47.5,59.4,248.6,免费评估
27,Ecole Normale Superieure - Paris,France,38.2,91.3,83.1,52.4,48.5,247.0,免费评估
28,Sapienza University of Rome,Italy,66.1,88.1,88.0,74.9,0.0,246.6,免费评估
29,"University of California, Irvine",UnitedStates,49.9,85.1,82.2,49.5,42.0,243.0,免费评估
30,帝国理工学院Imperial College London,UnitedKingdom,70.8,81.2,85.8,73.3,0.0,242.5,免费评估
31,The Australian National University,Australia,55.9,84.4,88.2,42.0,42.0,242.0,免费评估
32,Université Grenoble Alpes,France,77.9,72.2,84.9,74.4,0.0,241.5,免费评估
33,Kyoto University,Japan,75.7,65.1,68.1,60.6,25.7,240.8,免费评估
34,Swiss Federal Institute of Technology Zurich,Switzerland,70.2,80.3,86.8,72.3,0.0,240.2,免费评估
35,University of Science and Technology of China,China,85.3,66.7,62.5,73.4,0.0,237.9,免费评估
36,Johns Hopkins University,UnitedStates,61.1,80.9,81.3,49.2,29.7,237.1,免费评估
37,University of Padua,Italy,62.6,90.3,91.0,63.7,0.0,234.8,免费评估
38,Swiss Federal Institute of Technology Lausanne,Switzerland,62.7,83.9,87.1,68.2,0.0,232.2,免费评估
39,Peking University,China,83.7,69.2,68.0,65.3,0.0,231.8,免费评估
40,University of Geneva,Switzerland,57.9,89.1,93.3,66.1,0.0,231.7,免费评估
41,University of Michigan-Ann Arbor,UnitedStates,72.8,81.2,77.7,61.7,0.0,231.2,免费评估
42,伦敦大学学院University College London,UnitedKingdom,71.1,82.7,87.8,59.4,0.0,230.7,免费评估
43,ESPCI ParisTech,France,29.6,100.0,74.2,42.6,42.0,229.0,免费评估
43,University of Pennsylvania,UnitedStates,45.8,84.7,78.9,46.3,36.4,229.0,免费评估
45,Moscow State University,Russia,81.6,66.6,74.8,64.8,0.0,228.0,免费评估
46,The Ohio State University - Columbus,UnitedStates,61.1,88.0,83.4,62.0,0.0,227.7,免费评估
47,University of Roma - Tor Vergata,Italy,50.8,100.0,91.2,57.2,0.0,226.2,免费评估
48,Yale University,UnitedStates,53.9,91.6,85.4,63.4,0.0,226.0,免费评估
49,Brown University,UnitedStates,39.3,86.9,80.7,40.6,42.0,224.9,免费评估
50,"University of California, Los Angeles",UnitedStates,64.8,77.5,80.9,65.6,0.0,224.0,免费评估
