Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,剑桥大学University of Cambridge,100.0,,,,10.2,10,230,7,96.0,免费评估
2,圣安德鲁斯大学University of St Andrews,97.7,92.6,90.8,77.6,12.3,6,220,8,,免费评估
3,牛津大学University of Oxford,91.9,,,,7.3,10,203,6,,免费评估
4,帝国理工学院Imperial College London,88.5,91.0,87.7,73.0,15.0,10,221,7,90.0,免费评估
5,华威大学The University of Warwick,83.6,94.0,88.7,76.5,16.4,9,190,3,94.0,免费评估
6,爱丁堡大学The University of Edinburgh,82.9,82.8,79.7,55.8,11.3,10,197,10,87.0,免费评估
7,诺丁汉大学University of Nottingham,81.1,86.0,83.6,71.6,17.6,10,168,9,90.0,免费评估
8,利物浦霍普大学Liverpool Hope University,80.9,87.2,88.7,86.1,12.5,2,112,9,93.0,免费评估
9,拉夫堡大学Loughborough University,80.8,84.0,81.3,81.4,16.9,6,154,7,92.0,免费评估
10,布里斯托大学University of Bristol,79.9,86.3,86.0,52.9,12.4,10,188,7,88.0,免费评估
11,利兹大学University of Leeds,79.1,92.9,92.3,74.8,15.5,6,168,5,93.0,免费评估
12,泰晤士河谷大学Thames Valley University,78.9,91.0,90.5,84.1,15.5,3,127,8,,免费评估
13,曼彻斯特大学The University of Manchester,78.7,88.9,80.6,70.5,13.5,10,183,4,89.0,免费评估
14,巴斯大学University of Bath,78.5,86.0,80.7,71.3,15.9,8,171,6,97.0,免费评估
15,杜伦大学Durham University,78.3,86.8,80.2,75.5,16.9,4,194,7,,免费评估
16,伯明翰大学University of Birmingham,78.1,90.0,89.3,63.6,15.2,9,166,6,92.0,免费评估
17,南安普顿大学University of Southampton,77.1,87.8,84.3,65.8,16.3,7,172,8,94.0,免费评估
18,斯旺西大学Swansea University,77.0,92.0,86.0,79.3,22.1,6,139,8,93.0,免费评估
19,伦敦大学皇家霍洛威学院Royal Holloway University of London,76.7,88.1,81.9,72.8,15.6,8,148,4,93.0,免费评估
20,格拉斯哥大学University of Glasgow,76.6,83.0,84.7,62.9,15.0,6,194,8,91.0,免费评估
21,约克大学The University of York,76.3,79.0,85.3,73.4,13.4,9,153,5,88.0,免费评估
22,谢菲尔德大学The University of Sheffield,75.9,90.0,86.3,73.9,17.9,8,158,6,87.0,免费评估
23,邓迪大学University of Dundee,75.5,89.9,89.6,66.7,13.7,6,157,9,80.0,免费评估
24,阿伯丁大学University of Aberdeen,75.3,63.1,66.5,67.6,13.2,4,194,10,,免费评估
25,埃克塞特大学University of Exeter,75.1,87.2,90.4,62.7,11.5,4,166,4,,免费评估
26,兰卡斯特大学Lancaster University,74.5,81.4,81.1,64.0,10.4,9,161,3,95.0,免费评估
27,卡迪夫大学Cardiff University,73.6,82.8,77.1,73.4,16.9,6,151,8,89.0,免费评估
28,斯特林大学University of Stirling,73.5,75.5,80.7,64.9,10.9,4,122,9,,免费评估
29,朴茨茅斯大学University of Portsmouth,73.2,87.0,86.0,76.3,12.7,6,118,4,88.0,免费评估
30,思克莱德大学University of Strathclyde,72.5,85.0,82.6,62.1,16.3,6,186,8,79.0,免费评估
31,阿斯顿大学Aston University,72.0,89.9,86.3,78.5,18.8,5,137,8,76.0,免费评估
32,西英格兰大学University of the West of England,69.6,80.6,81.6,69.8,13.2,5,132,8,89.0,免费评估
33,考文垂大学Coventry University,69.5,79.0,80.3,68.2,15.2,5,138,7,83.0,免费评估
34,金斯顿大学Kingston University,68.3,72.8,77.8,73.5,10.7,9,113,4,68.0,免费评估
34,伦敦大学学院University College London,68.3,73.3,70.8,49.6,14.7,9,192,8,83.0,免费评估
36,哈德斯菲尔德大学University of Huddersfield,68.2,86.0,79.3,78.3,21.6,5,134,8,88.0,免费评估
37,斯塔福德郡大学Staffordshire University,68.0,79.0,85.1,71.1,19.0,7,127,6,88.0,免费评估
38,伦敦国王学院King's College London,67.6,74.0,77.6,67.7,17.5,6,163,7,90.0,免费评估
39,林肯大学University of Lincoln,67.5,86.0,84.2,77.3,17.1,4,135,3,81.0,免费评估
40,利物浦大学The University of Liverpool,67.2,,,,20.0,6,151,3,86.0,免费评估
