Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,华威大学The University of Warwick,3.7,448,0.89,0.7,免费评估
2,萨塞克斯大学University of Sussex,3.4,395,0.79,0.75,免费评估
3,兰卡斯特大学Lancaster University,3.5,346,0.8,0.68,免费评估
4,莱斯特大学University of Leicester,2.8,323,0.88,0.69,免费评估
5,曼彻斯特大学The University of Manchester,3.7,359,0.74,0.57,免费评估
6,东英吉利大学University of East Anglia,2.7,370,0.8,0.59,免费评估
6,赫尔大学The University of Hull,2.4,268,0.89,0.68,免费评估
8,诺丁汉大学University of Nottingham,2.7,367,0.76,0.59,免费评估
9,肯特大学University of Kent,3.4,271,0.79,0.54,免费评估
10,埃塞克斯大学University of Essex,2.5,286,0.8,0.65,免费评估
11,伯明翰大学University of Birmingham,2.6,379,0.75,0.49,免费评估
11,伦敦国王学院King's College London,2.3,386,0.73,0.58,免费评估
13,利物浦大学The University of Liverpool,2.0,344,0.8,0.52,免费评估
14,朴茨茅斯大学University of Portsmouth,2.3,286,0.76,0.53,免费评估
15,伦敦大学金史密斯学院Goldsmiths University of London,,348,0.75,0.74,免费评估
16,斯旺西大学Swansea University,1.7,297,0.77,0.43,免费评估
17,基尔大学Keele University,,318,0.77,0.6,免费评估
18,邓迪大学University of Dundee,,325,0.82,0.37,免费评估
19,普利茅斯大学University of Plymouth,,229,0.81,0.48,免费评估
20,温切斯特大学University of Winchester,,253,0.83,0.33,免费评估
21,坎特伯雷大学Canterbury Christ Church University,,239,0.79,0.39,免费评估
22,利物浦约翰摩尔斯大学Liverpool John Moores University,,272,0.74,0.36,免费评估
23,阿尔斯特大学University of Ulster,,208,0.56,0.45,免费评估
