Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,3.4,474.0,0.83,0.93,免费评估
2,东英吉利大学University of East Anglia,2.5,249.0,,,免费评估
3,斯特林大学University of Stirling,2.6,297.0,0.82,0.94,免费评估
4,埃克塞特大学University of Exeter,2.9,333.0,0.84,0.65,免费评估
5,阿伯丁大学University of Aberdeen,1.4,363.0,0.76,0.99,免费评估
6,邓迪大学University of Dundee,1.2,349.0,0.81,0.94,免费评估
7,爱丁堡大学The University of Edinburgh,2.3,379.0,0.69,0.94,免费评估
8,布莱顿大学University of Brighton,1.8,301.0,0.8,0.91,免费评估
9,雷丁大学University of Reading,1.7,313.0,0.81,0.94,免费评估
10,杜伦大学Durham University,2.8,379.0,0.73,0.89,免费评估
11,曼彻斯特大学The University of Manchester,2.8,308.0,0.81,0.59,免费评估
11,格拉斯哥大学University of Glasgow,1.7,349.0,0.68,0.99,免费评估
11,坎特伯雷大学Canterbury Christ Church University,0.8,304.0,0.69,0.91,免费评估
14,卡迪夫大学Cardiff University,3.0,337.0,0.73,0.7,免费评估
15,思克莱德大学University of Strathclyde,1.5,369.0,0.71,0.88,免费评估
16,布鲁内尔大学Brunel University,1.0,317.0,,0.93,免费评估
17,牛津布鲁克斯大学Oxford Brookes University,1.5,304.0,0.82,0.76,免费评估
17,华威大学The University of Warwick,2.9,285.0,0.71,0.69,免费评估
19,哈德斯菲尔德大学University of Huddersfield,1.2,231.0,0.85,1.0,免费评估
19,曼彻斯特城市大学Manchester Metropolitan University,2.8,284.0,0.69,0.82,免费评估
21,班戈大学Bangor University,1.5,274.0,0.81,0.79,免费评估
22,温切斯特大学University of Winchester,1.7,289.0,0.75,0.79,免费评估
23,利兹大学University of Leeds,3.0,342.0,0.74,0.6,免费评估
24,约克大学The University of York,2.7,331.0,0.7,0.61,免费评估
25,伯明翰城市大学Birmingham City University,1.4,249.0,0.79,0.83,免费评估
26,阿尔斯特大学University of Ulster,1.7,252.0,0.79,,免费评估
27,赫尔大学The University of Hull,1.4,245.0,0.79,0.85,免费评估
27,伍尔弗汉普顿大学University of Wolverhampton,1.2,220.0,0.78,0.74,免费评估
29,诺桑比亚大学Northumbria University,,303.0,0.79,0.67,免费评估
30,桑德兰大学University of Sunderland,1.1,230.0,0.77,0.9,免费评估
31,亚伯大学Aberystwyth University,,269.0,0.86,0.76,免费评估
32,威尔士大学卡迪夫学院UWIC,0.3,269.0,0.81,0.85,免费评估
33,赫特福德大学University of Hertfordshire,1.0,284.0,0.82,0.77,免费评估
34,艾芝西尔大学Edge Hill University,0.4,273.0,0.78,0.84,免费评估
35,金斯顿大学Kingston University,1.0,260.0,0.81,0.82,免费评估
35,普利茅斯大学University of Plymouth,1.7,247.0,0.76,0.72,免费评估
37,约克圣约翰大学York St John University,0.2,290.0,0.79,0.77,免费评估
38,纽曼大学Newman University,1.1,212.0,0.8,0.83,免费评估
39,北安普顿大学The University of Northampton,1.1,252.0,0.78,0.74,免费评估
39,罗汉普顿大学Roehampton University,1.6,279.0,0.75,0.68,免费评估
41,伯明翰大学University of Birmingham,2.1,335.0,0.73,0.52,免费评估
42,圣玛丽学院St Mary's College,0.5,278.0,0.77,0.88,免费评估
43,德蒙福特大学De Montfort University,,234.0,0.81,0.85,免费评估
44,格罗斯泰斯特主教大学Bishop Grosseteste University,0.5,270.0,0.83,0.95,免费评估
45,纽波特大学University of Wales Newport,0.3,254.0,0.78,0.85,免费评估
46,基尔大学Keele University,,301.0,0.8,0.77,免费评估
47,格林多大学Glyndwr University,0.4,231.0,0.82,0.77,免费评估
47,西英格兰大学University of the West of England,1.2,271.0,0.71,0.74,免费评估
49,伦敦大学金史密斯学院Goldsmiths University of London,1.6,245.0,0.73,0.87,免费评估
49,南安普顿大学University of Southampton,1.9,,0.7,,免费评估
51,贝德福德大学University of Bedfordshire,,249.0,0.71,0.9,免费评估
52,哥比亚大学University of Cumbria,0.4,263.0,0.7,0.83,免费评估
53,奇切斯特大学University of Chichester,,239.0,0.83,0.81,免费评估
53,巴斯斯巴大学Bath Spa University,0.8,279.0,0.81,0.77,免费评估
53,格罗斯特大学University of Gloucestershire,1.6,240.0,0.75,0.83,免费评估
56,谢菲尔德哈莱姆大学Sheffield Hallam University,1.3,277.0,0.71,0.74,免费评估
57,诺丁汉特伦特大学Nottingham Trent University,,281.0,0.8,0.72,免费评估
57,伍斯特大学University of Worcester,,250.0,0.77,0.78,免费评估
59,利物浦约翰摩尔斯大学Liverpool John Moores University,1.0,234.0,0.73,0.71,免费评估
60,"玛央大学学院Marjon, Plymouth",0.3,222.0,0.75,0.81,免费评估
61,切斯特大学University of Chester,0.9,257.0,0.74,0.73,免费评估
62,中央兰开夏大学University of Central Lancashire,0.4,258.0,0.75,0.75,免费评估
63,利兹都会大学Leeds Metropolitan University,1.0,253.0,0.71,0.76,免费评估
64,米德塞斯大学Middlesex University,,193.0,0.64,0.96,免费评估
65,格林威治大学The University of Greenwich,1.0,217.0,0.65,0.83,免费评估
66,德比大学University of Derby,,219.0,0.81,0.61,免费评估
67,剑桥安鲁大学Anglia Ruskin University,,252.0,0.58,0.83,免费评估
68,东伦敦大学University of East London,1.3,174.0,0.62,0.7,免费评估
68,伯明翰大学University of Birmingham,,194.0,0.7,0.59,免费评估
69,埃塞克斯大学University of Essex,,218.0,0.63,0.69,免费评估
