Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
99,伦敦南岸大学London South Bank University,1.1,142.0,0.77,0.36,免费评估
100,威尔士大学卡迪夫学院UWIC,0.6,245.0,0.67,0.51,免费评估
101,米德塞斯大学Middlesex University,1.6,160.0,0.67,0.44,免费评估
102,罗汉普顿大学Roehampton University,,198.0,0.7,0.56,免费评估
103,玛格丽特女王大学Queen Margaret University,0.4,279.0,,0.41,免费评估
104,德比大学University of Derby,,227.0,0.7,0.48,免费评估
105,新白金汉大学Buckinghamshire New University,1.0,196.0,0.67,0.46,免费评估
106,伍尔弗汉普顿大学University of Wolverhampton,1.2,178.0,0.66,0.48,免费评估
107,剑桥安鲁大学Anglia Ruskin University,,234.0,0.67,0.51,免费评估
108,东伦敦大学University of East London,,161.0,0.7,0.43,免费评估
109,波尔顿大学University of Bolton,0.6,193.0,0.65,0.26,免费评估
110,伦敦艺术大学University of the Arts London,,250.0,0.56,0.44,免费评估
