Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,3.6,530.0,0.83,0.94,免费评估
2,剑桥大学University of Cambridge,3.9,,,0.9,免费评估
3,帝国理工学院Imperial College London,4.1,448.0,,0.74,免费评估
4,巴斯大学University of Bath,3.6,459.0,0.81,0.89,免费评估
5,埃克塞特大学University of Exeter,2.7,401.0,0.92,0.81,免费评估
6,伦敦政治经济学院The London School of Economics and Political Science,3.6,470.0,0.75,0.95,免费评估
7,拉夫堡大学Loughborough University,2.8,392.0,0.88,0.84,免费评估
8,华威大学The University of Warwick,3.5,450.0,0.79,0.82,免费评估
9,圣安德鲁斯大学University of St Andrews,2.6,430.0,0.84,0.82,免费评估
10,兰卡斯特大学Lancaster University,3.5,415.0,0.8,0.72,免费评估
11,阿斯顿大学Aston University,2.8,405.0,0.83,0.76,免费评估
12,思克莱德大学University of Strathclyde,3.3,417.0,0.81,0.7,免费评估
13,伦敦国王学院King's College London,3.6,421.0,0.71,0.85,免费评估
14,伦敦城市大学City University London,2.6,394.0,0.81,0.79,免费评估
15,诺丁汉大学University of Nottingham,3.2,407.0,0.74,0.79,免费评估
16,莱斯特大学University of Leicester,2.6,316.0,0.87,0.72,免费评估
17,曼彻斯特大学The University of Manchester,3.3,418.0,0.72,0.73,免费评估
17,卡迪夫大学Cardiff University,3.8,383.0,0.76,0.62,免费评估
19,杜伦大学Durham University,2.7,367.0,0.76,0.79,免费评估
20,南安普顿大学University of Southampton,2.6,402.0,0.74,0.8,免费评估
21,利兹大学University of Leeds,3.2,410.0,0.71,0.71,免费评估
22,伯明翰大学University of Birmingham,2.8,411.0,0.75,0.66,免费评估
23,肯特大学University of Kent,2.4,302.0,0.81,0.77,免费评估
24,萨塞克斯大学University of Sussex,2.6,362.0,0.78,0.71,免费评估
25,谢菲尔德大学The University of Sheffield,2.8,365.0,0.76,0.71,免费评估
26,纽卡斯尔大学Newcastle University,2.3,391.0,0.72,0.81,免费评估
27,东英吉利大学University of East Anglia,2.2,331.0,0.82,0.7,免费评估
28,格拉斯哥大学University of Glasgow,2.4,392.0,0.8,0.6,免费评估
29,英国女王大学Queen's University Belfast,2.7,330.0,0.79,0.63,免费评估
29,雷丁大学University of Reading,2.3,347.0,0.78,0.67,免费评估
31,罗伯特高登大学The Robert Gordon University,1.7,318.0,,0.78,免费评估
32,赫尔大学The University of Hull,2.0,259.0,0.83,0.7,免费评估
33,萨里大学University of Surrey,2.3,347.0,0.71,0.76,免费评估
34,爱丁堡大学The University of Edinburgh,2.3,441.0,0.69,0.65,免费评估
34,伦敦大学皇家霍洛威学院Royal Holloway University of London,2.7,377.0,0.66,0.76,免费评估
36,赫瑞瓦特大学Heriot Watt University,2.2,345.0,0.72,0.73,免费评估
37,伯恩茅斯大学Bournemouth University,1.5,312.0,0.78,0.74,免费评估
38,基尔大学Keele University,2.1,291.0,0.74,0.76,免费评估
39,布莱顿大学University of Brighton,2.4,262.0,0.76,0.72,免费评估
40,阿伯丁大学University of Aberdeen,2.0,337.0,0.75,0.68,免费评估
41,牛津布鲁克斯大学Oxford Brookes University,1.4,311.0,0.8,0.68,免费评估
42,伦敦大学玛丽女王学院Queen Mary University of London,2.6,331.0,0.72,0.65,免费评估
43,斯旺西大学Swansea University,2.1,294.0,0.75,0.69,免费评估
44,约克大学The University of York,2.3,338.0,0.69,0.72,免费评估
45,班戈大学Bangor University,2.9,264.0,0.7,0.71,免费评估
45,斯特林大学University of Stirling,2.0,275.0,0.75,0.72,免费评估
47,诺丁汉特伦特大学Nottingham Trent University,1.6,269.0,0.73,0.81,免费评估
47,利物浦大学The University of Liverpool,2.3,359.0,0.71,0.62,免费评估
49,诺桑比亚大学Northumbria University,1.1,304.0,0.76,0.77,免费评估
50,德蒙福特大学De Montfort University,1.9,228.0,0.83,0.58,免费评估
51,朴茨茅斯大学University of Portsmouth,1.6,258.0,0.78,0.68,免费评估
52,伦敦大学学院University College London,,396.0,0.73,0.8,免费评估
53,谢菲尔德哈莱姆大学Sheffield Hallam University,1.4,271.0,0.78,0.63,免费评估
54,西英格兰大学University of the West of England,1.5,267.0,0.75,0.67,免费评估
55,龙比亚大学Napier University,0.9,286.0,,0.75,免费评估
56,中央兰开夏大学University of Central Lancashire,1.5,250.0,0.76,0.67,免费评估
56,格拉摩根大学University of Glamorgan,1.2,281.0,0.82,0.53,免费评估
58,林肯大学University of Lincoln,1.0,255.0,0.79,0.65,免费评估
59,普利茅斯大学University of Plymouth,1.6,259.0,0.76,0.6,免费评估
60,布鲁内尔大学Brunel University,2.1,306.0,0.68,0.61,免费评估
61,索尔福德大学University of Salford,2.1,261.0,0.72,0.59,免费评估
62,布拉德福德大学University of Bradford,2.4,231.0,0.73,0.57,免费评估
63,亚伯大学Aberystwyth University,1.5,290.0,0.79,0.47,免费评估
64,邓迪大学University of Dundee,,359.0,0.74,0.68,免费评估
65,阿尔斯特大学University of Ulster,1.8,250.0,0.78,0.49,免费评估
66,金斯顿大学Kingston University,2.2,214.0,0.76,0.52,免费评估
67,曼彻斯特城市大学Manchester Metropolitan University,1.7,256.0,0.71,0.62,免费评估
68,埃塞克斯大学University of Essex,2.5,301.0,0.66,0.54,免费评估
69,哈珀亚当斯大学Harper Adams University,,286.0,,0.7,免费评估
70,巴斯斯巴大学Bath Spa University,,245.0,0.84,0.58,免费评估
71,北安普顿大学The University of Northampton,1.0,208.0,0.79,0.56,免费评估
71,奇切斯特大学University of Chichester,,203.0,0.87,0.53,免费评估
71,蒂赛德大学Teesside University,1.3,214.0,0.79,0.51,免费评估
74,考文垂大学Coventry University,1.0,283.0,0.75,0.53,免费评估
75,斯塔福德郡大学Staffordshire University,1.5,219.0,0.73,0.6,免费评估
76,赫特福德大学University of Hertfordshire,1.7,235.0,0.7,0.57,免费评估
77,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,1.3,309.0,0.71,0.49,免费评估
78,约克圣约翰大学York St John University,,332.0,0.74,0.54,免费评估
79,格罗斯特大学University of Gloucestershire,0.7,235.0,0.71,0.65,免费评估
80,温切斯特大学University of Winchester,,230.0,0.79,0.58,免费评估
81,哈德斯菲尔德大学University of Huddersfield,1.4,260.0,0.73,0.42,免费评估
81,贝德福德大学University of Bedfordshire,0.9,159.0,0.81,0.47,免费评估
83,伍斯特大学University of Worcester,,221.0,0.76,0.62,免费评估
84,圣玛丽学院St Mary's College,,205.0,0.8,0.55,免费评估
85,威斯敏斯特大学University of Westminster,1.5,232.0,0.7,0.48,免费评估
86,伯明翰城市大学Birmingham City University,1.2,218.0,0.71,0.52,免费评估
87,利物浦约翰摩尔斯大学Liverpool John Moores University,0.6,230.0,0.72,0.57,免费评估
88,艾芝西尔大学Edge Hill University,,227.0,0.81,0.43,免费评估
89,格林威治大学The University of Greenwich,1.2,177.0,0.73,0.51,免费评估
90,桑德兰大学University of Sunderland,,227.0,0.76,0.54,免费评估
91,利兹都会大学Leeds Metropolitan University,1.1,261.0,0.64,0.58,免费评估
92,南安普顿索伦特大学Southampton Solent University,,187.0,0.74,0.6,免费评估
93,皇家农学院Royal Agricultural University,,248.0,0.7,0.59,免费评估
94,哥比亚大学University of Cumbria,,218.0,0.71,0.59,免费评估
95,阿伯泰邓迪大学University of Abertay Dundee,0.8,277.0,,0.43,免费评估
96,坎特伯雷大学Canterbury Christ Church University,,195.0,0.78,0.47,免费评估
97,切斯特大学University of Chester,,235.0,0.66,0.67,免费评估
98,格林多大学Glyndwr University,,231.0,,0.55,免费评估
