Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,华威大学The University of Warwick,90.9,48.3,491.0,63.9,100.0,免费评估
2,伦敦大学玛丽女王学院Queen Mary University of London,91.8,63.3,466.0,56.1,99.6,免费评估
3,埃克塞特大学University of Exeter,94.0,48.3,435.0,67.8,98.9,免费评估
4,谢菲尔德大学The University of Sheffield,89.3,38.3,400.0,69.8,93.2,免费评估
5,伯明翰大学University of Birmingham,82.1,31.7,411.0,79.3,92.1,免费评估
6,兰卡斯特大学Lancaster University,85.3,43.3,393.0,68.5,91.6,免费评估
7,曼彻斯特大学The University of Manchester,87.3,58.3,395.0,54.0,91.4,免费评估
8,格拉斯哥大学University of Glasgow,83.4,55.0,478.0,43.7,91.3,免费评估
9,肯特大学University of Kent,85.7,46.7,381.0,65.5,90.8,免费评估
10,萨里大学University of Surrey,85.0,33.3,365.0,77.9,90.4,免费评估
11,利兹大学University of Leeds,88.0,36.7,413.0,55.5,88.9,免费评估
12,伦敦大学皇家霍洛威学院Royal Holloway University of London,78.7,48.3,410.0,59.5,88.1,免费评估
13,布拉德福德大学University of Bradford,66.2,55.0,444.0,65.0,87.7,免费评估
14,约克大学The University of York,71.1,55.0,439.0,56.5,87.2,免费评估
15,埃塞克斯大学University of Essex,93.9,25.0,366.0,56.5,86.5,免费评估
16,埃塞克斯大学University of Essex,94.5,,428.0,58.8,86.4,免费评估
17,爱丁堡大学The University of Edinburgh,75.7,50.0,410.0,52.9,85.3,免费评估
18,雷丁大学University of Reading,86.1,38.3,368.0,53.8,85.1,免费评估
19,Coventry University,84.4,23.3,380.0,61.7,84.4,免费评估
20,诺丁汉大学University of Nottingham,87.0,31.7,364.0,54.6,84.1,免费评估
21,东英吉利大学University of East Anglia,90.5,,468.0,47.1,83.8,免费评估
22,拉夫堡大学Loughborough University,76.9,23.3,411.0,62.5,83.3,免费评估
23,"中央演讲与戏剧学院Central School of Speech & Drama, U of London",80.0,28.3,360.0,61.3,82.0,免费评估
24,米德塞斯大学Middlesex University,83.8,31.7,330.0,56.6,81.1,免费评估
25,卡迪夫都市大学Cardiff Metropolitan University,95.2,,302.0,65.3,80.5,免费评估
26,罗汉普顿大学Roehampton University,81.5,46.0,312.0,51.9,80.4,免费评估
27,德蒙福特大学De Montfort University,83.9,30.0,339.0,49.8,79.4,免费评估
28,University of Lincoln,83.1,10.0,334.0,64.5,79.0,免费评估
29,伯恩茅斯艺术大学Arts University Bournemouth,79.7,3.3,339.0,69.2,77.8,免费评估
30,苏格兰皇家音乐学院Royal Conservatoire of Scotland,83.3,,323.0,68.2,77.4,免费评估
31,Manchester Metropolitan University,80.4,13.3,379.0,49.0,76.8,免费评估
32,英国女王大学Queen's University Belfast,82.6,28.3,368.0,37.2,76.7,免费评估
33,赫尔大学The University of Hull,83.8,25.0,333.0,43.7,76.2,免费评估
34,伦敦大学金史密斯学院Goldsmiths University of London,75.2,35.0,345.0,45.8,75.7,免费评估
34,奇切斯特大学University of Chichester,85.5,13.3,337.0,46.8,75.7,免费评估
34,阿伯丁大学University of Aberdeen,78.6,31.7,,44.4,75.7,免费评估
37,北安普顿大学The University of Northampton,90.5,8.3,292.0,49.7,74.9,免费评估
38,伯明翰城市大学Birmingham City University,83.3,,336.0,56.4,74.8,免费评估
39,布莱顿大学University of Brighton,75.5,45.0,316.0,39.9,74.4,免费评估
39,巴斯斯巴大学Bath Spa University,82.1,,361.0,51.5,74.4,免费评估
41,切斯特大学University of Chester,83.3,13.3,298.0,52.9,74.0,免费评估
