Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,圣安德鲁斯大学University of St Andrews,91.2%,93.7%,51.0%,225,90.8%,100.0,免费评估
2,剑桥大学University of Cambridge,,,55.7%,240,84.0%,97.7,免费评估
3,牛津大学University of Oxford,,,52.1%,226,90.4%,95.9,免费评估
4,杜伦大学Durham University,79.8%,76.8%,46.2%,221,89.2%,94.3,免费评估
5,华威大学The University of Warwick,85.7%,84.4%,46.1%,189,84.9%,93.3,免费评估
6,利兹大学University of Leeds,89.5%,85.8%,41.8%,161,85.5%,91.9,免费评估
6,兰卡斯特大学Lancaster University,86.4%,83.6%,37.6%,176,88.8%,91.9,免费评估
8,伯明翰大学University of Birmingham,79.8%,79.5%,33.8%,200,91.9%,91.7,免费评估
9,诺丁汉大学University of Nottingham,83.1%,82.1%,48.3%,171,84.0%,91.6,免费评估
10,曼彻斯特大学The University of Manchester,79.9%,80.7%,44.9%,204,81.6%,91.5,免费评估
11,巴斯大学University of Bath,81.9%,82.4%,40.0%,183,84.8%,90.8,免费评估
12,赫瑞瓦特大学Heriot Watt University,88.4%,89.8%,44.1%,179,72.7%,90.3,免费评估
13,埃克塞特大学University of Exeter,79.9%,81.8%,42.4%,194,80.4%,90.2,免费评估
14,布里斯托大学University of Bristol,78.1%,78.0%,43.7%,179,84.7%,89.9,免费评估
15,格拉斯哥大学University of Glasgow,73.9%,75.8%,42.0%,207,83.1%,89.8,免费评估
16,约克大学The University of York,87.6%,82.4%,35.8%,166,83.3%,89.7,免费评估
17,南安普顿大学University of Southampton,79.1%,78.6%,44.1%,167,84.3%,89.5,免费评估
18,萨里大学University of Surrey,80.9%,83.5%,39.6%,163,84.5%,89.3,免费评估
19,伦敦大学皇家霍洛威学院Royal Holloway University of London,87.6%,86.8%,31.5%,158,84.4%,89.2,免费评估
20,帝国理工学院Imperial College London,61.8%,61.5%,49.6%,217,87.6%,89.0,免费评估
21,伦敦大学学院University College London,70.3%,71.4%,45.1%,183,87.1%,88.8,免费评估
22,莱斯特大学University of Leicester,88.6%,85.9%,40.8%,140,79.6%,88.7,免费评估
22,爱丁堡大学The University of Edinburgh,72.8%,71.9%,48.7%,204,76.9%,88.7,免费评估
24,英国女王大学Queen's University Belfast,84.5%,84.0%,44.4%,156,73.7%,87.8,免费评估
25,阿伯丁大学University of Aberdeen,79.8%,82.3%,32.0%,174,82.9%,87.7,免费评估
26,思克莱德大学University of Strathclyde,79.7%,81.8%,45.3%,193,67.5%,87.4,免费评估
27,斯旺西大学Swansea University,84.5%,82.8%,33.0%,140,81.7%,86.6,免费评估
28,谢菲尔德大学The University of Sheffield,82.2%,85.0%,36.8%,155,75.9%,86.5,免费评估
29,卡迪夫大学Cardiff University,78.6%,82.3%,34.9%,161,79.4%,86.4,免费评估
30,利物浦大学The University of Liverpool,81.6%,80.2%,31.5%,148,82.2%,86.1,免费评估
31,拉夫堡大学Loughborough University,84.0%,87.2%,19.0%,153,83.7%,85.6,免费评估
32,西苏格兰大学University of the West of Scotland,95.5%,98.4%,19.1%,129,72.7%,84.9,免费评估
33,伦敦国王学院King's College London,72.5%,74.5%,35.8%,158,80.2%,84.5,免费评估
34,赫特福德大学University of Hertfordshire,87.7%,87.8%,20.2%,115,83.3%,84.2,免费评估
35,萨塞克斯大学University of Sussex,81.1%,81.5%,24.7%,146,79.5%,84.0,免费评估
36,基尔大学Keele University,86.0%,84.2%,31.8%,108,76.8%,83.7,免费评估
37,诺丁汉特伦特大学Nottingham Trent University,90.9%,91.3%,20.1%,116,76.1%,83.5,免费评估
37,诺桑比亚大学Northumbria University,94.0%,95.1%,30.7%,129,61.1%,83.5,免费评估
39,亚伯大学Aberystwyth University,89.9%,87.6%,12.4%,108,80.0%,82.0,免费评估
40,肯特大学University of Kent,78.2%,76.8%,30.7%,126,75.5%,81.8,免费评估
41,伦敦大学玛丽女王学院Queen Mary University of London,70.7%,72.7%,27.6%,126,80.1%,80.4,免费评估
42,朴茨茅斯大学University of Portsmouth,79.1%,75.7%,21.8%,110,77.4%,79.8,免费评估
42,邓迪大学University of Dundee,86.1%,84.6%,34.1%,165,46.4%,79.8,免费评估
44,索尔福德大学University of Salford,82.6%,84.7%,4.4%,113,72.6%,77.0,免费评估
45,赫尔大学The University of Hull,71.1%,66.4%,24.2%,120,68.9%,76.0,免费评估
46,中央兰开夏大学University of Central Lancashire,71.0%,70.9%,19.8%,128,64.3%,74.9,免费评估
