Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,思克莱德大学University of Strathclyde,,4.31,3.28,,100.0,免费评估
2,高地与群岛大学University of the Highlands and Islands,,4.41,2.85,,99.5,免费评估
3,纽卡斯尔大学Newcastle University,447.0,4.15,3.04,85.0,99.4,免费评估
4,阿斯顿大学Aston University,396.0,4.35,3.37,95.0,98.7,免费评估
5,雷丁大学University of Reading,434.0,4.02,3.05,85.0,98.6,免费评估
6,东英吉利大学University of East Anglia,435.0,4.1,3.26,85.0,98.1,免费评估
7,Cardiff,,4.14,3.42,,97.9,免费评估
8,曼彻斯特城市大学Manchester Metropolitan University,416.0,4.18,2.88,95.0,97.8,免费评估
9,曼彻斯特大学The University of Manchester,396.0,4.0,3.38,85.0,96.7,免费评估
10,南安普顿大学University of Southampton,346.0,4.31,3.23,95.0,96.1,免费评估
11,邓迪大学University of Dundee,,4.05,3.07,,95.7,免费评估
12,谢菲尔德大学The University of Sheffield,392.0,4.22,3.01,80.0,95.2,免费评估
13,卡迪夫都市大学Cardiff Metropolitan University,405.0,4.14,,95.0,94.8,免费评估
14,伦敦城市大学City University London,376.0,4.14,3.06,85.0,94.0,免费评估
15,利兹大学University of Leeds,386.0,3.71,,95.0,92.4,免费评估
16,中央兰开夏大学University of Central Lancashire,,3.88,2.63,,92.2,免费评估
17,伯明翰城市大学Birmingham City University,388.0,4.13,,85.0,92.0,免费评估
18,德蒙福特大学De Montfort University,362.0,3.46,,95.0,90.2,免费评估
19,利兹贝克特大学Leeds Beckett University,355.0,4.36,1.76,80.0,90.2,免费评估
20,玛格丽特女王大学Queen Margaret University,,4.05,3.24,50.0,87.8,免费评估
21,Plymouth Marjon,357.0,3.71,,75.0,87.2,免费评估
