Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Beihang University,China,100.0,82.8,49.6,78.1,,270.8,免费评估
2,Georgia Institute of Technology,UnitedStates,55.6,67.2,41.6,100.0,,231.0,免费评估
3,Harbin Institute of Technology,China,67.6,92.1,52.0,57.7,,227.9,免费评估
4,National University of Defense Technology,China,72.2,88.2,40.7,58.6,,227.1,免费评估
5,California Institute of Technology,UnitedStates,45.8,79.4,50.4,88.9,,224.2,免费评估
6,University of Michigan-Ann Arbor,UnitedStates,44.8,85.2,55.1,82.8,,223.9,免费评估
7,Northwestern Polytechnical University,China,67.5,77.7,45.5,55.2,,209.5,免费评估
8,Purdue University - West Lafayette,UnitedStates,40.9,72.0,50.3,84.5,,207.5,免费评估
9,Nanjing University of Aeronautics and Astronautics,China,65.4,70.6,42.4,60.9,,205.3,免费评估
10,Delft University of Technology,Netherlands,51.0,74.1,80.0,61.7,,202.8,免费评估
11,"University of Maryland, College Park",UnitedStates,40.4,74.4,42.7,69.7,,193.1,免费评估
12,Massachusetts Institute of Technology (MIT),UnitedStates,41.0,77.5,54.6,61.7,,191.2,免费评估
13,Beijing Institute of Technology,China,53.3,78.5,50.4,45.8,,187.6,免费评估
14,Tsinghua University,China,44.8,78.3,44.2,55.2,,187.2,免费评估
15,Stanford University,UnitedStates,29.9,90.5,70.2,52.6,,186.9,免费评估
16,The University of Texas at Austin,UnitedStates,36.1,80.5,50.2,60.2,,186.8,免费评估
17,University of Toronto,Canada,28.4,98.5,73.9,42.5,,184.1,免费评估
18,University of Naples Federico II,Italy,33.0,99.7,61.2,39.0,,184.0,免费评估
19,剑桥大学University of Cambridge,UnitedKingdom,24.7,83.3,80.3,59.4,,183.4,免费评估
20,Sapienza University of Rome,Italy,40.6,83.7,53.4,46.8,,181.8,免费评估
21,Korea Advanced Institute of Science and Technology,SouthKorea,47.1,65.1,44.5,59.4,,180.5,免费评估
22,University of Illinois at Urbana-Champaign,UnitedStates,29.3,80.5,44.8,57.7,,176.5,免费评估
23,南安普顿大学University of Southampton,UnitedKingdom,28.6,79.4,80.9,50.7,,174.8,免费评估
24,Technical University Munich,Germany,32.8,74.6,87.0,49.8,,174.6,免费评估
25,Technion-Israel Institute of Technology,Israel,40.4,68.0,72.1,51.6,,174.5,免费评估
26,Pennsylvania State University - University Park,UnitedStates,39.7,62.5,41.1,61.7,,172.2,免费评估
27,Virginia Polytechnic Institute and State University,UnitedStates,34.1,64.9,63.6,59.4,,171.1,免费评估
28,The Ohio State University - Columbus,UnitedStates,25.7,77.3,46.1,57.7,,170.1,免费评估
29,University of Colorado at Boulder,UnitedStates,40.2,66.2,57.4,51.6,,169.6,免费评估
30,The University of Tokyo,Japan,31.1,67.0,45.9,58.6,,165.9,免费评估
31,McGill University,Canada,28.2,88.4,83.2,32.4,,165.6,免费评估
32,Nanyang Technological University,Singapore,30.9,82.9,100.0,29.3,,163.1,免费评估
33,University of Florida,UnitedStates,32.6,78.3,40.2,42.5,,161.5,免费评估
34,The University of New South Wales,Australia,25.7,70.1,91.0,46.8,,160.8,免费评估
35,帝国理工学院Imperial College London,UnitedKingdom,23.8,73.2,84.9,46.8,,160.7,免费评估
36,Polytechnic University of Turin,Italy,34.6,71.4,69.7,40.2,,160.2,免费评估
37,布里斯托大学University of Bristol,UnitedKingdom,29.3,74.8,88.6,37.8,,159.6,免费评估
38,York University,Canada,23.8,100.0,81.6,16.9,,157.0,免费评估
39,萨里大学University of Surrey,UnitedKingdom,25.5,77.6,72.7,39.0,,156.7,免费评估
40,Polytechnic Institute of Milan,Italy,35.0,73.7,77.5,32.4,,156.6,免费评估
41,克兰菲尔德大学Cranfield University,UnitedKingdom,43.5,57.9,75.6,37.8,,154.3,免费评估
42,Xi'an Jiaotong University,China,29.1,66.0,60.8,46.8,,154.1,免费评估
43,Dalian University of Technology,China,26.2,91.0,33.8,29.3,,153.2,免费评估
44,Texas A&M University,UnitedStates,32.8,59.3,61.6,46.8,,151.3,免费评估
45,Johns Hopkins University,UnitedStates,27.4,84.2,43.4,29.3,,149.6,免费评估
46,Shanghai Jiao Tong University,China,38.6,64.3,49.2,35.2,,147.9,免费评估
47,思克莱德大学University of Strathclyde,UnitedKingdom,29.1,73.4,75.7,29.3,,147.0,免费评估
48,University of Arizona,UnitedStates,23.3,80.5,56.3,30.9,,145.9,免费评估
49,Indian Institute of Science,India,29.7,70.5,44.3,36.5,,145.6,免费评估
49,Seoul National University,SouthKorea,35.5,57.8,48.6,42.5,,145.6,免费评估
