Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,80.80%,94.00%,67.00%,629,94.60%,100.0,免费评估
2,帝国理工学院Imperial College London,75.00%,84.70%,59.60%,596,85.40%,93.8,免费评估
3,利兹大学University of Leeds,84.30%,88.50%,40.90%,461,90.60%,91.3,免费评估
4,巴斯大学University of Bath,77.00%,86.50%,37.40%,534,90.50%,91.0,免费评估
5,布里斯托大学University of Bristol,74.20%,88.60%,52.30%,514,82.20%,90.2,免费评估
6,兰卡斯特大学Lancaster University,79.70%,90.80%,41.60%,388,95.60%,90.0,免费评估
7,拉夫堡大学Loughborough University,78.00%,85.20%,41.80%,433,91.50%,89.3,免费评估
8,萨里大学University of Surrey,80.30%,91.70%,30.80%,446,89.30%,88.8,免费评估
9,南安普顿大学University of Southampton,72.60%,84.70%,52.30%,443,86.40%,88.6,免费评估
10,谢菲尔德大学The University of Sheffield,79.90%,88.60%,36.00%,444,86.40%,88.3,免费评估
11,诺丁汉大学University of Nottingham,78.60%,86.20%,40.80%,429,86.60%,88.1,免费评估
12,格拉斯哥大学University of Glasgow,71.80%,82.00%,47.20%,488,83.30%,87.9,免费评估
13,赫瑞瓦特大学Heriot Watt University,81.30%,88.20%,47.80%,431,78.20%,87.8,免费评估
14,曼彻斯特大学The University of Manchester,75.40%,84.60%,35.10%,463,87.50%,87.6,免费评估
15,University of Strathclyde,69.60%,83.40%,37.20%,512,84.50%,87.2,免费评估
16,伯明翰大学University of Birmingham,74.90%,79.00%,37.70%,433,88.30%,86.6,免费评估
16,爱丁堡大学The University of Edinburgh,63.50%,76.50%,50.30%,487,85.60%,86.6,免费评估
18,斯旺西大学Swansea University,78.80%,85.30%,45.50%,356,85.50%,86.5,免费评估
19,布鲁内尔大学Brunel University,85.90%,90.10%,23.70%,394,83.00%,85.9,免费评估
19,卡迪夫大学Cardiff University,74.40%,87.70%,30.20%,419,87.10%,85.9,免费评估
21,伦敦大学学院University College London,59.60%,74.90%,44.60%,489,89.20%,85.8,免费评估
21,英国女王大学Queen's University Belfast,76.40%,84.70%,36.70%,381,87.10%,85.8,免费评估
23,考文垂大学Coventry University,88.40%,90.30%,10.30%,338,93.50%,85.7,免费评估
23,埃克塞特大学University of Exeter,64.50%,80.40%,36.40%,447,91.20%,85.7,免费评估
25,纽卡斯尔大学Newcastle University,74.40%,84.70%,30.20%,425,86.30%,85.5,免费评估
26,桑德兰大学University of Sunderland,93.10%,94.40%,8.80%,253,91.40%,84.1,免费评估
27,阿伯丁大学University of Aberdeen,70.40%,73.90%,28.40%,439,87.00%,83.8,免费评估
27,阿斯顿大学Aston University,75.70%,85.50%,20.60%,383,87.70%,83.8,免费评估
29,利物浦大学The University of Liverpool,71.70%,80.70%,32.10%,385,84.10%,83.2,免费评估
30,萨塞克斯大学University of Sussex,76.70%,85.30%,24.00%,338,83.90%,82.4,免费评估
31,蒂赛德大学Teesside University,86.20%,91.30%,5.80%,317,84.30%,82.0,免费评估
32,Northumbria University,75.20%,81.50%,30.70%,348,79.10%,81.6,免费评估
33,邓迪大学University of Dundee,70.70%,81.40%,34.10%,408,72.40%,81.2,免费评估
34,普利茅斯大学University of Plymouth,75.20%,77.80%,15.70%,310,91.00%,81.1,免费评估
35,罗伯特高登大学The Robert Gordon University,64.60%,79.70%,8.80%,445,87.50%,81.0,免费评估
36,伦敦大学玛丽女王学院Queen Mary University of London,63.10%,73.00%,46.70%,381,76.20%,80.6,免费评估
36,利物浦约翰摩尔斯大学Liverpool John Moores University,84.20%,87.30%,4.70%,349,78.90%,80.6,免费评估
38,牛津布鲁克斯大学Oxford Brookes University,81.30%,82.40%,13.90%,351,77.20%,80.3,免费评估
39,阿尔斯特大学University of Ulster,84.20%,90.00%,,310,82.40%,80.0,免费评估
40,哈珀亚当斯大学Harper Adams University,81.70%,87.90%,,308,82.60%,79.3,免费评估
41,哈德斯菲尔德大学University of Huddersfield,73.50%,82.60%,10.20%,318,84.40%,79.2,免费评估
42,赫尔大学The University of Hull,72.40%,86.50%,16.50%,315,79.10%,78.9,免费评估
43,朴茨茅斯大学University of Portsmouth,82.60%,85.70%,9.10%,308,75.50%,78.8,免费评估
44,索尔福德大学University of Salford,83.00%,90.60%,4.40%,281,75.60%,78.1,免费评估
45,德比大学University of Derby,77.50%,76.20%,6.70%,284,84.20%,77.9,免费评估
46,布拉德福德大学University of Bradford,79.60%,80.60%,7.70%,292,78.50%,77.7,免费评估
47,格林威治大学The University of Greenwich,76.40%,82.30%,29.50%,321,64.60%,77.6,免费评估
48,Manchester Metropolitan University,74.00%,79.20%,16.30%,335,73.30%,77.5,免费评估
49,德蒙福特大学De Montfort University,73.90%,77.30%,12.50%,268,83.30%,77.4,免费评估
50,西英格兰大学University of the West of England,74.00%,80.70%,10.60%,319,76.50%,77.3,免费评估
51,赫特福德大学University of Hertfordshire,73.40%,78.50%,16.50%,296,76.30%,77.0,免费评估
52,中央兰开夏大学University of Central Lancashire,84.80%,87.50%,7.10%,300,66.70%,76.8,免费评估
53,伦敦城市大学City University London,78.00%,81.80%,20.20%,331,63.20%,76.6,免费评估
54,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,72.70%,82.10%,4.70%,358,71.90%,76.3,免费评估
55,谢菲尔德哈莱姆大学Sheffield Hallam University,71.00%,79.00%,,284,81.10%,75.3,免费评估
56,伦敦南岸大学London South Bank University,72.30%,81.10%,19.60%,294,60.00%,73.6,免费评估
57,西苏格兰大学University of the West of Scotland,74.60%,78.80%,9.00%,379,55.30%,73.4,免费评估
58,斯塔福德郡大学Staffordshire University,77.40%,77.30%,5.70%,264,67.50%,73.3,免费评估
59,剑桥安鲁大学Anglia Ruskin University,78.50%,81.80%,9.10%,244,64.30%,73.2,免费评估
60,南威尔士大学The University of South Wales,64.50%,68.60%,,356,71.40%,72.4,免费评估
61,伯明翰城市大学Birmingham City University,61.80%,65.10%,,288,72.20%,69.9,免费评估
62,金斯顿大学Kingston University,62.50%,68.00%,2.90%,283,62.60%,68.3,免费评估
63,布莱顿大学University of Brighton,47.70%,62.00%,7.40%,319,65.80%,67.1,免费评估
