Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,巴斯大学University of Bath,78.3%,80.1%,52.9%,207,96.6%,100.0,免费评估
2,剑桥大学University of Cambridge,81.3%*,76.5%*,49.0%,223,90.9%,99.5,免费评估
3,谢菲尔德大学The University of Sheffield,90.3%,91.0%,36.6%,172,96.4%,98.8,免费评估
4,伦敦大学学院University College London,78.0%,75.4%,54.1%,191,91.0%,97.1,免费评估
5,思克莱德大学University of Strathclyde,83.8%,76.7%,23.0%,207,93.5%,95.6,免费评估
6,纽卡斯尔大学Newcastle University,74.8%,76.2%,43.7%,177,89.9%,93.5,免费评估
7,利物浦大学The University of Liverpool,84.4%,81.4%,43.5%,145,86.5%,93.1,免费评估
8,英国女王大学Queen's University Belfast,81.6%,76.6%,35.2%,153,91.1%,92.3,免费评估
9,西英格兰大学University of the West of England,96.5%,97.3%,10.6%,141,86.0%,92.0,免费评估
10,考文垂大学Coventry University,95.2%,94.1%,10.3%,144,86.3%,91.7,免费评估
11,卡迪夫大学Cardiff University,67.0%,60.8%,40.7%,182,94.5%,91.2,免费评估
12,肯特大学University of Kent,77.8%,78.4%,33.3%,163,85.6%,90.7,免费评估
13,法尔茅斯大学Falmouth University,94.5%,92.1%,,111,100.0%,90.6,免费评估
13,爱丁堡大学The University of Edinburgh,72.9%,67.7%,35.1%,181,87.5%,90.6,免费评估
15,诺丁汉大学University of Nottingham,78.5%,76.8%,14.8%,174,90.1%,89.9,免费评估
16,诺桑比亚大学Northumbria University,87.7%,89.8%,5.9%,171,82.3%,89.8,免费评估
17,邓迪大学University of Dundee,85.3%,76.9%,8.7%,169,87.3%,89.4,免费评估
18,牛津布鲁克斯大学Oxford Brookes University,85.7%,82.5%,17.6%,144,85.6%,89.2,免费评估
18,雷丁大学University of Reading,79.0%,77.0%,40.0%,142,,89.2,免费评估
20,曼彻斯特建筑学院Manchester School of Architecture,76.2%,71.3%,12.6%,166,94.7%,88.9,免费评估
21,德蒙福特大学De Montfort University,77.8%,77.2%,35.9%,122,89.0%,88.8,免费评估
22,Solent University,96.0%,92.1%,,91*,92.6%,87.7,免费评估
23,普利茅斯大学University of Plymouth,86.0%,82.2%,13.2%,122,88.3%,87.6,免费评估
24,朴茨茅斯大学University of Portsmouth,88.4%,89.4%,,111,91.7%,86.9,免费评估
25,威斯敏斯特大学University of Westminster,85.1%,82.5%,10.7%,139,82.3%,86.8,免费评估
25,诺丁汉特伦特大学Nottingham Trent University,84.7%,81.1%,3.4%,138,88.1%,86.8,免费评估
27,阿尔斯特大学University of Ulster,76.8%,69.1%,28.6%,122,88.2%,86.5,免费评估
28,罗伯特高登大学The Robert Gordon University,79.6%,79.8%,8.3%,163,81.2%,86.4,免费评估
28,伦敦艺术大学University of the Arts London,80.3%,78.0%,,149,90.6%,86.4,免费评估
30,卡迪夫都市大学Cardiff Metropolitan University,96.0%,92.7%,,99,82.1%,85.7,免费评估
30,创意艺术大学University for the Creative Arts,83.6%,82.6%,3.4%,136,84.6%,85.7,免费评估
32,伯恩茅斯艺术大学Arts University Bournemouth,88.8%,84.7%,2.4%,126,82.2%,85.6,免费评估
33,中央兰开夏大学University of Central Lancashire,90.8%,86.9%,3.0%,121,77.8%,84.9,免费评估
34,格林威治大学The University of Greenwich,84.9%,78.1%,2.0%,134,82.5%,84.6,免费评估
35,利物浦约翰摩尔斯大学Liverpool John Moores University,83.6%,81.2%,4.9%,138,78.8%,84.5,免费评估
36,金斯顿大学Kingston University,86.5%,87.5%,10.1%,133,69.2%,83.9,免费评估
37,诺里奇艺术大学Norwich University of the Arts,95.4%,81.7%,,118,73.7%,83.8,免费评估
37,德比大学University of Derby,79.6%,76.8%,6.7%,117,86.6%,83.8,免费评估
39,University of Lincoln,76.9%,73.5%,3.2%,126,89.6%,83.7,免费评估
40,伦敦南岸大学London South Bank University,79.8%,72.0%,19.6%,103,82.6%,83.2,免费评估
41,伯明翰城市大学Birmingham City University,84.3%,78.9%,9.6%,122,75.3%,83.1,免费评估
42,龙比亚大学Napier University,82.4%,75.9%,5.7%,139,74.3%,82.8,免费评估
43,谢菲尔德哈莱姆大学Sheffield Hallam University,83.1%,85.1%,13.4%,118,69.5%,82.4,免费评估
44,利兹贝克特大学Leeds Beckett University,85.1%,79.5%,5.6%,117,74.1%,82.1,免费评估
45,索尔福德大学University of Salford,72.8%,72.0%,19.6%,119,75.6%,81.1,免费评估
46,米德塞斯大学Middlesex University,85.7%,81.5%,13.3%,128,60.0%,80.9,免费评估
47,哈德斯菲尔德大学University of Huddersfield,79.0%,76.4%,,122,76.5%,80.5,免费评估
48,伦敦都市大学London Metropolitan University,80.9%,74.4%,7.2%,97,75.3%,79.6,免费评估
49,北安普顿大学The University of Northampton,86.9%,77.0%,,77,78.6%,79.5,免费评估
50,布莱顿大学University of Brighton,74.2%,73.7%,13.1%,116,69.8%,78.9,免费评估
51,东伦敦大学University of East London,81.8%,80.8%,8.1%,113,63.0%,78.7,免费评估
52,剑桥安鲁大学Anglia Ruskin University,73.3%,71.5%,5.2%,98,78.6%,78.1,免费评估
53,伍尔弗汉普顿大学University of Wolverhampton,75.7%,74.5%,5.6%,116,60.9%,76.0,免费评估
54,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,71.1%,69.3%,9.1%,,69.2%,75.2,免费评估
55,Ravensbourne University London,71.2%,68.5%,,92,66.7%,73.2,免费评估
