Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Massachusetts Institute of Technology (MIT),United States,88.5,94.9,100.0,95.5,96.2,免费评估
2,National University of Singapore (NUS),Singapore,91.8,96.4,91.9,100.0,95.0,免费评估
3,Delft University of Technology,Netherlands,93.1,85.7,97.7,91.1,93.2,免费评估
4,"University of California, Berkeley (UCB)",United States,89.0,93.3,99.1,85.7,92.7,免费评估
5,剑桥大学University of Cambridge,United Kingdom,82.3,91.9,94.1,94.3,92.1,免费评估
6,帝国理工学院Imperial College London,United Kingdom,90.9,94.1,94.8,87.4,91.9,免费评估
7,"Nanyang Technological University, Singapore (NTU)",Singapore,89.0,93.0,87.1,94.5,90.5,免费评估
7,Tsinghua University,China (Mainland),100.0,93.7,90.2,84.4,90.5,免费评估
9,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,92.7,93.0,93.7,83.3,90.3,免费评估
10,EPFL,Switzerland,93.1,93.7,88.5,85.8,89.2,免费评估
10,Stanford University,United States,73.0,86.2,94.9,91.2,89.2,免费评估
12,The University of New South Wales (UNSW Sydney),Australia,91.8,89.6,83.9,91.5,88.2,免费评估
13,Politecnico di Milano,Italy,92.7,86.3,86.8,88.5,88.1,免费评估
14,The University of Sydney,Australia,85.8,93.2,82.9,87.0,86.1,免费评估
15,Georgia Institute of Technology,United States,89.5,89.9,89.2,75.6,85.3,免费评估
16,The Hong Kong University of Science and Technology,Hong Kong SAR,84.1,94.0,84.5,80.6,84.7,免费评估
16,The University of Tokyo,Japan,73.8,76.2,91.4,85.5,84.7,免费评估
16,牛津大学University of Oxford,United Kingdom,71.2,82.4,83.8,93.8,84.7,免费评估
19,The University of Hong Kong,Hong Kong SAR,89.0,90.3,84.5,79.5,84.5,免费评估
20,University of Texas at Austin,United States,83.6,90.5,93.4,68.8,84.1,免费评估
21,The Hong Kong Polytechnic University,Hong Kong SAR,96.8,94.5,86.9,68.3,83.9,免费评估
22,University of Illinois at Urbana-Champaign,United States,87.4,86.3,95.1,64.6,83.5,免费评估
23,Monash University,Australia,87.4,91.3,74.9,85.4,82.4,免费评估
23,Tongji University,China (Mainland),97.5,80.5,91.3,63.8,82.4,免费评估
25,Purdue University,United States,86.4,86.5,87.5,70.8,82.2,免费评估
25,Shanghai Jiao Tong University,China (Mainland),93.1,92.8,77.4,77.8,82.2,免费评估
25,University of British Columbia,Canada,84.1,90.9,84.6,73.6,82.2,免费评估
28,The University of Melbourne,Australia,76.2,88.8,79.4,84.0,81.7,免费评估
29,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),Spain,82.3,87.0,82.1,77.8,81.6,免费评估
30,The University of Queensland,Australia,89.5,95.2,75.3,78.9,81.5,免费评估
31,Tokyo Institute of Technology (Tokyo Tech),Japan,79.1,79.0,82.2,82.7,81.4,免费评估
32,Pontificia Universidad Católica de Chile (UC),Chile,71.2,82.1,79.5,87.2,81.0,免费评估
33,Politecnico di Torino,Italy,86.4,88.9,77.1,78.6,80.7,免费评估
34,University of Toronto,Canada,81.7,87.3,84.0,71.2,80.3,免费评估
35,Universidad Politécnica de Madrid (UPM),Spain,79.8,80.9,75.2,86.8,80.2,免费评估
35,University of Michigan-Ann Arbor,United States,83.6,92.2,85.7,65.3,80.2,免费评估
37,KAIST - Korea Advanced Institute of Science & Technology,South Korea,80.4,91.8,78.6,75.4,79.9,免费评估
38,KTH Royal Institute of Technology,Sweden,86.9,94.1,77.5,70.8,79.4,免费评估
39,KU Leuven,Belgium,88.0,96.3,73.6,72.6,78.9,免费评估
39,Universidade de São Paulo,Brazil,76.9,81.2,73.9,85.5,78.9,免费评估
41,Kyoto University,Japan,74.6,75.8,84.9,74.4,78.8,免费评估
41,Zhejiang University,China (Mainland),85.8,83.4,78.1,73.9,78.8,免费评估
43,McGill University,Canada,78.4,91.2,76.6,75.4,78.7,免费评估
44,National Taiwan University (NTU),Taiwan,82.3,86.1,80.1,70.9,78.6,免费评估
44,Technical University of Denmark,Denmark,86.4,96.0,78.4,66.4,78.6,免费评估
44,利兹大学University of Leeds,United Kingdom,85.3,96.0,75.3,71.0,78.6,免费评估
47,The University of Western Australia,Australia,76.9,85.3,77.0,78.0,78.5,免费评估
48,曼彻斯特大学The University of Manchester,United Kingdom,81.7,90.9,75.6,74.2,78.4,免费评估
49,The University of Auckland,New Zealand,83.0,86.1,74.9,76.5,78.3,免费评估
49,"University of California, Los Angeles (UCLA)",United States,73.8,83.1,79.2,77.1,78.3,免费评估
