Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,亚利桑那大学The University of Arizona,UnitedStates,80.7,83.0,81.9,100.0,88.2,297.7,免费评估
2,Swiss Federal Institute of Technology Zurich,Switzerland,76.8,92.6,82.9,98.8,0.0,284.8,免费评估
3,Delft University of Technology,Netherlands,99.7,82.7,86.8,71.0,0.0,270.7,免费评估
4,"加州大学伯克利分校University of California,Berkeley",UnitedStates,65.0,79.9,71.5,86.5,100.0,265.6,免费评估
5,新南威尔士大学The University of New South Wales,Australia,70.5,87.8,84.8,90.0,0.0,265.2,免费评估
6,德克萨斯A&M大学Texas A & M University,UnitedStates,80.6,75.1,78.8,83.3,47.1,264.3,免费评估
7,Beijing Normal University,China,96.9,70.1,65.7,80.6,0.0,260.6,免费评估
8,"加州大学戴维斯分校University of California,Davis",UnitedStates,76.1,77.8,81.5,77.2,57.7,258.9,免费评估
9,布里斯托大学University of Bristol,UnitedKingdom,59.8,99.1,89.5,81.5,0.0,258.3,免费评估
10,Hohai University,China,100.0,63.9,70.2,80.1,0.0,258.0,免费评估
11,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,UnitedStates,67.1,83.2,78.8,75.2,66.7,254.5,免费评估
12,弗林德斯大学Flinders University,Australia,61.5,79.3,83.9,93.3,0.0,250.9,免费评估
13,Tsinghua University,China,84.9,75.7,68.5,74.6,0.0,248.9,免费评估
14,科罗拉多大学波尔得分校University of Colorado Boulder,UnitedStates,58.1,87.5,57.2,75.7,74.5,247.6,免费评估
15,"加利福尼亚大学欧文分校University of California, Irvine",UnitedStates,44.9,97.4,80.5,68.2,88.2,244.4,免费评估
16,德克萨斯大学奥斯汀分校The University of Texas at Austin,UnitedStates,60.4,81.6,65.1,86.0,0.0,241.0,免费评估
17,University of Wageningen,Netherlands,82.4,80.1,83.5,60.5,0.0,239.7,免费评估
18,萨省大学University of Saskatchewan,Canada,61.4,87.8,83.8,71.0,0.0,237.0,免费评估
19,Swiss Federal Institute of Technology Lausanne,Switzerland,60.4,87.0,88.7,69.9,0.0,235.0,免费评估
20,昆士兰大学The University of Queensland,Australia,76.5,80.4,78.2,62.4,0.0,234.9,免费评估
21,Wuhan University,China,77.1,70.4,66.1,72.6,0.0,233.3,免费评估
22,科罗拉多矿业大学Colorado School of Mines,UnitedStates,50.9,93.1,71.5,68.2,0.0,226.5,免费评估
23,斯坦福大学Stanford University,UnitedStates,55.4,87.0,72.1,66.5,0.0,223.3,免费评估
24,俄勒冈州立大学Oregon State University,UnitedStates,60.6,80.7,70.8,67.7,0.0,223.2,免费评估
25,University of Padua,Italy,53.7,84.9,84.3,67.1,0.0,222.5,免费评估
26,Utrecht University,Netherlands,56.7,87.3,82.8,61.8,0.0,222.3,免费评估
27,康奈尔大学Cornell University,UnitedStates,53.6,81.0,73.8,58.0,74.5,222.2,免费评估
28,阿德莱德大学The University of Adelaide,Australia,49.4,91.1,70.1,63.6,0.0,218.1,免费评估
29,科罗拉多州立大学Colorado State University (CSU),UnitedStates,68.8,67.0,58.3,70.4,0.0,218.0,免费评估
30,帝国理工学院Imperial College London,UnitedKingdom,51.0,93.8,85.6,55.9,0.0,217.9,免费评估
31,Vienna University of Technology,Austria,48.5,94.1,83.9,44.6,66.7,217.3,免费评估
32,滑铁卢大学University of Waterloo,Canada,69.7,67.4,71.8,63.6,0.0,215.1,免费评估
33,National Taiwan University,China-Taiwan,66.8,63.5,65.2,71.5,0.0,214.8,免费评估
34,阿伯丁大学University of Aberdeen,UnitedKingdom,44.5,100.0,91.9,50.9,0.0,213.8,免费评估
35,普林斯顿大学Princeton University,UnitedStates,40.0,96.0,81.2,61.2,0.0,213.4,免费评估
36,墨尔本大学The University of Melbourne,Australia,55.1,77.5,70.2,66.5,0.0,213.2,免费评估
37,Université Grenoble Alpes,France,52.2,75.1,83.3,68.2,0.0,212.3,免费评估
38,Ghent University,Belgium,65.0,81.6,91.7,47.1,0.0,211.9,免费评估
39,杜克大学Duke University,UnitedStates,49.7,79.6,80.0,66.5,0.0,211.7,免费评估
40,Polytechnic Institute of Milan,Italy,53.7,79.0,79.7,63.0,0.0,211.6,免费评估
41,Northwest A&F University,China,68.0,76.6,62.4,53.9,0.0,211.0,免费评估
42,"加利福尼亚大学圣塔芭芭拉分校University of California, Santa Barbara",UnitedStates,44.6,94.6,77.1,42.8,66.7,210.8,免费评估
43,兰卡斯特大学Lancaster University,UnitedKingdom,39.8,93.8,89.1,45.4,66.7,210.3,免费评估
44,University of Oslo,Norway,44.9,91.6,98.0,53.9,0.0,210.0,免费评估
45,蒙纳什大学Monash University,Australia,57.7,78.7,74.4,58.0,0.0,209.2,免费评估
46,University of Nebraska - Lincoln,UnitedStates,57.6,70.1,77.4,66.0,0.0,209.1,免费评估
46,Uppsala University,Sweden,46.6,89.1,94.1,54.6,0.0,209.1,免费评估
48,麻省理工学院Massachusetts Institute of Technology,UnitedStates,49.5,80.7,84.5,55.3,33.3,209.0,免费评估
49,英属哥伦比亚大学University of British Columbia,Canada,67.6,67.4,72.9,59.3,0.0,208.8,免费评估
50,宾州州立大学Pennsylvania State University,UnitedStates,54.8,81.3,71.7,57.3,0.0,207.7,免费评估
